country,year,variant,freq,agebroad,percentagetotaldeaths
417,1950,estimates,5yearly,0_4,31.4536788432643
417,1950,estimates,5yearly,0_14,33.1040470970761
417,1950,estimates,5yearly,0_19,34.4415843535237
417,1950,estimates,5yearly,0_24,36.4454270019952
417,1950,estimates,5yearly,5_14,1.65036825381186
417,1950,estimates,5yearly,15plus,66.8959529029239
417,1950,estimates,5yearly,15_24,3.34137990491908
417,1950,estimates,5yearly,15_49,15.4266325097914
417,1950,estimates,5yearly,15_59,24.9414981402567
417,1950,estimates,5yearly,15_64,31.6883020912875
417,1950,estimates,5yearly,20plus,65.5584156464763
417,1950,estimates,5yearly,20_64,30.35076483484
417,1950,estimates,5yearly,20_69,39.1451338768874
417,1950,estimates,5yearly,25plus,63.5545729980048
417,1950,estimates,5yearly,25_69,37.1412912284159
417,1950,estimates,5yearly,40plus,57.9968963223884
417,1950,estimates,5yearly,50plus,51.4693203931325
417,1950,estimates,5yearly,60plus,41.9544547626672
417,1950,estimates,5yearly,65plus,35.2076508116363
417,1950,estimates,5yearly,70plus,26.4132817695889
417,1950,estimates,5yearly,80plus,9.20141882405104
417,1950,estimates,5yearly,90plus,1.54075424292435
417,1955,estimates,5yearly,0_4,36.9616950765922
417,1955,estimates,5yearly,0_14,38.5511231762708
417,1955,estimates,5yearly,0_19,39.5829293659328
417,1955,estimates,5yearly,0_24,41.3592107505274
417,1955,estimates,5yearly,5_14,1.58942809967859
417,1955,estimates,5yearly,15plus,61.4488768237292
417,1955,estimates,5yearly,15_24,2.80808757425655
417,1955,estimates,5yearly,15_49,13.9910803997955
417,1955,estimates,5yearly,15_59,22.6309882658487
417,1955,estimates,5yearly,15_64,27.9768724990745
417,1955,estimates,5yearly,20plus,60.4170706340672
417,1955,estimates,5yearly,20_64,26.9450663094126
417,1955,estimates,5yearly,20_69,34.3204827630783
417,1955,estimates,5yearly,25plus,58.6407892494726
417,1955,estimates,5yearly,25_69,32.5442013784837
417,1955,estimates,5yearly,40plus,52.7795895103621
417,1955,estimates,5yearly,50plus,47.4577964239337
417,1955,estimates,5yearly,60plus,38.8178885578804
417,1955,estimates,5yearly,65plus,33.4720043246546
417,1955,estimates,5yearly,70plus,26.096587870989
417,1955,estimates,5yearly,80plus,9.45371855664651
417,1955,estimates,5yearly,90plus,1.57121284234401
417,1960,estimates,5yearly,0_4,39.0213601336107
417,1960,estimates,5yearly,0_14,40.9628175451962
417,1960,estimates,5yearly,0_19,41.7392833074511
417,1960,estimates,5yearly,0_24,43.1890767382578
417,1960,estimates,5yearly,5_14,1.94145741158546
417,1960,estimates,5yearly,15plus,59.0371824548038
417,1960,estimates,5yearly,15_24,2.22625919306162
417,1960,estimates,5yearly,15_49,13.3868557531718
417,1960,estimates,5yearly,15_59,21.3126666471329
417,1960,estimates,5yearly,15_64,26.6348266869817
417,1960,estimates,5yearly,20plus,58.2607166925489
417,1960,estimates,5yearly,20_64,25.8583609247268
417,1960,estimates,5yearly,20_69,32.1480266049401
417,1960,estimates,5yearly,25plus,56.8109232617422
417,1960,estimates,5yearly,25_69,30.6982331741334
417,1960,estimates,5yearly,40plus,50.2575522283102
417,1960,estimates,5yearly,50plus,45.650326701632
417,1960,estimates,5yearly,60plus,37.7245158076709
417,1960,estimates,5yearly,65plus,32.4023557678221
417,1960,estimates,5yearly,70plus,26.1126900876088
417,1960,estimates,5yearly,80plus,10.1755105628644
417,1960,estimates,5yearly,90plus,1.76448181898093
417,1965,estimates,5yearly,0_4,36.8288778130192
417,1965,estimates,5yearly,0_14,39.1197704274279
417,1965,estimates,5yearly,0_19,40.1377435432714
417,1965,estimates,5yearly,0_24,41.3248753964658
417,1965,estimates,5yearly,5_14,2.2908926144087
417,1965,estimates,5yearly,15plus,60.8802295725721
417,1965,estimates,5yearly,15_24,2.20510496903791
417,1965,estimates,5yearly,15_49,14.425011327594
417,1965,estimates,5yearly,15_59,21.709711523939
417,1965,estimates,5yearly,15_64,27.111916628908
417,1965,estimates,5yearly,20plus,59.8622564567286
417,1965,estimates,5yearly,20_64,26.0939435130645
417,1965,estimates,5yearly,20_69,32.9291647787343
417,1965,estimates,5yearly,25plus,58.6751246035342
417,1965,estimates,5yearly,25_69,31.7420329255399
417,1965,estimates,5yearly,40plus,51.986708956351
417,1965,estimates,5yearly,50plus,46.4552182449781
417,1965,estimates,5yearly,60plus,39.1705180486331
417,1965,estimates,5yearly,65plus,33.7683129436641
417,1965,estimates,5yearly,70plus,26.9330916779943
417,1965,estimates,5yearly,80plus,11.7740522579671
417,1965,estimates,5yearly,90plus,2.18033529678296
417,1970,estimates,5yearly,0_4,34.9208509631032
417,1970,estimates,5yearly,0_14,37.1666124212208
417,1970,estimates,5yearly,0_19,38.4625854365772
417,1970,estimates,5yearly,0_24,39.9556173624878
417,1970,estimates,5yearly,5_14,2.24576145811758
417,1970,estimates,5yearly,15plus,62.8333875787792
417,1970,estimates,5yearly,15_24,2.78900494126698
417,1970,estimates,5yearly,15_49,15.4569932242507
417,1970,estimates,5yearly,15_59,22.1433855075894
417,1970,estimates,5yearly,15_64,27.1941296564784
417,1970,estimates,5yearly,20plus,61.5374145634228
417,1970,estimates,5yearly,20_64,25.898156641122
417,1970,estimates,5yearly,20_69,32.7360416605024
417,1970,estimates,5yearly,25plus,60.0443826375122
417,1970,estimates,5yearly,25_69,31.2430097345918
417,1970,estimates,5yearly,40plus,54.298310500932
417,1970,estimates,5yearly,50plus,47.3763943545285
417,1970,estimates,5yearly,60plus,40.6900020711897
417,1970,estimates,5yearly,65plus,35.6392579223008
417,1970,estimates,5yearly,70plus,28.8013729029204
417,1970,estimates,5yearly,80plus,12.8745154895405
417,1970,estimates,5yearly,90plus,2.62863567772287
417,1975,estimates,5yearly,0_4,32.1767118605446
417,1975,estimates,5yearly,0_14,34.2138543921613
417,1975,estimates,5yearly,0_19,35.5935969009912
417,1975,estimates,5yearly,0_24,37.4672439330067
417,1975,estimates,5yearly,5_14,2.03714253161673
