country,year,variant,freq,agebroad,percentagetotaldeaths
414,1950,estimates,5yearly,0_4,57.291758678562
414,1950,estimates,5yearly,0_14,61.1960074198392
414,1950,estimates,5yearly,0_19,63.0244678031976
414,1950,estimates,5yearly,0_24,65.8952389364897
414,1950,estimates,5yearly,5_14,3.90424874127727
414,1950,estimates,5yearly,15plus,38.8039925801608
414,1950,estimates,5yearly,15_24,4.69923151665047
414,1950,estimates,5yearly,15_49,16.7123045667344
414,1950,estimates,5yearly,15_59,21.5263669287165
414,1950,estimates,5yearly,15_64,24.0614786679622
414,1950,estimates,5yearly,20plus,36.9755321968024
414,1950,estimates,5yearly,20_64,22.2330182846038
414,1950,estimates,5yearly,20_69,25.6779436445544
414,1950,estimates,5yearly,25plus,34.1047610635103
414,1950,estimates,5yearly,25_69,22.8071725112623
414,1950,estimates,5yearly,40plus,26.0931013161381
414,1950,estimates,5yearly,50plus,22.0916880134264
414,1950,estimates,5yearly,60plus,17.2776256514442
414,1950,estimates,5yearly,65plus,14.7425139121986
414,1950,estimates,5yearly,70plus,11.297588552248
414,1950,estimates,5yearly,80plus,3.20643052733857
414,1950,estimates,5yearly,90plus,0.23849483261196
414,1955,estimates,5yearly,0_4,53.8884592248861
414,1955,estimates,5yearly,0_14,57.3601443671049
414,1955,estimates,5yearly,0_19,58.9241213371144
414,1955,estimates,5yearly,0_24,61.7684970353184
414,1955,estimates,5yearly,5_14,3.47168514221879
414,1955,estimates,5yearly,15plus,42.6398556328951
414,1955,estimates,5yearly,15_24,4.40835266821346
414,1955,estimates,5yearly,15_49,17.6076308326888
414,1955,estimates,5yearly,15_59,22.944057746842
414,1955,estimates,5yearly,15_64,26.0977915270259
414,1955,estimates,5yearly,20plus,41.0758786628856
414,1955,estimates,5yearly,20_64,24.5338145570164
414,1955,estimates,5yearly,20_69,27.7391080175303
414,1955,estimates,5yearly,25plus,38.2315029646816
414,1955,estimates,5yearly,25_69,24.8947323193263
414,1955,estimates,5yearly,40plus,29.5351035490247
414,1955,estimates,5yearly,50plus,25.0322248002062
414,1955,estimates,5yearly,60plus,19.6957978860531
414,1955,estimates,5yearly,65plus,16.5420641058692
414,1955,estimates,5yearly,70plus,13.3367706453553
414,1955,estimates,5yearly,80plus,4.16774082667354
414,1955,estimates,5yearly,90plus,0.232018561484919
414,1960,estimates,5yearly,0_4,55.3274215552524
