country,year,variant,freq,agebroad,percentagetotaldeaths
702,1950,estimates,5yearly,"Region, subregion, country or area *",Singapore
702,1950,estimates,5yearly,0_4,39.250609570253
702,1950,estimates,5yearly,0_14,42.2413136238952
702,1950,estimates,5yearly,0_19,43.7309509295946
702,1950,estimates,5yearly,0_24,45.4720359646449
702,1950,estimates,5yearly,5_14,2.99070405364218
702,1950,estimates,5yearly,15plus,57.7586863761048
702,1950,estimates,5yearly,15_24,3.23072234074977
702,1950,estimates,5yearly,15_49,21.314004876562
702,1950,estimates,5yearly,15_59,31.800518134715
702,1950,estimates,5yearly,15_64,36.6180280402316
702,1950,estimates,5yearly,20plus,56.2690490704054
702,1950,estimates,5yearly,20_64,35.1283907345322
702,1950,estimates,5yearly,20_69,40.1782992989942
702,1950,estimates,5yearly,25plus,54.5279640353551
702,1950,estimates,5yearly,25_69,38.4372142639439
702,1950,estimates,5yearly,40plus,45.9615970740628
702,1950,estimates,5yearly,50plus,36.4446814995428
702,1950,estimates,5yearly,60plus,25.9581682413898
702,1950,estimates,5yearly,65plus,21.1406583358732
702,1950,estimates,5yearly,70plus,16.0907497714112
702,1950,estimates,5yearly,80plus,7.17959463578177
702,1950,estimates,5yearly,90plus,1.11627552575434
702,1955,estimates,5yearly,"Region, subregion, country or area *",Singapore
702,1955,estimates,5yearly,0_4,35.3350002953279
702,1955,estimates,5yearly,0_14,38.7076450552263
702,1955,estimates,5yearly,0_19,40.0189009863952
702,1955,estimates,5yearly,0_24,41.5132602232679
702,1955,estimates,5yearly,5_14,3.37264475989841
702,1955,estimates,5yearly,15plus,61.2923549447737
702,1955,estimates,5yearly,15_24,2.80561516804158
702,1955,estimates,5yearly,15_49,18.3634895946132
702,1955,estimates,5yearly,15_59,31.0271504794156
702,1955,estimates,5yearly,15_64,37.0400267763974
702,1955,estimates,5yearly,20plus,59.9810990136048
702,1955,estimates,5yearly,20_64,35.7287708452285
702,1955,estimates,5yearly,20_69,41.4601011990313
702,1955,estimates,5yearly,25plus,58.4867397767321
702,1955,estimates,5yearly,25_69,39.9657419621587
702,1955,estimates,5yearly,40plus,52.0564666968557
702,1955,estimates,5yearly,50plus,42.9288653501605
702,1955,estimates,5yearly,60plus,30.265204465358
702,1955,estimates,5yearly,65plus,24.2523281683763
702,1955,estimates,5yearly,70plus,18.5209978145735
702,1955,estimates,5yearly,80plus,7.61355358232758
702,1955,estimates,5yearly,90plus,1.11830836171763
702,1960,estimates,5yearly,"Region, subregion, country or area *",Singapore
702,1960,estimates,5yearly,0_4,21.5109432736428
702,1960,estimates,5yearly,0_14,24.4244122304787
702,1960,estimates,5yearly,0_19,25.72785966622
702,1960,estimates,5yearly,0_24,27.2810330125472
702,1960,estimates,5yearly,5_14,2.91346895683599
702,1960,estimates,5yearly,15plus,75.5755877695212
702,1960,estimates,5yearly,15_24,2.85662078206846
702,1960,estimates,5yearly,15_49,17.5599951272993
702,1960,estimates,5yearly,15_59,34.2002679985382
702,1960,estimates,5yearly,15_64,43.7304584399237
702,1960,estimates,5yearly,20plus,74.27214033378
702,1960,estimates,5yearly,20_64,42.4270110041824
702,1960,estimates,5yearly,20_69,50.4933609453039
702,1960,estimates,5yearly,25plus,72.7189669874528
702,1960,estimates,5yearly,25_69,48.9401875989767
702,1960,estimates,5yearly,40plus,66.4108498802128
702,1960,estimates,5yearly,50plus,58.015592642222
702,1960,estimates,5yearly,60plus,41.3753197709831
702,1960,estimates,5yearly,65plus,31.8451293295976
702,1960,estimates,5yearly,70plus,23.7787793884761
702,1960,estimates,5yearly,80plus,9.15255613757258
702,1960,estimates,5yearly,90plus,1.25675072075364
702,1965,estimates,5yearly,"Region, subregion, country or area *",Singapore
702,1965,estimates,5yearly,0_4,13.8558957559342
702,1965,estimates,5yearly,0_14,16.3997730641826
702,1965,estimates,5yearly,0_19,17.8602148569755
702,1965,estimates,5yearly,0_24,19.4688969821197
702,1965,estimates,5yearly,5_14,2.54387730824839
702,1965,estimates,5yearly,15plus,83.6002269358174
702,1965,estimates,5yearly,15_24,3.06912391793708
702,1965,estimates,5yearly,15_49,15.9001482403323
702,1965,estimates,5yearly,15_59,31.7728445672663
702,1965,estimates,5yearly,15_64,42.5596164052635
702,1965,estimates,5yearly,20plus,82.1397851430245
702,1965,estimates,5yearly,20_64,41.0991746124705
702,1965,estimates,5yearly,20_69,52.4972090554712
702,1965,estimates,5yearly,25plus,80.5311030178804
702,1965,estimates,5yearly,25_69,50.888526930327
702,1965,estimates,5yearly,40plus,75.0773228894054
702,1965,estimates,5yearly,50plus,67.7000786954851
702,1965,estimates,5yearly,60plus,51.8273823685511
702,1965,estimates,5yearly,65plus,41.040610530554
702,1965,estimates,5yearly,70plus,29.6425760875533
