country,year,variant,freq,agebroad,percentagetotaldeaths
740,1950,estimates,5yearly,"Region, subregion, country or area *",Suriname
740,1950,estimates,5yearly,0_4,35.2045835985879
740,1950,estimates,5yearly,0_14,40.2974709184559
740,1950,estimates,5yearly,0_19,41.9063603217779
740,1950,estimates,5yearly,0_24,44.0476879449042
740,1950,estimates,5yearly,5_14,5.09288731986805
740,1950,estimates,5yearly,15plus,59.7025290815441
740,1950,estimates,5yearly,15_24,3.75021702644829
740,1950,estimates,5yearly,15_49,16.3030267955322
740,1950,estimates,5yearly,15_59,23.6009028300249
740,1950,estimates,5yearly,15_64,28.2018635337693
740,1950,estimates,5yearly,20plus,58.0936396782221
740,1950,estimates,5yearly,20_64,26.5929741304474
740,1950,estimates,5yearly,20_69,31.8421204930841
740,1950,estimates,5yearly,25plus,55.9523120550958
740,1950,estimates,5yearly,25_69,29.7007928699578
740,1950,estimates,5yearly,40plus,48.8569940390069
740,1950,estimates,5yearly,50plus,43.3995022860119
740,1950,estimates,5yearly,60plus,36.1016262515192
740,1950,estimates,5yearly,65plus,31.5006655477748
740,1950,estimates,5yearly,70plus,26.251519185138
740,1950,estimates,5yearly,80plus,11.0596678048498
740,1950,estimates,5yearly,90plus,1.96191909254008
740,1955,estimates,5yearly,"Region, subregion, country or area *",Suriname
740,1955,estimates,5yearly,0_4,37.1884945655437
740,1955,estimates,5yearly,0_14,42.7250345283132
740,1955,estimates,5yearly,0_19,44.2022458415901
740,1955,estimates,5yearly,0_24,46.177865849997
740,1955,estimates,5yearly,5_14,5.53653996276947
740,1955,estimates,5yearly,15plus,57.2749654716868
740,1955,estimates,5yearly,15_24,3.45283132168378
740,1955,estimates,5yearly,15_49,15.7389059028403
740,1955,estimates,5yearly,15_59,23.0829280009608
740,1955,estimates,5yearly,15_64,27.8328229147901
740,1955,estimates,5yearly,20plus,55.7977541584099
740,1955,estimates,5yearly,20_64,26.3556116015132
740,1955,estimates,5yearly,20_69,32.072299285414
740,1955,estimates,5yearly,25plus,53.822134150003
740,1955,estimates,5yearly,25_69,30.0966792770071
740,1955,estimates,5yearly,40plus,46.8864468864469
740,1955,estimates,5yearly,50plus,41.5360595688465
740,1955,estimates,5yearly,60plus,34.192037470726
740,1955,estimates,5yearly,65plus,29.4421425568967
740,1955,estimates,5yearly,70plus,23.7254548729959
740,1955,estimates,5yearly,80plus,10.9649912928601
740,1955,estimates,5yearly,90plus,1.7594427430493
740,1960,estimates,5yearly,"Region, subregion, country or area *",Suriname
740,1960,estimates,5yearly,0_4,35.5094086840022
740,1960,estimates,5yearly,0_14,41.7453261068144
740,1960,estimates,5yearly,0_19,43.3530235673832
740,1960,estimates,5yearly,0_24,45.2834784726874
740,1960,estimates,5yearly,5_14,6.23591742281225
740,1960,estimates,5yearly,15plus,58.2546738931856
740,1960,estimates,5yearly,15_24,3.53815236587297
740,1960,estimates,5yearly,15_49,16.0160769746057
740,1960,estimates,5yearly,15_59,23.5247548870349
740,1960,estimates,5yearly,15_64,28.7984897387492
740,1960,estimates,5yearly,20plus,56.6469764326168
740,1960,estimates,5yearly,20_64,27.1907922781804
740,1960,estimates,5yearly,20_69,33.1100420193654
740,1960,estimates,5yearly,25plus,54.7165215273126
740,1960,estimates,5yearly,25_69,31.1795871140613
740,1960,estimates,5yearly,40plus,47.5914986907009
740,1960,estimates,5yearly,50plus,42.2385969185799
740,1960,estimates,5yearly,60plus,34.7299190061507
740,1960,estimates,5yearly,65plus,29.4561841544364
740,1960,estimates,5yearly,70plus,23.5369344132513
740,1960,estimates,5yearly,80plus,10.3525972839657
740,1960,estimates,5yearly,90plus,1.84519822178917
740,1965,estimates,5yearly,"Region, subregion, country or area *",Suriname
740,1965,estimates,5yearly,0_4,32.4610631187338
740,1965,estimates,5yearly,0_14,39.151270571915
740,1965,estimates,5yearly,0_19,40.9546629674002
740,1965,estimates,5yearly,0_24,42.8904722870294
740,1965,estimates,5yearly,5_14,6.69020745318116
740,1965,estimates,5yearly,15plus,60.848729428085
740,1965,estimates,5yearly,15_24,3.73920171511445
740,1965,estimates,5yearly,15_49,16.5016709754713
740,1965,estimates,5yearly,15_59,24.2259915505391
740,1965,estimates,5yearly,15_64,29.5605019231982
740,1965,estimates,5yearly,20plus,59.0453370325998
740,1965,estimates,5yearly,20_64,27.757109527713
740,1965,estimates,5yearly,20_69,34.4599281165269
740,1965,estimates,5yearly,25plus,57.1095277129706
740,1965,estimates,5yearly,25_69,32.5241187968977
740,1965,estimates,5yearly,40plus,50.1355697080522
740,1965,estimates,5yearly,50plus,44.3470584526137
740,1965,estimates,5yearly,60plus,36.6227378775459
740,1965,estimates,5yearly,65plus,31.2882275048868
740,1965,estimates,5yearly,70plus,24.5854089160729
740,1965,estimates,5yearly,80plus,10.3726590579482
740,1965,estimates,5yearly,90plus,1.96103159089476
740,1970,estimates,5yearly,"Region, subregion, country or area *",Suriname
740,1970,estimates,5yearly,0_4,29.2310728145761
740,1970,estimates,5yearly,0_14,36.0455173321055
740,1970,estimates,5yearly,0_19,38.058277971453
740,1970,estimates,5yearly,0_24,40.1697033480234
740,1970,estimates,5yearly,5_14,6.81444451752944
740,1970,estimates,5yearly,15plus,63.9544826678945
740,1970,estimates,5yearly,15_24,4.12418601591791
740,1970,estimates,5yearly,15_49,16.9769124514898
740,1970,estimates,5yearly,15_59,24.9621785173979
740,1970,estimates,5yearly,15_64,30.6781556271789
740,1970,estimates,5yearly,20plus,61.941722028547
740,1970,estimates,5yearly,20_64,28.6653949878314
740,1970,estimates,5yearly,20_69,35.756100769585
740,1970,estimates,5yearly,25plus,59.8302966519766
740,1970,estimates,5yearly,25_69,33.6446753930145
740,1970,estimates,5yearly,40plus,53.1013615733737
740,1970,estimates,5yearly,50plus,46.9775702164047
740,1970,estimates,5yearly,60plus,38.9923041504966
740,1970,estimates,5yearly,65plus,33.2763270407157
740,1970,estimates,5yearly,70plus,26.1856212589621
740,1970,estimates,5yearly,80plus,10.5702821811485
740,1970,estimates,5yearly,90plus,2.11142537657041
740,1975,estimates,5yearly,"Region, subregion, country or area *",Suriname
740,1975,estimates,5yearly,0_4,23.5742012541057
740,1975,estimates,5yearly,0_14,29.7700806210809
