country,year,variant,freq,agebroad,percentagetotaldeaths
446,1950,estimates,5yearly,"Region, subregion, country or area *","China, Macao SAR"
446,1950,estimates,5yearly,0_4,30.7255200405885
446,1950,estimates,5yearly,0_14,33.5362760020294
446,1950,estimates,5yearly,0_19,35.4337899543379
446,1950,estimates,5yearly,0_24,38.2749873160832
446,1950,estimates,5yearly,5_14,2.81075596144089
446,1950,estimates,5yearly,15plus,66.4637239979706
446,1950,estimates,5yearly,15_24,4.73871131405378
446,1950,estimates,5yearly,15_49,23.7138508371385
446,1950,estimates,5yearly,15_59,34.0334855403349
446,1950,estimates,5yearly,15_64,39.4520547945205
446,1950,estimates,5yearly,20plus,64.5662100456621
446,1950,estimates,5yearly,20_64,37.5545408422121
446,1950,estimates,5yearly,20_69,43.0542871638762
446,1950,estimates,5yearly,25plus,61.7250126839168
446,1950,estimates,5yearly,25_69,40.2130898021309
446,1950,estimates,5yearly,40plus,51.4459665144597
446,1950,estimates,5yearly,50plus,42.7498731608321
446,1950,estimates,5yearly,60plus,32.4302384576357
446,1950,estimates,5yearly,65plus,27.01166920345
446,1950,estimates,5yearly,70plus,21.5119228817859
446,1950,estimates,5yearly,80plus,9.59918822932522
446,1950,estimates,5yearly,90plus,1.39015728056824
446,1955,estimates,5yearly,"Region, subregion, country or area *","China, Macao SAR"
446,1955,estimates,5yearly,0_4,26.3641652123328
446,1955,estimates,5yearly,0_14,29.6335078534031
446,1955,estimates,5yearly,0_19,30.9482257126236
446,1955,estimates,5yearly,0_24,32.716695753345
446,1955,estimates,5yearly,5_14,3.26934264107039
446,1955,estimates,5yearly,15plus,70.3664921465969
446,1955,estimates,5yearly,15_24,3.08318789994183
446,1955,estimates,5yearly,15_49,18.7201861547411
446,1955,estimates,5yearly,15_59,29.9709133216987
446,1955,estimates,5yearly,15_64,36.8237347294939
446,1955,estimates,5yearly,20plus,69.0517742873764
446,1955,estimates,5yearly,20_64,35.5090168702734
446,1955,estimates,5yearly,20_69,43.0715532286213
446,1955,estimates,5yearly,25plus,67.283304246655
446,1955,estimates,5yearly,25_69,41.3030831878999
446,1955,estimates,5yearly,40plus,59.6509598603839
446,1955,estimates,5yearly,50plus,51.6463059918557
446,1955,estimates,5yearly,60plus,40.3955788248982
446,1955,estimates,5yearly,65plus,33.542757417103
446,1955,estimates,5yearly,70plus,25.9802210587551
446,1955,estimates,5yearly,80plus,10.6573589296102
446,1955,estimates,5yearly,90plus,1.10529377545084
446,1960,estimates,5yearly,"Region, subregion, country or area *","China, Macao SAR"
446,1960,estimates,5yearly,0_4,21.9449225473322
446,1960,estimates,5yearly,0_14,25.7458405048766
446,1960,estimates,5yearly,0_19,27.2662076878944
446,1960,estimates,5yearly,0_24,28.657487091222
446,1960,estimates,5yearly,5_14,3.80091795754446
446,1960,estimates,5yearly,15plus,74.2541594951233
