variant,continent,year,gender,potentialsupport2064_65
estimates,908,1950,male,8.001
estimates,908,1951,male,7.943
estimates,908,1952,male,7.903
estimates,908,1953,male,7.879
estimates,908,1954,male,7.883
estimates,908,1955,male,7.916
estimates,908,1956,male,7.89
estimates,908,1957,male,7.897
estimates,908,1958,male,7.919
estimates,908,1959,male,7.931
estimates,908,1960,male,7.922
estimates,908,1961,male,7.816
estimates,908,1962,male,7.706
estimates,908,1963,male,7.593
estimates,908,1964,male,7.486
estimates,908,1965,male,7.386
estimates,908,1966,male,7.231
estimates,908,1967,male,7.099
estimates,908,1968,male,6.983
estimates,908,1969,male,6.88
estimates,908,1970,male,6.784
estimates,908,1971,male,6.65
estimates,908,1972,male,6.541
estimates,908,1973,male,6.454
estimates,908,1974,male,6.384
estimates,908,1975,male,6.331
estimates,908,1976,male,6.225
estimates,908,1977,male,6.136
estimates,908,1978,male,6.08
estimates,908,1979,male,6.083
estimates,908,1980,male,6.155
estimates,908,1981,male,6.233
estimates,908,1982,male,6.378
estimates,908,1983,male,6.555
estimates,908,1984,male,6.714
estimates,908,1985,male,6.823
estimates,908,1986,male,6.799
estimates,908,1987,male,6.741
estimates,908,1988,male,6.654
estimates,908,1989,male,6.551
estimates,908,1990,male,6.44
estimates,908,1991,male,6.261
estimates,908,1992,male,6.086
estimates,908,1993,male,5.929
estimates,908,1994,male,5.802
estimates,908,1995,male,5.708
estimates,908,1996,male,5.592
estimates,908,1997,male,5.509
estimates,908,1998,male,5.444
estimates,908,1999,male,5.38
estimates,908,2000,male,5.307
estimates,908,2001,male,5.189
estimates,908,2002,male,5.071
estimates,908,2003,male,4.968
estimates,908,2004,male,4.898
estimates,908,2005,male,4.868
estimates,908,2006,male,4.817
estimates,908,2007,male,4.796
estimates,908,2008,male,4.786
estimates,908,2009,male,4.765
estimates,908,2010,male,4.721
estimates,908,2011,male,4.634
estimates,908,2012,male,4.536
estimates,908,2013,male,4.433
estimates,908,2014,male,4.332
estimates,908,2015,male,4.234
medium_variant,908,2015,male,4.234
medium_variant,908,2016,male,4.118
medium_variant,908,2017,male,4.008
medium_variant,908,2018,male,3.904
medium_variant,908,2019,male,3.804
medium_variant,908,2020,male,3.709
medium_variant,908,2021,male,3.602
medium_variant,908,2022,male,3.504
medium_variant,908,2023,male,3.411
medium_variant,908,2024,male,3.323
medium_variant,908,2025,male,3.24
medium_variant,908,2026,male,3.151
medium_variant,908,2027,male,3.069
medium_variant,908,2028,male,2.993
medium_variant,908,2029,male,2.926
medium_variant,908,2030,male,2.866
medium_variant,908,2031,male,2.808
medium_variant,908,2032,male,2.757
medium_variant,908,2033,male,2.713
medium_variant,908,2034,male,2.671
medium_variant,908,2035,male,2.631
medium_variant,908,2036,male,2.589
medium_variant,908,2037,male,2.55
medium_variant,908,2038,male,2.514
medium_variant,908,2039,male,2.48
medium_variant,908,2040,male,2.448
medium_variant,908,2041,male,2.414
medium_variant,908,2042,male,2.384
medium_variant,908,2043,male,2.355
medium_variant,908,2044,male,2.328
medium_variant,908,2045,male,2.301
medium_variant,908,2046,male,2.271
medium_variant,908,2047,male,2.244
medium_variant,908,2048,male,2.217
medium_variant,908,2049,male,2.19
medium_variant,908,2050,male,2.163
medium_variant,908,2051,male,2.134
medium_variant,908,2052,male,2.106
medium_variant,908,2053,male,2.08
medium_variant,908,2054,male,2.058
medium_variant,908,2055,male,2.04
medium_variant,908,2056,male,2.026
medium_variant,908,2057,male,2.016
medium_variant,908,2058,male,2.01
medium_variant,908,2059,male,2.008
medium_variant,908,2060,male,2.009
medium_variant,908,2061,male,2.012
medium_variant,908,2062,male,2.019
medium_variant,908,2063,male,2.029
medium_variant,908,2064,male,2.038
medium_variant,908,2065,male,2.047
medium_variant,908,2066,male,2.055
medium_variant,908,2067,male,2.063
medium_variant,908,2068,male,2.07
medium_variant,908,2069,male,2.074
medium_variant,908,2070,male,2.074
medium_variant,908,2071,male,2.073
medium_variant,908,2072,male,2.069
medium_variant,908,2073,male,2.062
medium_variant,908,2074,male,2.053
medium_variant,908,2075,male,2.042
medium_variant,908,2076,male,2.031
medium_variant,908,2077,male,2.019
medium_variant,908,2078,male,2.007
medium_variant,908,2079,male,1.993
medium_variant,908,2080,male,1.978
medium_variant,908,2081,male,1.966
medium_variant,908,2082,male,1.954
medium_variant,908,2083,male,1.942
medium_variant,908,2084,male,1.929
medium_variant,908,2085,male,1.915
medium_variant,908,2086,male,1.905
medium_variant,908,2087,male,1.896
medium_variant,908,2088,male,1.887
medium_variant,908,2089,male,1.877
medium_variant,908,2090,male,1.865
medium_variant,908,2091,male,1.86
medium_variant,908,2092,male,1.855
medium_variant,908,2093,male,1.85
medium_variant,908,2094,male,1.844
medium_variant,908,2095,male,1.836
medium_variant,908,2096,male,1.834
medium_variant,908,2097,male,1.833
medium_variant,908,2098,male,1.83
medium_variant,908,2099,male,1.825
medium_variant,908,2100,male,1.817
estimates,908,1950,female,6.628
estimates,908,1951,female,6.516
estimates,908,1952,female,6.405
estimates,908,1953,female,6.297
estimates,908,1954,female,6.201
estimates,908,1955,female,6.119
estimates,908,1956,female,6.03
estimates,908,1957,female,5.955
estimates,908,1958,female,5.885
estimates,908,1959,female,5.804
estimates,908,1960,female,5.707
estimates,908,1961,female,5.58
estimates,908,1962,female,5.446
estimates,908,1963,female,5.309
estimates,908,1964,female,5.174
estimates,908,1965,female,5.045
estimates,908,1966,female,4.92
estimates,908,1967,female,4.803
estimates,908,1968,female,4.695
estimates,908,1969,female,4.59
estimates,908,1970,female,4.488
estimates,908,1971,female,4.389
estimates,908,1972,female,4.301
estimates,908,1973,female,4.218
estimates,908,1974,female,4.137
estimates,908,1975,female,4.056
estimates,908,1976,female,3.967
estimates,908,1977,female,3.88
estimates,908,1978,female,3.806
estimates,908,1979,female,3.76
estimates,908,1980,female,3.751
estimates,908,1981,female,3.771
estimates,908,1982,female,3.826
estimates,908,1983,female,3.896
estimates,908,1984,female,3.952
estimates,908,1985,female,3.972
estimates,908,1986,female,3.951
estimates,908,1987,female,3.903
estimates,908,1988,female,3.838
estimates,908,1989,female,3.77
estimates,908,1990,female,3.707
estimates,908,1991,female,3.644
estimates,908,1992,female,3.585
estimates,908,1993,female,3.533
estimates,908,1994,female,3.49
estimates,908,1995,female,3.459
estimates,908,1996,female,3.432
estimates,908,1997,female,3.421
estimates,908,1998,female,3.415
estimates,908,1999,female,3.405
estimates,908,2000,female,3.383
estimates,908,2001,female,3.346
estimates,908,2002,female,3.301
estimates,908,2003,female,3.257
estimates,908,2004,female,3.226
estimates,908,2005,female,3.214
estimates,908,2006,female,3.204
estimates,908,2007,female,3.211
estimates,908,2008,female,3.224
estimates,908,2009,female,3.228
estimates,908,2010,female,3.215
estimates,908,2011,female,3.186
estimates,908,2012,female,3.147
estimates,908,2013,female,3.099
estimates,908,2014,female,3.046
estimates,908,2015,female,2.989
medium_variant,908,2015,female,2.989
medium_variant,908,2016,female,2.928
medium_variant,908,2017,female,2.865
medium_variant,908,2018,female,2.8
medium_variant,908,2019,female,2.735
medium_variant,908,2020,female,2.671
medium_variant,908,2021,female,2.606
medium_variant,908,2022,female,2.545
medium_variant,908,2023,female,2.485
medium_variant,908,2024,female,2.427
medium_variant,908,2025,female,2.369
medium_variant,908,2026,female,2.314
medium_variant,908,2027,female,2.261
medium_variant,908,2028,female,2.211
medium_variant,908,2029,female,2.165
medium_variant,908,2030,female,2.122
medium_variant,908,2031,female,2.085
medium_variant,908,2032,female,2.053
medium_variant,908,2033,female,2.024
medium_variant,908,2034,female,1.996
medium_variant,908,2035,female,1.967
medium_variant,908,2036,female,1.942
medium_variant,908,2037,female,1.918
medium_variant,908,2038,female,1.894
medium_variant,908,2039,female,1.869
medium_variant,908,2040,female,1.844
medium_variant,908,2041,female,1.824
medium_variant,908,2042,female,1.805
medium_variant,908,2043,female,1.785
medium_variant,908,2044,female,1.766
medium_variant,908,2045,female,1.745
medium_variant,908,2046,female,1.727
medium_variant,908,2047,female,1.71
medium_variant,908,2048,female,1.693
medium_variant,908,2049,female,1.674
medium_variant,908,2050,female,1.653
medium_variant,908,2051,female,1.635
medium_variant,908,2052,female,1.617
medium_variant,908,2053,female,1.6
medium_variant,908,2054,female,1.584
medium_variant,908,2055,female,1.57
medium_variant,908,2056,female,1.563
medium_variant,908,2057,female,1.559
medium_variant,908,2058,female,1.558
medium_variant,908,2059,female,1.558
medium_variant,908,2060,female,1.559
medium_variant,908,2061,female,1.567
medium_variant,908,2062,female,1.576
