variant,continent,year,gender,potentialsupport2064_65
estimates,904,1950,male,14.047
estimates,904,1951,male,13.96
estimates,904,1952,male,13.891
estimates,904,1953,male,13.842
estimates,904,1954,male,13.819
estimates,904,1955,male,13.823
estimates,904,1956,male,13.633
estimates,904,1957,male,13.485
estimates,904,1958,male,13.366
estimates,904,1959,male,13.259
estimates,904,1960,male,13.153
estimates,904,1961,male,12.932
estimates,904,1962,male,12.738
estimates,904,1963,male,12.57
estimates,904,1964,male,12.431
estimates,904,1965,male,12.319
estimates,904,1966,male,12.138
estimates,904,1967,male,11.993
estimates,904,1968,male,11.881
estimates,904,1969,male,11.799
estimates,904,1970,male,11.744
estimates,904,1971,male,11.643
estimates,904,1972,male,11.583
estimates,904,1973,male,11.553
estimates,904,1974,male,11.542
estimates,904,1975,male,11.542
estimates,904,1976,male,11.467
estimates,904,1977,male,11.41
estimates,904,1978,male,11.376
estimates,904,1979,male,11.375
estimates,904,1980,male,11.409
estimates,904,1981,male,11.412
estimates,904,1982,male,11.453
estimates,904,1983,male,11.514
estimates,904,1984,male,11.575
estimates,904,1985,male,11.625
estimates,904,1986,male,11.593
estimates,904,1987,male,11.569
estimates,904,1988,male,11.547
estimates,904,1989,male,11.524
estimates,904,1990,male,11.499
estimates,904,1991,male,11.395
estimates,904,1992,male,11.301
estimates,904,1993,male,11.221
estimates,904,1994,male,11.162
estimates,904,1995,male,11.124
estimates,904,1996,male,10.997
estimates,904,1997,male,10.892
estimates,904,1998,male,10.801
estimates,904,1999,male,10.713
estimates,904,2000,male,10.624
estimates,904,2001,male,10.494
estimates,904,2002,male,10.369
estimates,904,2003,male,10.249
estimates,904,2004,male,10.133
estimates,904,2005,male,10.022
estimates,904,2006,male,9.899
estimates,904,2007,male,9.783
estimates,904,2008,male,9.667
estimates,904,2009,male,9.546
estimates,904,2010,male,9.416
estimates,904,2011,male,9.261
estimates,904,2012,male,9.105
estimates,904,2013,male,8.944
estimates,904,2014,male,8.77
estimates,904,2015,male,8.58
medium_variant,904,2015,male,8.58
medium_variant,904,2016,male,8.37
medium_variant,904,2017,male,8.155
medium_variant,904,2018,male,7.94
medium_variant,904,2019,male,7.73
medium_variant,904,2020,male,7.525
medium_variant,904,2021,male,7.324
medium_variant,904,2022,male,7.133
medium_variant,904,2023,male,6.946
medium_variant,904,2024,male,6.757
medium_variant,904,2025,male,6.565
medium_variant,904,2026,male,6.375
medium_variant,904,2027,male,6.188
medium_variant,904,2028,male,6.005
medium_variant,904,2029,male,5.829
medium_variant,904,2030,male,5.661
medium_variant,904,2031,male,5.505
medium_variant,904,2032,male,5.358
medium_variant,904,2033,male,5.217
medium_variant,904,2034,male,5.079
medium_variant,904,2035,male,4.944
medium_variant,904,2036,male,4.816
medium_variant,904,2037,male,4.694
medium_variant,904,2038,male,4.573
medium_variant,904,2039,male,4.454
medium_variant,904,2040,male,4.336
medium_variant,904,2041,male,4.225
medium_variant,904,2042,male,4.117
medium_variant,904,2043,male,4.01
medium_variant,904,2044,male,3.905
medium_variant,904,2045,male,3.801
medium_variant,904,2046,male,3.703
medium_variant,904,2047,male,3.608
medium_variant,904,2048,male,3.515
medium_variant,904,2049,male,3.424
medium_variant,904,2050,male,3.335
medium_variant,904,2051,male,3.253
medium_variant,904,2052,male,3.175
medium_variant,904,2053,male,3.098
medium_variant,904,2054,male,3.024
medium_variant,904,2055,male,2.951
medium_variant,904,2056,male,2.886
medium_variant,904,2057,male,2.823
medium_variant,904,2058,male,2.763
medium_variant,904,2059,male,2.703
medium_variant,904,2060,male,2.644
medium_variant,904,2061,male,2.592
medium_variant,904,2062,male,2.542
medium_variant,904,2063,male,2.493
medium_variant,904,2064,male,2.446
medium_variant,904,2065,male,2.4
medium_variant,904,2066,male,2.36
medium_variant,904,2067,male,2.323
medium_variant,904,2068,male,2.288
medium_variant,904,2069,male,2.253
medium_variant,904,2070,male,2.219
medium_variant,904,2071,male,2.192
medium_variant,904,2072,male,2.167
medium_variant,904,2073,male,2.142
medium_variant,904,2074,male,2.117
medium_variant,904,2075,male,2.09
medium_variant,904,2076,male,2.068
medium_variant,904,2077,male,2.046
medium_variant,904,2078,male,2.023
medium_variant,904,2079,male,2
medium_variant,904,2080,male,1.976
medium_variant,904,2081,male,1.958
medium_variant,904,2082,male,1.939
medium_variant,904,2083,male,1.921
medium_variant,904,2084,male,1.903
medium_variant,904,2085,male,1.883
medium_variant,904,2086,male,1.868
medium_variant,904,2087,male,1.854
medium_variant,904,2088,male,1.84
medium_variant,904,2089,male,1.825
medium_variant,904,2090,male,1.809
medium_variant,904,2091,male,1.798
medium_variant,904,2092,male,1.787
medium_variant,904,2093,male,1.776
medium_variant,904,2094,male,1.764
medium_variant,904,2095,male,1.751
medium_variant,904,2096,male,1.743
medium_variant,904,2097,male,1.735
medium_variant,904,2098,male,1.726
medium_variant,904,2099,male,1.716
medium_variant,904,2100,male,1.705
estimates,904,1950,female,12.112
estimates,904,1951,female,12.066
estimates,904,1952,female,12.017
estimates,904,1953,female,11.971
estimates,904,1954,female,11.935
estimates,904,1955,female,11.913
estimates,904,1956,female,11.767
estimates,904,1957,female,11.648
estimates,904,1958,female,11.542
estimates,904,1959,female,11.435
estimates,904,1960,female,11.32
estimates,904,1961,female,11.134
estimates,904,1962,female,10.957
estimates,904,1963,female,10.792
estimates,904,1964,female,10.647
estimates,904,1965,female,10.523
estimates,904,1966,female,10.381
estimates,904,1967,female,10.264
estimates,904,1968,female,10.166
estimates,904,1969,female,10.082
estimates,904,1970,female,10.009
estimates,904,1971,female,9.925
estimates,904,1972,female,9.861
estimates,904,1973,female,9.811
estimates,904,1974,female,9.766
estimates,904,1975,female,9.722
estimates,904,1976,female,9.647
estimates,904,1977,female,9.577
estimates,904,1978,female,9.515
estimates,904,1979,female,9.472
estimates,904,1980,female,9.448
estimates,904,1981,female,9.428
estimates,904,1982,female,9.428
estimates,904,1983,female,9.436
estimates,904,1984,female,9.435
estimates,904,1985,female,9.42
estimates,904,1986,female,9.383
estimates,904,1987,female,9.343
estimates,904,1988,female,9.296
estimates,904,1989,female,9.24
estimates,904,1990,female,9.175
estimates,904,1991,female,9.094
estimates,904,1992,female,9.011
estimates,904,1993,female,8.931
estimates,904,1994,female,8.858
estimates,904,1995,female,8.793
estimates,904,1996,female,8.704
estimates,904,1997,female,8.626
estimates,904,1998,female,8.554
estimates,904,1999,female,8.481
estimates,904,2000,female,8.405
estimates,904,2001,female,8.316
estimates,904,2002,female,8.228
estimates,904,2003,female,8.14
estimates,904,2004,female,8.052
estimates,904,2005,female,7.962
estimates,904,2006,female,7.881
estimates,904,2007,female,7.799
estimates,904,2008,female,7.712
estimates,904,2009,female,7.618
estimates,904,2010,female,7.513
estimates,904,2011,female,7.403
estimates,904,2012,female,7.289
estimates,904,2013,female,7.165
estimates,904,2014,female,7.027
estimates,904,2015,female,6.872
medium_variant,904,2015,female,6.872
medium_variant,904,2016,female,6.715
medium_variant,904,2017,female,6.55
medium_variant,904,2018,female,6.38
medium_variant,904,2019,female,6.208
medium_variant,904,2020,female,6.038
medium_variant,904,2021,female,5.879
medium_variant,904,2022,female,5.724
medium_variant,904,2023,female,5.57
medium_variant,904,2024,female,5.413
medium_variant,904,2025,female,5.251
medium_variant,904,2026,female,5.099
medium_variant,904,2027,female,4.948
medium_variant,904,2028,female,4.798
medium_variant,904,2029,female,4.651
medium_variant,904,2030,female,4.509
medium_variant,904,2031,female,4.383
medium_variant,904,2032,female,4.263
medium_variant,904,2033,female,4.146
medium_variant,904,2034,female,4.031
medium_variant,904,2035,female,3.917
medium_variant,904,2036,female,3.817
medium_variant,904,2037,female,3.72
medium_variant,904,2038,female,3.624
medium_variant,904,2039,female,3.529
medium_variant,904,2040,female,3.433
medium_variant,904,2041,female,3.349
medium_variant,904,2042,female,3.266
medium_variant,904,2043,female,3.184
medium_variant,904,2044,female,3.102
medium_variant,904,2045,female,3.02
medium_variant,904,2046,female,2.948
medium_variant,904,2047,female,2.878
medium_variant,904,2048,female,2.808
medium_variant,904,2049,female,2.74
medium_variant,904,2050,female,2.671
medium_variant,904,2051,female,2.613
medium_variant,904,2052,female,2.556
medium_variant,904,2053,female,2.5
medium_variant,904,2054,female,2.445
medium_variant,904,2055,female,2.389
