region,variant,freq,year,infantmortalityper1000livebirth
901,estimates,5yearly,1950,58.9449770357096
901,estimates,5yearly,1955,42.9641612309289
901,estimates,5yearly,1960,32.7378810439748
901,estimates,5yearly,1965,26.1944539423866
901,estimates,5yearly,1970,21.3456744064576
901,estimates,5yearly,1975,18.2921509420904
901,estimates,5yearly,1980,15.1796662804889
901,estimates,5yearly,1985,13.0476147349857
901,estimates,5yearly,1990,10.5530355648312
901,estimates,5yearly,1995,8.62728660562052
901,estimates,5yearly,2000,7.32650968779531
901,estimates,5yearly,2005,6.17806710447023
901,estimates,5yearly,2010,5.22442542484713
901,medium_variant,5yearly,2015,4.39204172259933
901,medium_variant,5yearly,2020,3.80667157103994
901,medium_variant,5yearly,2025,3.31781507297673
901,medium_variant,5yearly,2030,2.92766587313458
901,medium_variant,5yearly,2035,2.62139511356293
901,medium_variant,5yearly,2040,2.38518088930003
901,medium_variant,5yearly,2045,2.18227462074718
901,medium_variant,5yearly,2050,1.99569405108601
901,medium_variant,5yearly,2055,1.82966295473387
901,medium_variant,5yearly,2060,1.69014952996224
901,medium_variant,5yearly,2065,1.56677945351146
901,medium_variant,5yearly,2070,1.46322783721121
901,medium_variant,5yearly,2075,1.36603831099876
901,medium_variant,5yearly,2080,1.26996703958962
901,medium_variant,5yearly,2085,1.18216266070082
901,medium_variant,5yearly,2090,1.09889079641904
901,medium_variant,5yearly,2095,1.03149976859418
