region,variant,freq,year,infantmortalityper1000livebirth
914,estimates,5yearly,1950,200.494829418817
914,estimates,5yearly,1955,185.897417305341
914,estimates,5yearly,1960,171.874458226179
914,estimates,5yearly,1965,158.554897525726
914,estimates,5yearly,1970,145.772803671257
914,estimates,5yearly,1975,132.353886545575
914,estimates,5yearly,1980,122.672157951405
914,estimates,5yearly,1985,119.775966418066
914,estimates,5yearly,1990,116.454818814778
914,estimates,5yearly,1995,108.139342370255
914,estimates,5yearly,2000,95.6677980575681
914,estimates,5yearly,2005,82.670074255131
914,estimates,5yearly,2010,70.4894602758433
914,medium_variant,5yearly,2015,58.9213248418081
914,medium_variant,5yearly,2020,50.7604236181677
914,medium_variant,5yearly,2025,43.723391830539
914,medium_variant,5yearly,2030,37.9017288848652
914,medium_variant,5yearly,2035,32.7838854860518
914,medium_variant,5yearly,2040,28.5296377722118
914,medium_variant,5yearly,2045,25.0526878985392
914,medium_variant,5yearly,2050,21.7732113097677
914,medium_variant,5yearly,2055,19.1391537970449
914,medium_variant,5yearly,2060,17.0339862374905
914,medium_variant,5yearly,2065,15.2395457334377
914,medium_variant,5yearly,2070,13.8063018533858
914,medium_variant,5yearly,2075,12.5943851687078
914,medium_variant,5yearly,2080,11.6671741278807
914,medium_variant,5yearly,2085,10.8696434349647
914,medium_variant,5yearly,2090,10.1545341183876
914,medium_variant,5yearly,2095,9.52166517061734
