region,variant,freq,year,infantmortalityper1000livebirth
925,estimates,5yearly,1950,77.2025534596864
925,estimates,5yearly,1955,63.1459383478861
925,estimates,5yearly,1960,51.8311851083755
925,estimates,5yearly,1965,40.8358133026911
925,estimates,5yearly,1970,30.4421932872158
925,estimates,5yearly,1975,22.186709461528
925,estimates,5yearly,1980,17.4311493265379
925,estimates,5yearly,1985,13.3551553665497
925,estimates,5yearly,1990,10.3511362887246
925,estimates,5yearly,1995,7.73753622181308
925,estimates,5yearly,2000,5.82333037366634
925,estimates,5yearly,2005,4.65050678149585
925,estimates,5yearly,2010,3.98776636117358
925,medium_variant,5yearly,2015,3.27623233822103
925,medium_variant,5yearly,2020,2.85835729634583
925,medium_variant,5yearly,2025,2.49199762656022
925,medium_variant,5yearly,2030,2.18995423401192
925,medium_variant,5yearly,2035,1.94491268463551
925,medium_variant,5yearly,2040,1.755501605301
925,medium_variant,5yearly,2045,1.6121726470294
925,medium_variant,5yearly,2050,1.49495129817291
925,medium_variant,5yearly,2055,1.38295319935892
925,medium_variant,5yearly,2060,1.27399413893644
925,medium_variant,5yearly,2065,1.17565871308308
925,medium_variant,5yearly,2070,1.08952246165636
925,medium_variant,5yearly,2075,1.02058840144524
925,medium_variant,5yearly,2080,0.962760494081766
925,medium_variant,5yearly,2085,0.906622417277652
925,medium_variant,5yearly,2090,0.856195003563232
925,medium_variant,5yearly,2095,0.830324604218549
925,estimates,5yearly,Regi,Southern Europe
925,medium_variant,5yearly,Regi,Southern Europe
