region,variant,freq,year,infantmortalityper1000livebirth
915,estimates,5yearly,1950,125.132636504625
915,estimates,5yearly,1955,111.057442411637
915,estimates,5yearly,1960,94.1966039878673
915,estimates,5yearly,1965,82.668039932964
915,estimates,5yearly,1970,72.8666320175499
915,estimates,5yearly,1975,69.7727205526812
915,estimates,5yearly,1980,66.0605374503258
915,estimates,5yearly,1985,54.1242319804073
915,estimates,5yearly,1990,45.5247604548222
915,estimates,5yearly,1995,39.2647842634637
915,estimates,5yearly,2000,32.9625568284505
915,estimates,5yearly,2005,30.4083889644401
915,estimates,5yearly,2010,26.9812125256014
915,medium_variant,5yearly,2015,24.1777971892205
915,medium_variant,5yearly,2020,21.7631485099865
915,medium_variant,5yearly,2025,19.6641824053193
915,medium_variant,5yearly,2030,17.7273024361192
915,medium_variant,5yearly,2035,15.9717556004643
915,medium_variant,5yearly,2040,14.4630953939747
915,medium_variant,5yearly,2045,13.160209846959
915,medium_variant,5yearly,2050,11.9518549727407
915,medium_variant,5yearly,2055,10.9379964327794
915,medium_variant,5yearly,2060,10.009729788317
915,medium_variant,5yearly,2065,9.18176792556554
915,medium_variant,5yearly,2070,8.41315847544995
915,medium_variant,5yearly,2075,7.79789678546508
915,medium_variant,5yearly,2080,7.23547388118585
915,medium_variant,5yearly,2085,6.73418634897903
915,medium_variant,5yearly,2090,6.26436352428754
915,medium_variant,5yearly,2095,5.83850696701279
915,estimates,5yearly,Regi,Caribbean
915,medium_variant,5yearly,Regi,Caribbean
