region,variant,freq,year,infantmortalityper1000livebirth
934,estimates,5yearly,1950,155.42557508106
934,estimates,5yearly,1955,144.324642169002
934,estimates,5yearly,1960,134.923291585208
934,estimates,5yearly,1965,112.433322085763
934,estimates,5yearly,1970,98.5615205164961
934,estimates,5yearly,1975,87.1660393277933
934,estimates,5yearly,1980,75.5723888081968
934,estimates,5yearly,1985,65.7505594454033
934,estimates,5yearly,1990,60.60734634585
934,estimates,5yearly,1995,54.4762876398248
934,estimates,5yearly,2000,46.5752578395002
934,estimates,5yearly,2005,39.0921440554666
934,estimates,5yearly,2010,32.6631426044556
934,medium_variant,5yearly,2015,28.4563426175481
934,medium_variant,5yearly,2020,25.2655849141433
934,medium_variant,5yearly,2025,22.4603661397284
934,medium_variant,5yearly,2030,19.9954083401105
934,medium_variant,5yearly,2035,17.7901887139698
934,medium_variant,5yearly,2040,15.9216044228335
934,medium_variant,5yearly,2045,14.3076961614307
934,medium_variant,5yearly,2050,12.8181911861993
934,medium_variant,5yearly,2055,11.5738277232788
934,medium_variant,5yearly,2060,10.4808688940243
934,medium_variant,5yearly,2065,9.49685789886394
934,medium_variant,5yearly,2070,8.69218364370015
934,medium_variant,5yearly,2075,7.96551106289528
934,medium_variant,5yearly,2080,7.37146801972742
934,medium_variant,5yearly,2085,6.86741381575424
934,medium_variant,5yearly,2090,6.41557799141423
934,medium_variant,5yearly,2095,6.02112949132461
934,estimates,5yearly,Regi,"Less developed regions, excluding least developed countries"
934,medium_variant,5yearly,Regi,"Less developed regions, excluding least developed countries"
