region,variant,freq,year,infantmortalityper1000livebirth
947,estimates,5yearly,1950,184.580749229826
947,estimates,5yearly,1955,170.264536791884
947,estimates,5yearly,1960,156.676562317206
947,estimates,5yearly,1965,144.876736077246
947,estimates,5yearly,1970,133.631910337044
947,estimates,5yearly,1975,123.298676803694
947,estimates,5yearly,1980,116.432908560578
947,estimates,5yearly,1985,112.190885490076
947,estimates,5yearly,1990,110.699170512778
947,estimates,5yearly,1995,100.531396317894
947,estimates,5yearly,2000,87.3324398731241
947,estimates,5yearly,2005,73.6690393439275
947,estimates,5yearly,2010,62.1112359736741
947,medium_variant,5yearly,2015,53.4913494192213
947,medium_variant,5yearly,2020,46.7687065671846
947,medium_variant,5yearly,2025,41.0368763646854
947,medium_variant,5yearly,2030,36.20422976345
947,medium_variant,5yearly,2035,32.039624532009
947,medium_variant,5yearly,2040,28.555204718275
947,medium_variant,5yearly,2045,25.5950470880674
947,medium_variant,5yearly,2050,22.8454921725559
947,medium_variant,5yearly,2055,20.5646164232538
947,medium_variant,5yearly,2060,18.700923574284
947,medium_variant,5yearly,2065,17.0905166113597
947,medium_variant,5yearly,2070,15.7441814628032
947,medium_variant,5yearly,2075,14.5834190407419
947,medium_variant,5yearly,2080,13.6091691857212
947,medium_variant,5yearly,2085,12.742690329801
947,medium_variant,5yearly,2090,11.9499407006989
947,medium_variant,5yearly,2095,11.2325620120932
