region,variant,freq,year,infantmortalityper1000livebirth
913,estimates,5yearly,1950,133.834672245483
913,estimates,5yearly,1955,118.384137281144
913,estimates,5yearly,1960,108.420418693713
913,estimates,5yearly,1965,99.1167508698922
913,estimates,5yearly,1970,86.4911003048249
913,estimates,5yearly,1975,73.8904670098746
913,estimates,5yearly,1980,63.5848295647154
913,estimates,5yearly,1985,54.9057105104794
913,estimates,5yearly,1990,51.5868122092073
913,estimates,5yearly,1995,58.3932441346833
913,estimates,5yearly,2000,62.4198204015571
913,estimates,5yearly,2005,53.6971396432062
913,estimates,5yearly,2010,38.0106119324789
913,medium_variant,5yearly,2015,31.5002909901796
913,medium_variant,5yearly,2020,28.0828322975964
913,medium_variant,5yearly,2025,25.2789461334125
913,medium_variant,5yearly,2030,22.8869442253715
913,medium_variant,5yearly,2035,20.7969566156301
913,medium_variant,5yearly,2040,19.0866222404229
913,medium_variant,5yearly,2045,17.6346366852569
913,medium_variant,5yearly,2050,16.1138349224423
913,medium_variant,5yearly,2055,14.6306829357774
913,medium_variant,5yearly,2060,13.3100088951906
913,medium_variant,5yearly,2065,12.2188582571171
913,medium_variant,5yearly,2070,11.4057243232915
913,medium_variant,5yearly,2075,10.742367165116
913,medium_variant,5yearly,2080,10.1313135262144
913,medium_variant,5yearly,2085,9.54935420197906
913,medium_variant,5yearly,2090,8.98930092295018
913,medium_variant,5yearly,2095,8.45429897882849
913,estimates,5yearly,Regi,Southern Africa
913,medium_variant,5yearly,Regi,Southern Africa
