region,variant,freq,year,infantmortalityper1000livebirth
924,estimates,5yearly,1950,33.8221697896953
924,estimates,5yearly,1955,26.3290153709624
924,estimates,5yearly,1960,22.3128459898807
924,estimates,5yearly,1965,18.2903894262183
924,estimates,5yearly,1970,15.9831298633087
924,estimates,5yearly,1975,13.3616961621406
924,estimates,5yearly,1980,10.5536921951628
924,estimates,5yearly,1985,9.10394552866562
924,estimates,5yearly,1990,7.15654369644419
924,estimates,5yearly,1995,5.83076596083932
924,estimates,5yearly,2000,5.04252803500886
924,estimates,5yearly,2005,4.39352291542976
924,estimates,5yearly,2010,3.72620436708324
924,medium_variant,5yearly,2015,3.08471854304105
924,medium_variant,5yearly,2020,2.66940103999731
924,medium_variant,5yearly,2025,2.31577057286451
924,medium_variant,5yearly,2030,2.02702556992283
924,medium_variant,5yearly,2035,1.80409178840968
924,medium_variant,5yearly,2040,1.62541881691672
924,medium_variant,5yearly,2045,1.47839477661168
924,medium_variant,5yearly,2050,1.34049258716162
924,medium_variant,5yearly,2055,1.22070842140621
924,medium_variant,5yearly,2060,1.11133640413344
924,medium_variant,5yearly,2065,1.01293636977311
924,medium_variant,5yearly,2070,0.922840958847206
924,medium_variant,5yearly,2075,0.846062802378643
924,medium_variant,5yearly,2080,0.768320939774784
924,medium_variant,5yearly,2085,0.698579209642658
924,medium_variant,5yearly,2090,0.630408459797638
924,medium_variant,5yearly,2095,0.572420547782881
