region,variant,freq,year,infantmortalityper1000livebirth
927,estimates,5yearly,1950,24.2742397933264
927,estimates,5yearly,1955,21.9079611203449
927,estimates,5yearly,1960,19.7549731967304
927,estimates,5yearly,1965,18.1608496254251
927,estimates,5yearly,1970,16.3411598755932
927,estimates,5yearly,1975,12.5276958748675
927,estimates,5yearly,1980,10.2879290669554
927,estimates,5yearly,1985,8.99182571348324
927,estimates,5yearly,1990,6.66823346470244
927,estimates,5yearly,1995,5.59439728905429
927,estimates,5yearly,2000,5.02635216938031
927,estimates,5yearly,2005,4.50606898930083
927,estimates,5yearly,2010,3.95528183488361
927,medium_variant,5yearly,2015,3.25668296707469
927,medium_variant,5yearly,2020,2.8614663019658
927,medium_variant,5yearly,2025,2.55945751075404
927,medium_variant,5yearly,2030,2.29862464869126
927,medium_variant,5yearly,2035,2.07282184921477
927,medium_variant,5yearly,2040,1.86983763220789
927,medium_variant,5yearly,2045,1.68965758176086
927,medium_variant,5yearly,2050,1.52085833255685
927,medium_variant,5yearly,2055,1.36798559842153
927,medium_variant,5yearly,2060,1.23004999311515
927,medium_variant,5yearly,2065,1.10149223143244
927,medium_variant,5yearly,2070,0.980030469220698
927,medium_variant,5yearly,2075,0.868631854369295
927,medium_variant,5yearly,2080,0.762936678974345
927,medium_variant,5yearly,2085,0.669505183059896
927,medium_variant,5yearly,2090,0.588248598390659
927,medium_variant,5yearly,2095,0.503255799862425
927,estimates,5yearly,Regi,Australia/New Zealand
927,medium_variant,5yearly,Regi,Australia/New Zealand
