region,variant,freq,year,infantmortalityper1000livebirth
923,estimates,5yearly,1950,89.5763230420401
923,estimates,5yearly,1955,57.381756293063
923,estimates,5yearly,1960,39.8412587998619
923,estimates,5yearly,1965,32.4411738580287
923,estimates,5yearly,1970,27.5335852864634
923,estimates,5yearly,1975,27.0506034111917
923,estimates,5yearly,1980,23.7815562739466
923,estimates,5yearly,1985,21.4647699775197
923,estimates,5yearly,1990,19.197625436848
923,estimates,5yearly,1995,17.2732916088502
923,estimates,5yearly,2000,13.7763801694592
923,estimates,5yearly,2005,9.83735761214136
923,estimates,5yearly,2010,7.58888061867735
923,medium_variant,5yearly,2015,6.41696359954291
923,medium_variant,5yearly,2020,5.6211524693462
923,medium_variant,5yearly,2025,4.97509723296578
923,medium_variant,5yearly,2030,4.45515887564164
923,medium_variant,5yearly,2035,4.03848189063898
923,medium_variant,5yearly,2040,3.77577892627413
923,medium_variant,5yearly,2045,3.55320171489087
923,medium_variant,5yearly,2050,3.35298128841925
923,medium_variant,5yearly,2055,3.17746610901973
923,medium_variant,5yearly,2060,3.0220356890457
923,medium_variant,5yearly,2065,2.87810056264676
923,medium_variant,5yearly,2070,2.75816407131597
923,medium_variant,5yearly,2075,2.64267794978228
923,medium_variant,5yearly,2080,2.54528193934251
923,medium_variant,5yearly,2085,2.45498318719704
923,medium_variant,5yearly,2090,2.37726592984882
923,medium_variant,5yearly,2095,2.32015029936504
