region,variant,freq,year,infantmortalityper1000livebirth
920,estimates,5yearly,1950,156.25720609775
920,estimates,5yearly,1955,133.009615290835
920,estimates,5yearly,1960,115.041885271542
920,estimates,5yearly,1965,98.5844199419938
920,estimates,5yearly,1970,85.6171988897872
920,estimates,5yearly,1975,80.8630752587931
920,estimates,5yearly,1980,67.9625961796016
920,estimates,5yearly,1985,55.4978056679629
920,estimates,5yearly,1990,47.4169129654624
920,estimates,5yearly,1995,40.3723611851039
920,estimates,5yearly,2000,34.1101994747412
920,estimates,5yearly,2005,28.5569211355504
920,estimates,5yearly,2010,24.0441251912412
920,medium_variant,5yearly,2015,20.7736026858127
920,medium_variant,5yearly,2020,18.2983621889539
920,medium_variant,5yearly,2025,16.2665088354322
920,medium_variant,5yearly,2030,14.5716061165301
920,medium_variant,5yearly,2035,13.0033121455534
920,medium_variant,5yearly,2040,11.7644390609174
920,medium_variant,5yearly,2045,10.6821354760632
920,medium_variant,5yearly,2050,9.80196856385647
920,medium_variant,5yearly,2055,9.0346542122391
920,medium_variant,5yearly,2060,8.33122919678175
920,medium_variant,5yearly,2065,7.67913012049163
920,medium_variant,5yearly,2070,7.07767958706055
920,medium_variant,5yearly,2075,6.56746383711706
920,medium_variant,5yearly,2080,6.13345050656456
920,medium_variant,5yearly,2085,5.75867661832968
920,medium_variant,5yearly,2090,5.41056039126821
920,medium_variant,5yearly,2095,5.09356615967281
