region,variant,freq,year,infantmortalityper1000livebirth
912,estimates,5yearly,1950,201.368704905512
912,estimates,5yearly,1955,175.240477816146
912,estimates,5yearly,1960,157.73206507186
912,estimates,5yearly,1965,144.11894645111
912,estimates,5yearly,1970,133.766897694918
912,estimates,5yearly,1975,111.764737108396
912,estimates,5yearly,1980,90.2157982551141
912,estimates,5yearly,1985,69.1583360017782
912,estimates,5yearly,1990,58.8255089862963
912,estimates,5yearly,1995,46.0179575226652
912,estimates,5yearly,2000,39.2608345418957
912,estimates,5yearly,2005,33.3226618208651
912,estimates,5yearly,2010,28.0637392662771
912,medium_variant,5yearly,2015,24.3319325900981
912,medium_variant,5yearly,2020,21.627202062298
912,medium_variant,5yearly,2025,19.4840579297337
912,medium_variant,5yearly,2030,17.4714248325309
912,medium_variant,5yearly,2035,15.6148585653391
912,medium_variant,5yearly,2040,14.1411592156368
912,medium_variant,5yearly,2045,12.9472619497486
912,medium_variant,5yearly,2050,11.9963721729557
912,medium_variant,5yearly,2055,11.2893262981066
912,medium_variant,5yearly,2060,10.6082256685815
912,medium_variant,5yearly,2065,10.0441536229644
912,medium_variant,5yearly,2070,9.57303343347753
912,medium_variant,5yearly,2075,9.13170208880258
912,medium_variant,5yearly,2080,8.72188441900878
912,medium_variant,5yearly,2085,8.39130110234304
912,medium_variant,5yearly,2090,8.11174154070529
912,medium_variant,5yearly,2095,8.03187319626037
912,estimates,5yearly,Regi,Northern Africa
912,medium_variant,5yearly,Regi,Northern Africa
