region,variant,freq,year,infantmortalityper1000livebirth
941,estimates,5yearly,1950,202.444936364403
941,estimates,5yearly,1955,183.557110020363
941,estimates,5yearly,1960,167.95204086125
941,estimates,5yearly,1965,153.504636643941
941,estimates,5yearly,1970,150.664413073807
941,estimates,5yearly,1975,136.518471173473
941,estimates,5yearly,1980,124.660813323205
941,estimates,5yearly,1985,113.796174573029
941,estimates,5yearly,1990,106.700820374271
941,estimates,5yearly,1995,92.7830623439151
941,estimates,5yearly,2000,78.6928098679878
941,estimates,5yearly,2005,65.7482354439987
941,estimates,5yearly,2010,56.0688491734561
941,medium_variant,5yearly,2015,48.8142218307847
941,medium_variant,5yearly,2020,42.8828734124971
941,medium_variant,5yearly,2025,37.9556021322361
941,medium_variant,5yearly,2030,33.8221123870247
941,medium_variant,5yearly,2035,30.2859372483847
941,medium_variant,5yearly,2040,27.3009756140323
941,medium_variant,5yearly,2045,24.7539033994057
941,medium_variant,5yearly,2050,22.4869544921944
941,medium_variant,5yearly,2055,20.5454267560981
941,medium_variant,5yearly,2060,18.9115906809569
941,medium_variant,5yearly,2065,17.4906162609411
941,medium_variant,5yearly,2070,16.2576160207577
941,medium_variant,5yearly,2075,15.1832465737781
941,medium_variant,5yearly,2080,14.2082817557504
941,medium_variant,5yearly,2085,13.3207157060833
941,medium_variant,5yearly,2090,12.5036945580259
941,medium_variant,5yearly,2095,11.7522399735467
