region,variant,freq,year,infantmortalityper1000livebirth
954,estimates,5yearly,1950,102.766345121173
954,estimates,5yearly,1955,93.1889034978387
954,estimates,5yearly,1960,81.6541647028448
954,estimates,5yearly,1965,71.8210365079365
954,estimates,5yearly,1970,62.0088228842832
954,estimates,5yearly,1975,55.9250869876214
954,estimates,5yearly,1980,52.2675639588507
954,estimates,5yearly,1985,47.2523670044884
954,estimates,5yearly,1990,41.4154106341992
954,estimates,5yearly,1995,34.9485069354839
954,estimates,5yearly,2000,30.9864773968495
954,estimates,5yearly,2005,29.0666073641228
954,estimates,5yearly,2010,27.9308745094392
954,medium_variant,5yearly,2015,25.9668999035716
954,medium_variant,5yearly,2020,23.9066192348945
954,medium_variant,5yearly,2025,21.8652745460314
954,medium_variant,5yearly,2030,20.0831166061196
954,medium_variant,5yearly,2035,18.8199795101496
954,medium_variant,5yearly,2040,17.9142235846289
954,medium_variant,5yearly,2045,17.0291239641093
954,medium_variant,5yearly,2050,16.003723245478
954,medium_variant,5yearly,2055,14.8543875704788
954,medium_variant,5yearly,2060,13.7123215325966
954,medium_variant,5yearly,2065,12.6692103520849
954,medium_variant,5yearly,2070,11.841796649636
954,medium_variant,5yearly,2075,11.0858818069162
954,medium_variant,5yearly,2080,10.2683000314321
954,medium_variant,5yearly,2085,9.41458178415471
954,medium_variant,5yearly,2090,8.59184088925399
954,medium_variant,5yearly,2095,7.85552857745439
