region,variant,freq,year,infantmortalityper1000livebirth
1503,estimates,5yearly,1950,53.4021049257861
1503,estimates,5yearly,1955,44.691324162219
1503,estimates,5yearly,1960,37.1609191780092
1503,estimates,5yearly,1965,29.9605651724603
1503,estimates,5yearly,1970,23.2063909878168
1503,estimates,5yearly,1975,18.4376498391707
1503,estimates,5yearly,1980,14.4782929807704
1503,estimates,5yearly,1985,11.5859432307349
1503,estimates,5yearly,1990,9.2278056703788
1503,estimates,5yearly,1995,7.22855418665416
1503,estimates,5yearly,2000,6.16589102322836
1503,estimates,5yearly,2005,5.51871082886928
1503,estimates,5yearly,2010,4.8761016309013
1503,medium_variant,5yearly,2015,4.13343978705494
1503,medium_variant,5yearly,2020,3.59049066203584
1503,medium_variant,5yearly,2025,3.13516776573766
1503,medium_variant,5yearly,2030,2.76741455777689
1503,medium_variant,5yearly,2035,2.46187204752414
1503,medium_variant,5yearly,2040,2.20751266871747
1503,medium_variant,5yearly,2045,1.99783060740113
1503,medium_variant,5yearly,2050,1.81492509510351
1503,medium_variant,5yearly,2055,1.65440068871955
1503,medium_variant,5yearly,2060,1.51667737525454
1503,medium_variant,5yearly,2065,1.39230010442001
1503,medium_variant,5yearly,2070,1.28460363630992
1503,medium_variant,5yearly,2075,1.18713072721697
1503,medium_variant,5yearly,2080,1.09413881803022
1503,medium_variant,5yearly,2085,1.01247055800224
1503,medium_variant,5yearly,2090,0.932505431735812
1503,medium_variant,5yearly,2095,0.862257346813568
