region,variant,freq,year,infantmortalityper1000livebirth
922,estimates,5yearly,1950,192.07865950097
922,estimates,5yearly,1955,171.649215175147
922,estimates,5yearly,1960,151.709707885928
922,estimates,5yearly,1965,130.679019321283
922,estimates,5yearly,1970,112.763054745685
922,estimates,5yearly,1975,91.7259170747694
922,estimates,5yearly,1980,72.0546895534376
922,estimates,5yearly,1985,57.4736736353791
922,estimates,5yearly,1990,47.6820242376547
922,estimates,5yearly,1995,37.5002817059823
922,estimates,5yearly,2000,30.899112241346
922,estimates,5yearly,2005,24.9824627628132
922,estimates,5yearly,2010,22.7747109241841
922,medium_variant,5yearly,2015,19.8814882384991
922,medium_variant,5yearly,2020,17.5669730074181
922,medium_variant,5yearly,2025,15.4704854483535
922,medium_variant,5yearly,2030,13.8027832483292
922,medium_variant,5yearly,2035,12.435568063887
922,medium_variant,5yearly,2040,11.1689455243771
922,medium_variant,5yearly,2045,10.0586744952364
922,medium_variant,5yearly,2050,9.07586443491825
922,medium_variant,5yearly,2055,8.19533997897207
922,medium_variant,5yearly,2060,7.38723854421
922,medium_variant,5yearly,2065,6.69929370501137
922,medium_variant,5yearly,2070,6.1546157265214
922,medium_variant,5yearly,2075,5.64824387554709
922,medium_variant,5yearly,2080,5.19081518694678
922,medium_variant,5yearly,2085,4.81421526854198
922,medium_variant,5yearly,2090,4.48510798722605
922,medium_variant,5yearly,2095,4.23589573532232
