region,variant,freq,year,infantmortalityper1000livebirth
911,estimates,5yearly,1950,181.422878792475
911,estimates,5yearly,1955,171.03414506601
911,estimates,5yearly,1960,161.299660415944
911,estimates,5yearly,1965,150.537146314242
911,estimates,5yearly,1970,138.712128694846
911,estimates,5yearly,1975,130.428850674984
911,estimates,5yearly,1980,122.890491430735
911,estimates,5yearly,1985,118.277451248838
911,estimates,5yearly,1990,114.745448304832
911,estimates,5yearly,1995,113.927820230129
911,estimates,5yearly,2000,100.118735024816
911,estimates,5yearly,2005,84.6280362171877
911,estimates,5yearly,2010,72.1830423130725
911,medium_variant,5yearly,2015,63.9278584530789
911,medium_variant,5yearly,2020,56.903492101666
911,medium_variant,5yearly,2025,50.7112840932581
911,medium_variant,5yearly,2030,45.17753150697
911,medium_variant,5yearly,2035,40.4490382575089
911,medium_variant,5yearly,2040,36.4072610621552
911,medium_variant,5yearly,2045,32.8856460130344
911,medium_variant,5yearly,2050,29.822478340924
911,medium_variant,5yearly,2055,27.2191207434019
911,medium_variant,5yearly,2060,25.0224310140686
911,medium_variant,5yearly,2065,23.0783711558569
911,medium_variant,5yearly,2070,21.3408384915174
911,medium_variant,5yearly,2075,19.7982293384933
911,medium_variant,5yearly,2080,18.4247285398629
911,medium_variant,5yearly,2085,17.1548639392476
911,medium_variant,5yearly,2090,16.0022414240598
911,medium_variant,5yearly,2095,14.9262662224524
