variant,global,year,gender,childdependencyratio2069
estimates,900,1950,male,84.66
estimates,900,1951,male,85.561
estimates,900,1952,male,86.495
estimates,900,1953,male,87.303
estimates,900,1954,male,87.858
estimates,900,1955,male,88.165
estimates,900,1956,male,89.105
estimates,900,1957,male,89.605
estimates,900,1958,male,89.955
estimates,900,1959,male,90.437
estimates,900,1960,male,91.159
estimates,900,1961,male,92.008
estimates,900,1962,male,93.215
estimates,900,1963,male,94.547
estimates,900,1964,male,95.676
estimates,900,1965,male,96.452
estimates,900,1966,male,97.592
estimates,900,1967,male,98.303
estimates,900,1968,male,98.653
estimates,900,1969,male,98.728
estimates,900,1970,male,98.551
estimates,900,1971,male,98.322
estimates,900,1972,male,97.749
estimates,900,1973,male,96.948
estimates,900,1974,male,96.028
estimates,900,1975,male,95.053
estimates,900,1976,male,94.393
estimates,900,1977,male,93.615
estimates,900,1978,male,92.728
estimates,900,1979,male,91.747
estimates,900,1980,male,90.695
estimates,900,1981,male,89.709
estimates,900,1982,male,88.75
estimates,900,1983,male,87.772
estimates,900,1984,male,86.717
estimates,900,1985,male,85.578
estimates,900,1986,male,84.793
estimates,900,1987,male,83.892
estimates,900,1988,male,82.921
estimates,900,1989,male,81.898
estimates,900,1990,male,80.811
estimates,900,1991,male,80.016
estimates,900,1992,male,78.986
estimates,900,1993,male,77.853
estimates,900,1994,male,76.778
estimates,900,1995,male,75.825
estimates,900,1996,male,74.822
estimates,900,1997,male,74.027
estimates,900,1998,male,73.311
estimates,900,1999,male,72.512
estimates,900,2000,male,71.566
estimates,900,2001,male,70.754
estimates,900,2002,male,69.841
estimates,900,2003,male,68.834
estimates,900,2004,male,67.758
estimates,900,2005,male,66.625
estimates,900,2006,male,65.584
estimates,900,2007,male,64.448
estimates,900,2008,male,63.299
estimates,900,2009,male,62.224
estimates,900,2010,male,61.265
estimates,900,2011,male,60.483
estimates,900,2012,male,59.774
estimates,900,2013,male,59.14
estimates,900,2014,male,58.561
estimates,900,2015,male,58.024
medium_variant,900,2015,male,58.024
medium_variant,900,2016,male,57.609
medium_variant,900,2017,male,57.22
medium_variant,900,2018,male,56.851
medium_variant,900,2019,male,56.493
medium_variant,900,2020,male,56.14
medium_variant,900,2021,male,55.863
medium_variant,900,2022,male,55.583
medium_variant,900,2023,male,55.284
medium_variant,900,2024,male,54.947
medium_variant,900,2025,male,54.565
medium_variant,900,2026,male,54.239
medium_variant,900,2027,male,53.864
medium_variant,900,2028,male,53.453
medium_variant,900,2029,male,53.02
medium_variant,900,2030,male,52.574
medium_variant,900,2031,male,52.209
medium_variant,900,2032,male,51.821
medium_variant,900,2033,male,51.421
medium_variant,900,2034,male,51.019
medium_variant,900,2035,male,50.623
medium_variant,900,2036,male,50.319
medium_variant,900,2037,male,50.013
medium_variant,900,2038,male,49.709
medium_variant,900,2039,male,49.408
medium_variant,900,2040,male,49.111
medium_variant,900,2041,male,48.899
medium_variant,900,2042,male,48.684
medium_variant,900,2043,male,48.466
medium_variant,900,2044,male,48.241
medium_variant,900,2045,male,48.008
medium_variant,900,2046,male,47.84
medium_variant,900,2047,male,47.656
medium_variant,900,2048,male,47.462
medium_variant,900,2049,male,47.264
medium_variant,900,2050,male,47.067
medium_variant,900,2051,male,46.938
medium_variant,900,2052,male,46.798
medium_variant,900,2053,male,46.65
medium_variant,900,2054,male,46.501
medium_variant,900,2055,male,46.351
medium_variant,900,2056,male,46.267
medium_variant,900,2057,male,46.176
medium_variant,900,2058,male,46.071
medium_variant,900,2059,male,45.944
medium_variant,900,2060,male,45.792
medium_variant,900,2061,male,45.68
medium_variant,900,2062,male,45.539
medium_variant,900,2063,male,45.374
medium_variant,900,2064,male,45.189
medium_variant,900,2065,male,44.987
medium_variant,900,2066,male,44.835
medium_variant,900,2067,male,44.66
medium_variant,900,2068,male,44.469
medium_variant,900,2069,male,44.269
medium_variant,900,2070,male,44.067
medium_variant,900,2071,male,43.921
medium_variant,900,2072,male,43.766
medium_variant,900,2073,male,43.606
medium_variant,900,2074,male,43.444
medium_variant,900,2075,male,43.283
medium_variant,900,2076,male,43.179
medium_variant,900,2077,male,43.069
medium_variant,900,2078,male,42.955
medium_variant,900,2079,male,42.836
medium_variant,900,2080,male,42.712
medium_variant,900,2081,male,42.638
medium_variant,900,2082,male,42.554
medium_variant,900,2083,male,42.458
medium_variant,900,2084,male,42.352
medium_variant,900,2085,male,42.236
medium_variant,900,2086,male,42.16
medium_variant,900,2087,male,42.068
medium_variant,900,2088,male,41.961
medium_variant,900,2089,male,41.842
medium_variant,900,2090,male,41.711
medium_variant,900,2091,male,41.616
medium_variant,900,2092,male,41.505
medium_variant,900,2093,male,41.379
medium_variant,900,2094,male,41.243
medium_variant,900,2095,male,41.097
medium_variant,900,2096,male,40.988
medium_variant,900,2097,male,40.866
medium_variant,900,2098,male,40.733
medium_variant,900,2099,male,40.592
medium_variant,900,2100,male,40.446
estimates,900,1950,female,79.041
estimates,900,1951,female,79.993
estimates,900,1952,female,80.909
estimates,900,1953,female,81.705
estimates,900,1954,female,82.291
estimates,900,1955,female,82.679
estimates,900,1956,female,83.603
estimates,900,1957,female,84.167
estimates,900,1958,female,84.608
estimates,900,1959,female,85.157
estimates,900,1960,female,85.909
estimates,900,1961,female,86.834
estimates,900,1962,female,88.061
estimates,900,1963,female,89.382
