variant,global,year,gender,childdependencyratio2069
estimates,900,1964,female,90.514
estimates,900,1965,female,91.332
estimates,900,1966,female,92.502
estimates,900,1967,female,93.285
estimates,900,1968,female,93.734
estimates,900,1969,female,93.921
estimates,900,1970,female,93.871
estimates,900,1971,female,93.787
estimates,900,1972,female,93.368
estimates,900,1973,female,92.724
estimates,900,1974,female,91.966
estimates,900,1975,female,91.162
estimates,900,1976,female,90.567
estimates,900,1977,female,89.886
estimates,900,1978,female,89.113
estimates,900,1979,female,88.25
estimates,900,1980,female,87.314
estimates,900,1981,female,86.464
estimates,900,1982,female,85.623
estimates,900,1983,female,84.745
estimates,900,1984,female,83.777
estimates,900,1985,female,82.713
estimates,900,1986,female,81.96
estimates,900,1987,female,81.076
estimates,900,1988,female,80.111
estimates,900,1989,female,79.094
estimates,900,1990,female,78.026
estimates,900,1991,female,77.227
estimates,900,1992,female,76.2
estimates,900,1993,female,75.07
estimates,900,1994,female,73.988
estimates,900,1995,female,73.018
estimates,900,1996,female,71.963
estimates,900,1997,female,71.115
estimates,900,1998,female,70.35
estimates,900,1999,female,69.5
estimates,900,2000,female,68.506
estimates,900,2001,female,67.687
estimates,900,2002,female,66.749
estimates,900,2003,female,65.712
estimates,900,2004,female,64.616
estimates,900,2005,female,63.484
estimates,900,2006,female,62.421
estimates,900,2007,female,61.286
estimates,900,2008,female,60.153
estimates,900,2009,female,59.097
estimates,900,2010,female,58.155
estimates,900,2011,female,57.387
estimates,900,2012,female,56.698
estimates,900,2013,female,56.089
estimates,900,2014,female,55.547
estimates,900,2015,female,55.058
medium_variant,900,2015,female,55.058
medium_variant,900,2016,female,54.674
medium_variant,900,2017,female,54.329
medium_variant,900,2018,female,54.013
medium_variant,900,2019,female,53.718
medium_variant,900,2020,female,53.434
medium_variant,900,2021,female,53.207
medium_variant,900,2022,female,52.983
medium_variant,900,2023,female,52.748
medium_variant,900,2024,female,52.484
medium_variant,900,2025,female,52.183
medium_variant,900,2026,female,51.918
medium_variant,900,2027,female,51.611
medium_variant,900,2028,female,51.274
medium_variant,900,2029,female,50.919
medium_variant,900,2030,female,50.557
medium_variant,900,2031,female,50.257
medium_variant,900,2032,female,49.939
medium_variant,900,2033,female,49.613
medium_variant,900,2034,female,49.287
medium_variant,900,2035,female,48.971
medium_variant,900,2036,female,48.725
medium_variant,900,2037,female,48.48
medium_variant,900,2038,female,48.239
medium_variant,900,2039,female,48.002
medium_variant,900,2040,female,47.77
medium_variant,900,2041,female,47.603
medium_variant,900,2042,female,47.434
medium_variant,900,2043,female,47.263
medium_variant,900,2044,female,47.087
medium_variant,900,2045,female,46.905
medium_variant,900,2046,female,46.774
medium_variant,900,2047,female,46.627
medium_variant,900,2048,female,46.471
medium_variant,900,2049,female,46.315
medium_variant,900,2050,female,46.163
medium_variant,900,2051,female,46.063
medium_variant,900,2052,female,45.955
medium_variant,900,2053,female,45.843
medium_variant,900,2054,female,45.73
medium_variant,900,2055,female,45.619
medium_variant,900,2056,female,45.557
medium_variant,900,2057,female,45.489
medium_variant,900,2058,female,45.409
medium_variant,900,2059,female,45.306
medium_variant,900,2060,female,45.177
medium_variant,900,2061,female,45.069
medium_variant,900,2062,female,44.932
medium_variant,900,2063,female,44.769
medium_variant,900,2064,female,44.587
medium_variant,900,2065,female,44.391
medium_variant,900,2066,female,44.229
medium_variant,900,2067,female,44.046
medium_variant,900,2068,female,43.85
medium_variant,900,2069,female,43.648
medium_variant,900,2070,female,43.445
medium_variant,900,2071,female,43.285
medium_variant,900,2072,female,43.117
medium_variant,900,2073,female,42.947
medium_variant,900,2074,female,42.778
medium_variant,900,2075,female,42.613
medium_variant,900,2076,female,42.492
medium_variant,900,2077,female,42.369
medium_variant,900,2078,female,42.243
medium_variant,900,2079,female,42.117
medium_variant,900,2080,female,41.989
medium_variant,900,2081,female,41.9
medium_variant,900,2082,female,41.803
medium_variant,900,2083,female,41.699
medium_variant,900,2084,female,41.589
medium_variant,900,2085,female,41.472
medium_variant,900,2086,female,41.385
medium_variant,900,2087,female,41.285
medium_variant,900,2088,female,41.174
medium_variant,900,2089,female,41.054
medium_variant,900,2090,female,40.927
medium_variant,900,2091,female,40.825
medium_variant,900,2092,female,40.71
medium_variant,900,2093,female,40.585
medium_variant,900,2094,female,40.452
medium_variant,900,2095,female,40.313
medium_variant,900,2096,female,40.201
medium_variant,900,2097,female,40.079
medium_variant,900,2098,female,39.949
medium_variant,900,2099,female,39.815
medium_variant,900,2100,female,39.678
