variant,continent,year,totalfertility
estimates,909,1950,3.671
estimates,909,1951,3.72
estimates,909,1952,3.812
estimates,909,1953,3.889
estimates,909,1954,3.953
estimates,909,1955,4.003
estimates,909,1956,4.04
estimates,909,1957,4.062
estimates,909,1958,4.071
estimates,909,1959,4.065
estimates,909,1960,4.045
estimates,909,1961,4.011
estimates,909,1962,3.964
estimates,909,1963,3.905
estimates,909,1964,3.837
estimates,909,1965,3.763
estimates,909,1966,3.687
estimates,909,1967,3.611
estimates,909,1968,3.536
estimates,909,1969,3.464
estimates,909,1970,3.392
estimates,909,1971,3.316
estimates,909,1972,3.234
estimates,909,1973,3.144
estimates,909,1974,3.05
estimates,909,1975,2.955
estimates,909,1976,2.864
estimates,909,1977,2.785
estimates,909,1978,2.719
estimates,909,1979,2.668
estimates,909,1980,2.631
estimates,909,1981,2.606
estimates,909,1982,2.588
estimates,909,1983,2.571
estimates,909,1984,2.556
estimates,909,1985,2.541
estimates,909,1986,2.526
estimates,909,1987,2.514
estimates,909,1988,2.506
estimates,909,1989,2.5
estimates,909,1990,2.496
estimates,909,1991,2.494
estimates,909,1992,2.491
estimates,909,1993,2.487
estimates,909,1994,2.483
estimates,909,1995,2.476
estimates,909,1996,2.468
estimates,909,1997,2.46
estimates,909,1998,2.452
estimates,909,1999,2.445
estimates,909,2000,2.441
estimates,909,2001,2.442
estimates,909,2002,2.449
estimates,909,2003,2.46
estimates,909,2004,2.475
estimates,909,2005,2.491
estimates,909,2006,2.504
estimates,909,2007,2.51
estimates,909,2008,2.509
estimates,909,2009,2.499
estimates,909,2010,2.481
estimates,909,2011,2.459
estimates,909,2012,2.434
estimates,909,2013,2.41
estimates,909,2014,2.389
estimates,909,2015,2.37
medium_variant,909,2015,2.37
medium_variant,909,2016,2.355
medium_variant,909,2017,2.342
medium_variant,909,2018,2.33
medium_variant,909,2019,2.319
medium_variant,909,2020,2.308
medium_variant,909,2021,2.298
medium_variant,909,2022,2.287
medium_variant,909,2023,2.277
medium_variant,909,2024,2.266
medium_variant,909,2025,2.255
medium_variant,909,2026,2.244
medium_variant,909,2027,2.233
medium_variant,909,2028,2.222
medium_variant,909,2029,2.21
medium_variant,909,2030,2.199
medium_variant,909,2031,2.188
medium_variant,909,2032,2.177
medium_variant,909,2033,2.167
medium_variant,909,2034,2.157
medium_variant,909,2035,2.147
medium_variant,909,2036,2.139
medium_variant,909,2037,2.13
medium_variant,909,2038,2.123
medium_variant,909,2039,2.115
medium_variant,909,2040,2.108
medium_variant,909,2041,2.101
medium_variant,909,2042,2.095
medium_variant,909,2043,2.088
medium_variant,909,2044,2.082
medium_variant,909,2045,2.076
medium_variant,909,2046,2.07
medium_variant,909,2047,2.065
medium_variant,909,2048,2.059
medium_variant,909,2049,2.054
medium_variant,909,2050,2.049
medium_variant,909,2051,2.043
medium_variant,909,2052,2.038
medium_variant,909,2053,2.033
medium_variant,909,2054,2.028
medium_variant,909,2055,2.022
medium_variant,909,2056,2.017
medium_variant,909,2057,2.012
medium_variant,909,2058,2.007
medium_variant,909,2059,2.002
medium_variant,909,2060,1.997
medium_variant,909,2061,1.992
medium_variant,909,2062,1.987
medium_variant,909,2063,1.982
medium_variant,909,2064,1.977
medium_variant,909,2065,1.972
medium_variant,909,2066,1.967
medium_variant,909,2067,1.963
medium_variant,909,2068,1.958
medium_variant,909,2069,1.954
medium_variant,909,2070,1.949
medium_variant,909,2071,1.945
medium_variant,909,2072,1.941
medium_variant,909,2073,1.937
medium_variant,909,2074,1.933
medium_variant,909,2075,1.929
medium_variant,909,2076,1.925
medium_variant,909,2077,1.921
medium_variant,909,2078,1.918
medium_variant,909,2079,1.914
medium_variant,909,2080,1.911
medium_variant,909,2081,1.907
medium_variant,909,2082,1.904
medium_variant,909,2083,1.901
medium_variant,909,2084,1.897
medium_variant,909,2085,1.894
medium_variant,909,2086,1.891
medium_variant,909,2087,1.888
medium_variant,909,2088,1.885
medium_variant,909,2089,1.882
medium_variant,909,2090,1.879
medium_variant,909,2091,1.876
medium_variant,909,2092,1.874
medium_variant,909,2093,1.871
medium_variant,909,2094,1.869
medium_variant,909,2095,1.866
medium_variant,909,2096,1.864
medium_variant,909,2097,1.862
medium_variant,909,2098,1.86
medium_variant,909,2099,1.858
