global,year,variant,gender,age1yearinterval,population
900,1950,estimates,female,"Region, subregion, country or area *",WORLD
900,1950,estimates,male,"Region, subregion, country or area *",WORLD
900,1950,estimates,female,0,38560.136
900,1950,estimates,male,0,39834.839
900,1950,estimates,female,1,35335.53
900,1950,estimates,male,1,36600.074
900,1950,estimates,female,2,32686.096
900,1950,estimates,male,2,33947.715
900,1950,estimates,female,3,30555.679
900,1950,estimates,male,3,31819.952
900,1950,estimates,female,4,28888.136
900,1950,estimates,male,4,30158.998
900,1950,estimates,female,5,27627.316
900,1950,estimates,male,5,28907.032
900,1950,estimates,female,6,26717.068
900,1950,estimates,male,6,28006.278
900,1950,estimates,female,7,26101.231
900,1950,estimates,male,7,27398.907
900,1950,estimates,female,8,25723.679
900,1950,estimates,male,8,27027.155
900,1950,estimates,female,9,25528.245
900,1950,estimates,male,9,26833.194
900,1950,estimates,female,10,25526.977
900,1950,estimates,male,10,26831.785
900,1950,estimates,female,11,25731.913
900,1950,estimates,male,11,27037.684
900,1950,estimates,female,12,25745.949
900,1950,estimates,male,12,27030.332
900,1950,estimates,female,13,25376.562
900,1950,estimates,male,13,26606.838
900,1950,estimates,female,14,24772.178
900,1950,estimates,male,14,25927.056
900,1950,estimates,female,15,24264.807
900,1950,estimates,male,15,25339.136
900,1950,estimates,female,16,23777.298
900,1950,estimates,male,16,24755.922
900,1950,estimates,female,17,23358.43
900,1950,estimates,male,17,24266.343
900,1950,estimates,female,18,23062.166
900,1950,estimates,male,18,23943.809
900,1950,estimates,female,19,22837.619
900,1950,estimates,male,19,23715.054
900,1950,estimates,female,20,22580.397
900,1950,estimates,male,20,23447.49
900,1950,estimates,female,21,22311.934
900,1950,estimates,male,21,23184.564
900,1950,estimates,female,22,21997.191
900,1950,estimates,male,22,22797.543
900,1950,estimates,female,23,21608.395
900,1950,estimates,male,23,22214.454
900,1950,estimates,female,24,21164.863
900,1950,estimates,male,24,21506.777
900,1950,estimates,female,25,20738.749
900,1950,estimates,male,25,20830.778
900,1950,estimates,female,26,20345.704
900,1950,estimates,male,26,20170.503
900,1950,estimates,female,27,19853.844
900,1950,estimates,male,27,19518.076
900,1950,estimates,female,28,19214.473
900,1950,estimates,male,28,18890.291
900,1950,estimates,female,29,18501.847
900,1950,estimates,male,29,18297.212
900,1950,estimates,female,30,17807.299
900,1950,estimates,male,30,17707.296
900,1950,estimates,female,31,17074.681
900,1950,estimates,male,31,17097.034
900,1950,estimates,female,32,16587.722
900,1950,estimates,male,32,16668.6
900,1950,estimates,female,33,16484.79
900,1950,estimates,male,33,16509.993
900,1950,estimates,female,34,16620.99
900,1950,estimates,male,34,16521.101
900,1950,estimates,female,35,16723.109
900,1950,estimates,male,35,16520.322
900,1950,estimates,female,36,16857.823
900,1950,estimates,male,36,16551.668
900,1950,estimates,female,37,16842.158
900,1950,estimates,male,37,16471.561
900,1950,estimates,female,38,16561.296
900,1950,estimates,male,38,16192.588
900,1950,estimates,female,39,16108.51
900,1950,estimates,male,39,15783.707
900,1950,estimates,female,40,15692.71
900,1950,estimates,male,40,15401.259
900,1950,estimates,female,41,15273.176
900,1950,estimates,male,41,15013.866
900,1950,estimates,female,42,14864.041
900,1950,estimates,male,42,14629.161
900,1950,estimates,female,43,14493.596
900,1950,estimates,male,43,14266.537
900,1950,estimates,female,44,14144.434
900,1950,estimates,male,44,13912.936
900,1950,estimates,female,45,13772.755
900,1950,estimates,male,45,13539.398
900,1950,estimates,female,46,13389.544
900,1950,estimates,male,46,13155.892
900,1950,estimates,female,47,12999.911
900,1950,estimates,male,47,12751.099
900,1950,estimates,female,48,12602.824
900,1950,estimates,male,48,12317.874
900,1950,estimates,female,49,12202.074
900,1950,estimates,male,49,11866.768
900,1950,estimates,female,50,11804.306
900,1950,estimates,male,50,11417.231
900,1950,estimates,female,51,11410.249
900,1950,estimates,male,51,10967.407
900,1950,estimates,female,52,11021.528
900,1950,estimates,male,52,10526.156
900,1950,estimates,female,53,10640.256
900,1950,estimates,male,53,10100.555
900,1950,estimates,female,54,10267.904
900,1950,estimates,male,54,9688.698
900,1950,estimates,female,55,9897.556
900,1950,estimates,male,55,9276.839
900,1950,estimates,female,56,9523.15
900,1950,estimates,male,56,8861.936
900,1950,estimates,female,57,9186.17
900,1950,estimates,male,57,8480.059
900,1950,estimates,female,58,8904.197
900,1950,estimates,male,58,8145.943
900,1950,estimates,female,59,8655.18900000001
900,1950,estimates,male,59,7841.731
900,1950,estimates,female,60,8402.229
900,1950,estimates,male,60,7537.921
900,1950,estimates,female,61,8155.923
900,1950,estimates,male,61,7244.154
900,1950,estimates,female,62,7873.515
900,1950,estimates,male,62,6922.436
900,1950,estimates,female,63,7530.94
900,1950,estimates,male,63,6552.102
900,1950,estimates,female,64,7148.751
900,1950,estimates,male,64,6152.111
900,1950,estimates,female,65,6773.488
900,1950,estimates,male,65,5762.815
900,1950,estimates,female,66,6398.277
900,1950,estimates,male,66,5376.966
900,1950,estimates,female,67,6020.326
900,1950,estimates,male,67,5001.842
900,1950,estimates,female,68,5643.702
900,1950,estimates,male,68,4645.355
900,1950,estimates,female,69,5269.101
900,1950,estimates,male,69,4303.387
900,1950,estimates,female,70,4893.735
900,1950,estimates,male,70,3964.663
900,1950,estimates,female,71,4519.017
900,1950,estimates,male,71,3632.455
900,1950,estimates,female,72,4154.296
900,1950,estimates,male,72,3309.135
900,1950,estimates,female,73,3804.291
900,1950,estimates,male,73,2995.149
900,1950,estimates,female,74,3467.006
900,1950,estimates,male,74,2691.588
900,1950,estimates,female,75,3138.696
900,1950,estimates,male,75,2400.936
900,1950,estimates,female,76,2823.602
900,1950,estimates,male,76,2124.885
900,1950,estimates,female,77,2512.639
900,1950,estimates,male,77,1859.253
900,1950,estimates,female,78,2201.931
900,1950,estimates,male,78,1602.944
900,1950,estimates,female,79,1898.804
900,1950,estimates,male,79,1359.695
900,1950,estimates,female,80plus,8714.633
900,1950,estimates,male,80plus,5550.53
900,1951,estimates,female,"Region, subregion, country or area *",WORLD
900,1951,estimates,male,"Region, subregion, country or area *",WORLD
900,1951,estimates,female,0,40406.169
900,1951,estimates,male,0,41971.641
900,1951,estimates,female,1,37631.686
900,1951,estimates,male,1,38907.458
900,1951,estimates,female,2,34725.551
900,1951,estimates,male,2,35982.969
900,1951,estimates,female,3,32305.273
900,1951,estimates,male,3,33554.735
900,1951,estimates,female,4,30327.622
900,1951,estimates,male,4,31577.231
900,1951,estimates,female,5,28749.311
900,1951,estimates,male,5,30004.974
900,1951,estimates,female,6,27516.286
900,1951,estimates,male,6,28782.343
900,1951,estimates,female,7,26574.425
900,1951,estimates,male,7,27853.746
900,1951,estimates,female,8,25934.712
900,1951,estimates,male,8,27224.202
900,1951,estimates,female,9,25575.572
900,1951,estimates,male,9,26868.403
900,1951,estimates,female,10,25421.25
900,1951,estimates,male,10,26710.561
900,1951,estimates,female,11,25429.876
900,1951,estimates,male,11,26715.418
900,1951,estimates,female,12,25624.671
900,1951,estimates,male,12,26908.302
900,1951,estimates,female,13,25629.986
900,1951,estimates,male,13,26889.419
900,1951,estimates,female,14,25258.786
900,1951,estimates,male,14,26461.434
900,1951,estimates,female,15,24656.405
900,1951,estimates,male,15,25781.329
900,1951,estimates,female,16,24146.444
900,1951,estimates,male,16,25188.705
900,1951,estimates,female,17,23653.671
900,1951,estimates,male,17,24597.933
900,1951,estimates,female,18,23229.762
900,1951,estimates,male,18,24103.372
900,1951,estimates,female,19,22929.4
900,1951,estimates,male,19,23780.267
900,1951,estimates,female,20,22701.499
900,1951,estimates,male,20,23553.911
900,1951,estimates,female,21,22440.613
900,1951,estimates,male,21,23288.246
900,1951,estimates,female,22,22168.165
900,1951,estimates,male,22,23027.231
900,1951,estimates,female,23,21851.161
900,1951,estimates,male,23,22642.788
900,1951,estimates,female,24,21462.687
900,1951,estimates,male,24,22062.862
900,1951,estimates,female,25,21021.176
900,1951,estimates,male,25,21358.708
900,1951,estimates,female,26,20596.949
900,1951,estimates,male,26,20686.287
900,1951,estimates,female,27,20205.814
900,1951,estimates,male,27,20029.549
900,1951,estimates,female,28,19716.003
900,1951,estimates,male,28,19380.228
900,1951,estimates,female,29,19078.605
900,1951,estimates,male,29,18754.814
900,1951,estimates,female,30,18367.742
900,1951,estimates,male,30,18163.37
900,1951,estimates,female,31,17674.995
900,1951,estimates,male,31,17574.734
900,1951,estimates,female,32,16944.326
900,1951,estimates,male,32,16965.425
900,1951,estimates,female,33,16457.713
900,1951,estimates,male,33,16536.308
900,1951,estimates,female,34,16352.718
900,1951,estimates,male,34,16374.759
900,1951,estimates,female,35,16485.277
900,1951,estimates,male,35,16381.308
900,1951,estimates,female,36,16584.007
900,1951,estimates,male,36,16375.831
900,1951,estimates,female,37,16715.543
900,1951,estimates,male,37,16402.549
900,1951,estimates,female,38,16696.123
900,1951,estimates,male,38,16316.307
900,1951,estimates,female,39,16410.852
900,1951,estimates,male,39,16029.284
900,1951,estimates,female,40,15953.506
900,1951,estimates,male,40,15611.395
900,1951,estimates,female,41,15532.975
900,1951,estimates,male,41,15219.7
900,1951,estimates,female,42,15107.764
900,1951,estimates,male,42,14821.996
900,1951,estimates,female,43,14696.863
900,1951,estimates,male,43,14430.989
900,1951,estimates,female,44,14330.754
900,1951,estimates,male,44,14068.488
900,1951,estimates,female,45,13989.485
900,1951,estimates,male,45,13718.827
900,1951,estimates,female,46,13624.891
900,1951,estimates,male,46,13348.464
900,1951,estimates,female,47,13249.296
900,1951,estimates,male,47,12968.825
900,1951,estimates,female,48,12862.857
900,1951,estimates,male,48,12563.659
900,1951,estimates,female,49,12461.762
900,1951,estimates,male,49,12123.059
900,1951,estimates,female,50,12052.305
900,1951,estimates,male,50,11660.184
900,1951,estimates,female,51,11646.157
900,1951,estimates,male,51,11199.596
900,1951,estimates,female,52,11242.823
900,1951,estimates,male,52,10738.151
900,1951,estimates,female,53,10846.124
900,1951,estimates,male,53,10287.398
900,1951,estimates,female,54,10459.784
900,1951,estimates,male,54,9856.182
900,1951,estimates,female,55,10083.852
900,1951,estimates,male,55,9441.06999999999
900,1951,estimates,female,56,9708.969
900,1951,estimates,male,56,9025.412
900,1951,estimates,female,57,9330.083
900,1951,estimates,male,57,8607.165
900,1951,estimates,female,58,8985.918
900,1951,estimates,male,58,8219.99299999999
900,1951,estimates,female,59,8692.623
900,1951,estimates,male,59,7877.208
900,1951,estimates,female,60,8429.825
900,1951,estimates,male,60,7562.528
900,1951,estimates,female,61,8163.76
900,1951,estimates,male,61,7249.368
900,1951,estimates,female,62,7904.483
900,1951,estimates,male,62,6946.808
900,1951,estimates,female,63,7610.977
900,1951,estimates,male,63,6618.408
900,1951,estimates,female,64,7260.469
900,1951,estimates,male,64,6244.544
900,1951,estimates,female,65,6872.708
900,1951,estimates,male,65,5843.53
900,1951,estimates,female,66,6492.348
900,1951,estimates,male,66,5453.939
900,1951,estimates,female,67,6113.052
900,1951,estimates,male,67,5068.851
900,1951,estimates,female,68,5732.027
900,1951,estimates,male,68,4696.157
900,1951,estimates,female,69,5353.229
900,1951,estimates,male,69,4343.927
900,1951,estimates,female,70,4977.589
900,1951,estimates,male,70,4007.885
900,1951,estimates,female,71,4602.746
900,1951,estimates,male,71,3676.418
900,1951,estimates,female,72,4229.929
900,1951,estimates,male,72,3352.732
900,1951,estimates,female,73,3869.385
900,1951,estimates,male,73,3039.606
900,1951,estimates,female,74,3526.227
900,1951,estimates,male,74,2737.576
900,1951,estimates,female,75,3198.106
900,1951,estimates,male,75,2447.497
900,1951,estimates,female,76,2879.985
900,1951,estimates,male,76,2171.086
900,1951,estimates,female,77,2575.825
900,1951,estimates,male,77,1909.612
900,1951,estimates,female,78,2278.725
900,1951,estimates,male,78,1660.592
900,1951,estimates,female,79,1985.611
900,1951,estimates,male,79,1423.481
900,1951,estimates,female,80plus,9265.595
900,1951,estimates,male,80plus,5965.329
900,1952,estimates,female,"Region, subregion, country or area *",WORLD
900,1952,estimates,male,"Region, subregion, country or area *",WORLD
900,1952,estimates,female,0,41917.36
900,1952,estimates,male,0,43738.803
900,1952,estimates,female,1,38975.448
900,1952,estimates,male,1,40583.262
900,1952,estimates,female,2,36680.561
900,1952,estimates,male,2,37959.367
900,1952,estimates,female,3,34092.841
900,1952,estimates,male,3,35342.994
900,1952,estimates,female,4,31902.102
900,1952,estimates,male,4,33137.578
900,1952,estimates,female,5,30077.951
900,1952,estimates,male,5,31309.799
900,1952,estimates,female,6,28589.98
900,1952,estimates,male,6,29826.381
900,1952,estimates,female,7,27386.019
900,1952,estimates,male,7,28633.737
900,1952,estimates,female,8,26413.935
900,1952,estimates,male,8,27678.274
900,1952,estimates,female,9,25751.991
900,1952,estimates,male,9,27028.098
900,1952,estimates,female,10,25413.233
900,1952,estimates,male,10,26690.428
900,1952,estimates,female,11,25302.07
900,1952,estimates,male,11,26571.138
900,1952,estimates,female,12,25322.682
900,1952,estimates,male,12,26584.845
900,1952,estimates,female,13,25509.701
900,1952,estimates,male,13,26767.767
900,1952,estimates,female,14,25507.561
900,1952,estimates,male,14,26738.986
900,1952,estimates,female,15,25134.015
900,1952,estimates,male,15,26305.848
900,1952,estimates,female,16,24532.05
900,1952,estimates,male,16,25623.389
900,1952,estimates,female,17,24018.067
900,1952,estimates,male,17,25024.187
900,1952,estimates,female,18,23518.254
900,1952,estimates,male,18,24423.681
900,1952,estimates,female,19,23088.693
900,1952,estimates,male,19,23923.252
900,1952,estimates,female,20,22785.554
900,1952,estimates,male,20,23600.885
900,1952,estimates,female,21,22556.769
900,1952,estimates,male,21,23379.523
900,1952,estimates,female,22,22294.346
900,1952,estimates,male,22,23118.009
900,1952,estimates,female,23,22020.067
900,1952,estimates,male,23,22861.146
900,1952,estimates,female,24,21702.183
900,1952,estimates,male,24,22480.617
900,1952,estimates,female,25,21314.075
900,1952,estimates,male,25,21903.665
900,1952,estimates,female,26,20873.775
900,1952,estimates,male,26,21201.829
900,1952,estimates,female,27,20450.796
900,1952,estimates,male,27,20532.004
900,1952,estimates,female,28,20061.073
900,1952,estimates,male,28,19877.986
900,1952,estimates,female,29,19572.407
900,1952,estimates,male,29,19230.608
900,1952,estimates,female,30,18935.585
900,1952,estimates,male,30,18606.065
900,1952,estimates,female,31,18224.862
900,1952,estimates,male,31,18014.629
900,1952,estimates,female,32,17532.264
900,1952,estimates,male,32,17425.628
900,1952,estimates,female,33,16801.708
900,1952,estimates,male,33,16815.492
900,1952,estimates,female,34,16314.682
900,1952,estimates,male,34,16384.981
900,1952,estimates,female,35,16208.541
900,1952,estimates,male,35,16221.471
900,1952,estimates,female,36,16339.401
900,1952,estimates,male,36,16225.451
900,1952,estimates,female,37,16436.548
900,1952,estimates,male,37,16217.208
900,1952,estimates,female,38,16566.862
900,1952,estimates,male,38,16241.278
900,1952,estimates,female,39,16545.147
900,1952,estimates,male,39,16150.583
900,1952,estimates,female,40,16255.994
900,1952,estimates,male,40,15856.405
900,1952,estimates,female,41,15794.024
900,1952,estimates,male,41,15429.889
900,1952,estimates,female,42,15368.882
900,1952,estimates,male,42,15029.546
900,1952,estimates,female,43,14938.138
900,1952,estimates,male,43,14622.155
900,1952,estimates,female,44,14525.553
900,1952,estimates,male,44,14225.211
900,1952,estimates,female,45,14163.835
900,1952,estimates,male,45,13862.817
900,1952,estimates,female,46,13830.477
900,1952,estimates,male,46,13516.816
900,1952,estimates,female,47,13472.913
900,1952,estimates,male,47,13149.319
900,1952,estimates,female,48,13104.785
900,1952,estimates,male,48,12773.158
900,1952,estimates,female,49,12721.565
900,1952,estimates,male,49,12367.479
900,1952,estimates,female,50,12316.786
900,1952,estimates,male,50,11919.827
900,1952,estimates,female,51,11899.111
900,1952,estimates,male,51,11445.776
900,1952,estimates,female,52,11485.029
900,1952,estimates,male,52,10974.652
900,1952,estimates,female,53,11072.905
900,1952,estimates,male,53,10502.176
900,1952,estimates,female,54,10668.492
900,1952,estimates,male,54,10042.311
900,1952,estimates,female,55,10276.838
900,1952,estimates,male,55,9605.561
900,1952,estimates,female,56,9896.873
900,1952,estimates,male,56,9187.097
900,1952,estimates,female,57,9517.038
900,1952,estimates,male,57,8767.585
900,1952,estimates,female,58,9133.20399999999
900,1952,estimates,male,58,8345.952
900,1952,estimates,female,59,8781.701
900,1952,estimates,male,59,7953.612
900,1952,estimates,female,60,8477.367
900,1952,estimates,male,60,7602.719
900,1952,estimates,female,61,8201.37
900,1952,estimates,male,61,7278.316
900,1952,estimates,female,62,7922.772
900,1952,estimates,male,62,6956.529
900,1952,estimates,female,63,7651.1
900,1952,estimates,male,63,6645.935
900,1952,estimates,female,64,7346.934
900,1952,estimates,male,64,6311.463
900,1952,estimates,female,65,6988.587
900,1952,estimates,male,65,5934.482
900,1952,estimates,female,66,6595.16
900,1952,estimates,male,66,5532.714
900,1952,estimates,female,67,6209.705
900,1952,estimates,male,67,5143.106
900,1952,estimates,female,68,5826.257
900,1952,estimates,male,68,4759.036
900,1952,estimates,female,69,5442.281
900,1952,estimates,male,69,4389.098
900,1952,estimates,female,70,5061.645
900,1952,estimates,male,70,4041.583
900,1952,estimates,female,71,4685.481
900,1952,estimates,male,71,3711.998
900,1952,estimates,female,72,4311.59
900,1952,estimates,male,72,3388.256
900,1952,estimates,female,73,3941.135
900,1952,estimates,male,73,3073.54
900,1952,estimates,female,74,3585.08
900,1952,estimates,male,74,2770.925
900,1952,estimates,female,75,3248.936
900,1952,estimates,male,75,2481.008
900,1952,estimates,female,76,2930.014
900,1952,estimates,male,76,2204.454
900,1952,estimates,female,77,2622.155
900,1952,estimates,male,77,1942.271
900,1952,estimates,female,78,2328.974
900,1952,estimates,male,78,1695.388
900,1952,estimates,female,79,2045.739
900,1952,estimates,male,79,1462.942
900,1952,estimates,female,80plus,9705.086
900,1952,estimates,male,80plus,6277.757
900,1953,estimates,female,"Region, subregion, country or area *",WORLD
900,1953,estimates,male,"Region, subregion, country or area *",WORLD
900,1953,estimates,female,0,43000.603
900,1953,estimates,male,0,45007.756
900,1953,estimates,female,1,40196.011
900,1953,estimates,male,1,41933.17
900,1953,estimates,female,2,37645.924
900,1953,estimates,male,2,39171.263
900,1953,estimates,female,3,35744.799
900,1953,estimates,male,3,37027.962
900,1953,estimates,female,4,33475.126
900,1953,estimates,male,4,34719.558
900,1953,estimates,female,5,31513.536
900,1953,estimates,male,5,32736.664
900,1953,estimates,female,6,29842.485
900,1953,estimates,male,6,31058.224
900,1953,estimates,female,7,28444.417
900,1953,estimates,male,7,29663.157
900,1953,estimates,female,8,27269.094
900,1953,estimates,male,8,28499.923
900,1953,estimates,female,9,26266.333
900,1953,estimates,male,9,27516.954
900,1953,estimates,female,10,25581.812
900,1953,estimates,male,10,26845.617
900,1953,estimates,female,11,25263.295
900,1953,estimates,male,11,26525.824
900,1953,estimates,female,12,25195.232
900,1953,estimates,male,12,26445.053
900,1953,estimates,female,13,25227.789
900,1953,estimates,male,13,26467.512
900,1953,estimates,female,14,25406.997
900,1953,estimates,male,14,26640.388
900,1953,estimates,female,15,25397.214
900,1953,estimates,male,15,26601.446
900,1953,estimates,female,16,25020.938
900,1953,estimates,male,16,26162.686
900,1953,estimates,female,17,24418.845
900,1953,estimates,male,17,25477.231
900,1953,estimates,female,18,23900.279
900,1953,estimates,male,18,24870.876
900,1953,estimates,female,19,23392.892
900,1953,estimates,male,19,24260.014
900,1953,estimates,female,20,22957.258
900,1953,estimates,male,20,23753.253
900,1953,estimates,female,21,22651.082
900,1953,estimates,male,21,23431.325
900,1953,estimates,female,22,22421.301
900,1953,estimates,male,22,23214.793
900,1953,estimates,female,23,22157.166
900,1953,estimates,male,23,22957.219
900,1953,estimates,female,24,21880.911
900,1953,estimates,male,24,22704.335
900,1953,estimates,female,25,21561.915
900,1953,estimates,male,25,22327.523
900,1953,estimates,female,26,21173.85
900,1953,estimates,male,26,21753.308
900,1953,estimates,female,27,20734.36
900,1953,estimates,male,27,21053.519
900,1953,estimates,female,28,20312.253
900,1953,estimates,male,28,20386.044
900,1953,estimates,female,29,19923.564
900,1953,estimates,male,29,19734.472
900,1953,estimates,female,30,19435.674
900,1953,estimates,male,30,19088.78
900,1953,estimates,female,31,18799.088
900,1953,estimates,male,31,18464.789
900,1953,estimates,female,32,18088.181
900,1953,estimates,male,32,17873.002
900,1953,estimates,female,33,17395.433
900,1953,estimates,male,33,17283.295
900,1953,estimates,female,34,16664.691
900,1953,estimates,male,34,16671.985
900,1953,estimates,female,35,16176.975
900,1953,estimates,male,35,16239.768
900,1953,estimates,female,36,16069.54
900,1953,estimates,male,36,16074.114
900,1953,estimates,female,37,16198.579
900,1953,estimates,male,37,16075.413
900,1953,estimates,female,38,16294.035
900,1953,estimates,male,38,16064.238
900,1953,estimates,female,39,16423.032
900,1953,estimates,male,39,16085.555
900,1953,estimates,female,40,16398.935
900,1953,estimates,male,40,15990.25
900,1953,estimates,female,41,16105.799
900,1953,estimates,male,41,15688.83
900,1953,estimates,female,42,15639.102
900,1953,estimates,male,42,15253.564
900,1953,estimates,female,43,15209.244
900,1953,estimates,male,43,14844.448
900,1953,estimates,female,44,14772.89
900,1953,estimates,male,44,14427.291
900,1953,estimates,female,45,14358.5
900,1953,estimates,male,45,14024.267
900,1953,estimates,female,46,14000.965
900,1953,estimates,male,46,13661.762
900,1953,estimates,female,47,13675.273
900,1953,estimates,male,47,13319.161
900,1953,estimates,female,48,13324.504
900,1953,estimates,male,48,12954.292
900,1953,estimates,female,49,12963.598
900,1953,estimates,male,49,12581.331
900,1953,estimates,female,50,12583.413
900,1953,estimates,male,50,12174.93
900,1953,estimates,female,51,12174.864
900,1953,estimates,male,51,11720.104
900,1953,estimates,female,52,11748.935
900,1953,estimates,male,52,11234.804
900,1953,estimates,female,53,11326.88
900,1953,estimates,male,53,10753.087
900,1953,estimates,female,54,10905.962
900,1953,estimates,male,54,10269.497
900,1953,estimates,female,55,10493.73
900,1953,estimates,male,55,9800.431
900,1953,estimates,female,56,10096.608
900,1953,estimates,male,56,9357.973
900,1953,estimates,female,57,9712.371
900,1953,estimates,male,57,8935.948
900,1953,estimates,female,58,9327.36700000001
900,1953,estimates,male,58,8512.389
900,1953,estimates,female,59,8938.367
900,1953,estimates,male,59,8087.172
900,1953,estimates,female,60,8579.35400000001
900,1953,estimates,male,60,7689.557
900,1953,estimates,female,61,8263.975
900,1953,estimates,male,61,7330.47
900,1953,estimates,female,62,7974.829
900,1953,estimates,male,62,6996.36
900,1953,estimates,female,63,7683.717
900,1953,estimates,male,63,6665.938
900,1953,estimates,female,64,7399.72
900,1953,estimates,male,64,6347.31
900,1953,estimates,female,65,7084.878
900,1953,estimates,male,65,6006.727
900,1953,estimates,female,66,6718.548
900,1953,estimates,male,66,5626.495
900,1953,estimates,female,67,6319.266
900,1953,estimates,male,67,5223.748
900,1953,estimates,female,68,5928.484
900,1953,estimates,male,68,4833.954
900,1953,estimates,female,69,5540.71
900,1953,estimates,male,69,4450.693
900,1953,estimates,female,70,5153.61
900,1953,estimates,male,70,4083.372
900,1953,estimates,female,71,4771.063
900,1953,estimates,male,71,3740.471
900,1953,estimates,female,72,4394.353
900,1953,estimates,male,72,3417.305
900,1953,estimates,female,73,4021.395
900,1953,estimates,male,73,3101.235
900,1953,estimates,female,74,3653.278
900,1953,estimates,male,74,2795.451
900,1953,estimates,female,75,3301.688
900,1953,estimates,male,75,2503.285
900,1953,estimates,female,76,2972.479
900,1953,estimates,male,76,2225.397
900,1953,estimates,female,77,2662.687
900,1953,estimates,male,77,1962.249
900,1953,estimates,female,78,2365.008
900,1953,estimates,male,78,1714.213
900,1953,estimates,female,79,2082.715
900,1953,estimates,male,79,1481.794
900,1953,estimates,female,80plus,9983.929
900,1953,estimates,male,80plus,6439.35
900,1954,estimates,female,"Region, subregion, country or area *",WORLD
900,1954,estimates,male,"Region, subregion, country or area *",WORLD
900,1954,estimates,female,0,43645.639
900,1954,estimates,male,0,45754.037
900,1954,estimates,female,1,41085.726
900,1954,estimates,male,1,42911.295
900,1954,estimates,female,2,38707.263
900,1954,estimates,male,2,40308.47
900,1954,estimates,female,3,36510.217
900,1954,estimates,male,3,37939.477
900,1954,estimates,female,4,34845.712
900,1954,estimates,male,4,36135.761
900,1954,estimates,female,5,32891.908
900,1954,estimates,male,5,34133.515
900,1954,estimates,female,6,31157.63
900,1954,estimates,male,6,32371.633
900,1954,estimates,female,7,29638.114
900,1954,estimates,male,7,30841.205
900,1954,estimates,female,8,28328.634
900,1954,estimates,male,8,29533.393
900,1954,estimates,female,9,27180.87
900,1954,estimates,male,9,28398.637
900,1954,estimates,female,10,26146.553
900,1954,estimates,male,10,27387.423
900,1954,estimates,female,11,25438.654
900,1954,estimates,male,11,26694.18
900,1954,estimates,female,12,25139.486
900,1954,estimates,male,12,26391.339
900,1954,estimates,female,13,25113.676
900,1954,estimates,male,13,26348.066
900,1954,estimates,female,14,25157.427
900,1954,estimates,male,14,26378.396
900,1954,estimates,female,15,25328.16
900,1954,estimates,male,15,26540.344
900,1954,estimates,female,16,25310.187
900,1954,estimates,male,16,26490.588
900,1954,estimates,female,17,24930.854
900,1954,estimates,male,17,26045.782
900,1954,estimates,female,18,24328.407
900,1954,estimates,male,18,25357.095
900,1954,estimates,female,19,23805.103
900,1954,estimates,male,19,24743.324
900,1954,estimates,female,20,23290.033
900,1954,estimates,male,20,24121.953
900,1954,estimates,female,21,22847.934
900,1954,estimates,male,21,23608.434
900,1954,estimates,female,22,22537.901
900,1954,estimates,male,22,23286.099
900,1954,estimates,female,23,22306.028
900,1954,estimates,male,23,23073.343
900,1954,estimates,female,24,22039.212
900,1954,estimates,male,24,22818.711
900,1954,estimates,female,25,21759.968
900,1954,estimates,male,25,22568.812
900,1954,estimates,female,26,21439.059
900,1954,estimates,male,26,22194.907
900,1954,estimates,female,27,21050.502
900,1954,estimates,male,27,21622.95
900,1954,estimates,female,28,20611.496
900,1954,estimates,male,28,20924.932
900,1954,estimates,female,29,20189.913
900,1954,estimates,male,29,20259.5
900,1954,estimates,female,30,19801.877
900,1954,estimates,male,30,19610.047
900,1954,estimates,female,31,19314.542
900,1954,estimates,male,31,18965.833
900,1954,estimates,female,32,18678.17
900,1954,estimates,male,32,18342.398
900,1954,estimates,female,33,17967.158
900,1954,estimates,male,33,17750.36
900,1954,estimates,female,34,17274.342
900,1954,estimates,male,34,17160.059
900,1954,estimates,female,35,16543.557
900,1954,estimates,male,35,16547.715
900,1954,estimates,female,36,16055.073
900,1954,estimates,male,36,16113.676
900,1954,estimates,female,37,15945.775
900,1954,estimates,male,37,15945.24
900,1954,estimates,female,38,16072.208
900,1954,estimates,male,38,15942.934
900,1954,estimates,female,39,16165.232
900,1954,estimates,male,39,15927.968
900,1954,estimates,female,40,16292.127
900,1954,estimates,male,40,15945.627
900,1954,estimates,female,41,16264.99
900,1954,estimates,male,41,15844.921
900,1954,estimates,female,42,15967.438
900,1954,estimates,male,42,15535.642
900,1954,estimates,female,43,15495.727
900,1954,estimates,male,43,15091.186
900,1954,estimates,female,44,15060.846
900,1954,estimates,male,44,14672.776
900,1954,estimates,female,45,14618.55
900,1954,estimates,male,45,14245.331
900,1954,estimates,female,46,14202.047
900,1954,estimates,male,46,13835.791
900,1954,estimates,female,47,13848.357
900,1954,estimates,male,47,13472.794
900,1954,estimates,female,48,13529.984
900,1954,estimates,male,48,13133.276
900,1954,estimates,female,49,13185.693
900,1954,estimates,male,49,12770.729
900,1954,estimates,female,50,12831.716
900,1954,estimates,male,50,12400.697
900,1954,estimates,female,51,12454.231
900,1954,estimates,male,51,11993.252
900,1954,estimates,female,52,12041.551
900,1954,estimates,male,52,11530.82
900,1954,estimates,female,53,11606.978
900,1954,estimates,male,53,11033.79
900,1954,estimates,female,54,11176.583
900,1954,estimates,male,54,10541.017
