variant,country,year,lifeexpectancyatbirth,gender
estimates,430,1950,30.295,male
estimates,430,1951,30.412,male
estimates,430,1952,30.642,male
estimates,430,1953,30.867,male
estimates,430,1954,31.085,male
estimates,430,1955,31.298,male
estimates,430,1956,31.507,male
estimates,430,1957,31.717,male
estimates,430,1958,31.933,male
estimates,430,1959,32.166,male
estimates,430,1960,32.43,male
estimates,430,1961,32.737,male
estimates,430,1962,33.099,male
estimates,430,1963,33.524,male
estimates,430,1964,34.01,male
estimates,430,1965,34.548,male
estimates,430,1966,35.124,male
estimates,430,1967,35.719,male
estimates,430,1968,36.32,male
estimates,430,1969,36.921,male
estimates,430,1970,37.528,male
estimates,430,1971,38.155,male
estimates,430,1972,38.812,male
estimates,430,1973,39.504,male
estimates,430,1974,40.22,male
estimates,430,1975,40.952,male
estimates,430,1976,41.685,male
estimates,430,1977,42.401,male
estimates,430,1978,43.075,male
estimates,430,1979,43.691,male
estimates,430,1980,44.225,male
estimates,430,1981,44.656,male
estimates,430,1982,44.983,male
estimates,430,1983,45.214,male
estimates,430,1984,45.358,male
estimates,430,1985,45.413,male
estimates,430,1986,45.378,male
estimates,430,1987,45.279,male
estimates,430,1988,45.162,male
estimates,430,1989,45.077,male
estimates,430,1990,45.12,male
estimates,430,1991,45.392,male
estimates,430,1992,45.931,male
estimates,430,1993,46.73,male
estimates,430,1994,47.745,male
estimates,430,1995,48.856,male
estimates,430,1996,49.9,male
estimates,430,1997,50.746,male
estimates,430,1998,51.321,male
estimates,430,1999,51.628,male
estimates,430,2000,51.752,male
estimates,430,2001,51.845,male
estimates,430,2002,52.067,male
estimates,430,2003,52.529,male
estimates,430,2004,53.25,male
estimates,430,2005,54.194,male
estimates,430,2006,55.267,male
estimates,430,2007,56.334,male
estimates,430,2008,57.29,male
estimates,430,2009,58.097,male
estimates,430,2010,58.746,male
estimates,430,2011,59.261,male
estimates,430,2012,59.711,male
estimates,430,2013,60.148,male
estimates,430,2014,60.591,male
estimates,430,2015,61.049,male
medium_variant,430,2015,61.049,male
medium_variant,430,2016,61.524,male
medium_variant,430,2017,61.999,male
medium_variant,430,2018,62.465,male
medium_variant,430,2019,62.919,male
medium_variant,430,2020,63.362,male
medium_variant,430,2021,63.794,male
medium_variant,430,2022,64.215,male
medium_variant,430,2023,64.626,male
medium_variant,430,2024,65.026,male
medium_variant,430,2025,65.414,male
medium_variant,430,2026,65.789,male
medium_variant,430,2027,66.151,male
medium_variant,430,2028,66.499,male
medium_variant,430,2029,66.834,male
medium_variant,430,2030,67.155,male
medium_variant,430,2031,67.461,male
medium_variant,430,2032,67.754,male
medium_variant,430,2033,68.035,male
medium_variant,430,2034,68.305,male
medium_variant,430,2035,68.565,male
medium_variant,430,2036,68.818,male
medium_variant,430,2037,69.062,male
medium_variant,430,2038,69.301,male
medium_variant,430,2039,69.534,male
medium_variant,430,2040,69.762,male
medium_variant,430,2041,69.983,male
medium_variant,430,2042,70.197,male
medium_variant,430,2043,70.403,male
medium_variant,430,2044,70.603,male
medium_variant,430,2045,70.795,male
medium_variant,430,2046,70.982,male
medium_variant,430,2047,71.164,male
medium_variant,430,2048,71.342,male
medium_variant,430,2049,71.518,male
medium_variant,430,2050,71.692,male
medium_variant,430,2051,71.866,male
medium_variant,430,2052,72.04,male
medium_variant,430,2053,72.214,male
medium_variant,430,2054,72.388,male
medium_variant,430,2055,72.561,male
medium_variant,430,2056,72.733,male
medium_variant,430,2057,72.901,male
medium_variant,430,2058,73.066,male
medium_variant,430,2059,73.228,male
medium_variant,430,2060,73.388,male
medium_variant,430,2061,73.547,male
medium_variant,430,2062,73.706,male
medium_variant,430,2063,73.866,male
medium_variant,430,2064,74.028,male
medium_variant,430,2065,74.192,male
medium_variant,430,2066,74.358,male
medium_variant,430,2067,74.525,male
medium_variant,430,2068,74.692,male
medium_variant,430,2069,74.859,male
medium_variant,430,2070,75.026,male
medium_variant,430,2071,75.191,male
medium_variant,430,2072,75.356,male
medium_variant,430,2073,75.521,male
medium_variant,430,2074,75.685,male
medium_variant,430,2075,75.849,male
medium_variant,430,2076,76.014,male
medium_variant,430,2077,76.178,male
medium_variant,430,2078,76.344,male
medium_variant,430,2079,76.51,male
medium_variant,430,2080,76.678,male
medium_variant,430,2081,76.846,male
medium_variant,430,2082,77.015,male
medium_variant,430,2083,77.184,male
medium_variant,430,2084,77.354,male
medium_variant,430,2085,77.524,male
medium_variant,430,2086,77.694,male
medium_variant,430,2087,77.863,male
medium_variant,430,2088,78.032,male
medium_variant,430,2089,78.201,male
medium_variant,430,2090,78.371,male
medium_variant,430,2091,78.542,male
medium_variant,430,2092,78.714,male
medium_variant,430,2093,78.888,male
medium_variant,430,2094,79.064,male
medium_variant,430,2095,79.242,male
medium_variant,430,2096,79.422,male
medium_variant,430,2097,79.605,male
medium_variant,430,2098,79.791,male
medium_variant,430,2099,79.979,male
estimates,430,1950,35.531,female
estimates,430,1951,35.632,female
estimates,430,1952,35.83,female
estimates,430,1953,36.021,female
estimates,430,1954,36.204,female
estimates,430,1955,36.381,female
estimates,430,1956,36.551,female
estimates,430,1957,36.719,female
estimates,430,1958,36.886,female
estimates,430,1959,37.062,female
estimates,430,1960,37.254,female
estimates,430,1961,37.471,female
estimates,430,1962,37.722,female
estimates,430,1963,38.016,female
estimates,430,1964,38.356,female
estimates,430,1965,38.741,female
estimates,430,1966,39.167,female
estimates,430,1967,39.624,female
estimates,430,1968,40.109,female
estimates,430,1969,40.619,female
estimates,430,1970,41.165,female
estimates,430,1971,41.76,female
estimates,430,1972,42.408,female
estimates,430,1973,43.104,female
estimates,430,1974,43.837,female
estimates,430,1975,44.588,female
estimates,430,1976,45.34,female
estimates,430,1977,46.069,female
estimates,430,1978,46.752,female
estimates,430,1979,47.372,female
estimates,430,1980,47.909,female
estimates,430,1981,48.352,female
estimates,430,1982,48.708,female
estimates,430,1983,48.984,female
estimates,430,1984,49.189,female
estimates,430,1985,49.322,female
estimates,430,1986,49.382,female
estimates,430,1987,49.387,female
estimates,430,1988,49.364,female
estimates,430,1989,49.346,female
estimates,430,1990,49.389,female
estimates,430,1991,49.555,female
estimates,430,1992,49.868,female
estimates,430,1993,50.325,female
estimates,430,1994,50.906,female
estimates,430,1995,51.535,female
estimates,430,1996,52.113,female
estimates,430,1997,52.565,female
estimates,430,1998,52.858,female
estimates,430,1999,53.008,female
estimates,430,2000,53.096,female
estimates,430,2001,53.244,female
estimates,430,2002,53.563,female
estimates,430,2003,54.12,female
estimates,430,2004,54.919,female
estimates,430,2005,55.91,female
estimates,430,2006,57.002,female
estimates,430,2007,58.075,female
estimates,430,2008,59.036,female
estimates,430,2009,59.849,female
estimates,430,2010,60.508,female
estimates,430,2011,61.04,female
estimates,430,2012,61.512,female
estimates,430,2013,61.979,female
estimates,430,2014,62.457,female
estimates,430,2015,62.958,female
medium_variant,430,2015,62.958,female
medium_variant,430,2016,63.481,female
medium_variant,430,2017,64.009,female
medium_variant,430,2018,64.529,female
medium_variant,430,2019,65.04,female
medium_variant,430,2020,65.54,female
medium_variant,430,2021,66.028,female
medium_variant,430,2022,66.504,female
medium_variant,430,2023,66.968,female
medium_variant,430,2024,67.419,female
medium_variant,430,2025,67.858,female
medium_variant,430,2026,68.284,female
medium_variant,430,2027,68.697,female
medium_variant,430,2028,69.098,female
medium_variant,430,2029,69.486,female
medium_variant,430,2030,69.862,female
medium_variant,430,2031,70.225,female
medium_variant,430,2032,70.577,female
medium_variant,430,2033,70.917,female
medium_variant,430,2034,71.246,female
medium_variant,430,2035,71.564,female
medium_variant,430,2036,71.873,female
medium_variant,430,2037,72.172,female
medium_variant,430,2038,72.462,female
medium_variant,430,2039,72.744,female
medium_variant,430,2040,73.019,female
medium_variant,430,2041,73.287,female
medium_variant,430,2042,73.549,female
medium_variant,430,2043,73.804,female
medium_variant,430,2044,74.053,female
medium_variant,430,2045,74.297,female
medium_variant,430,2046,74.536,female
medium_variant,430,2047,74.77,female
medium_variant,430,2048,74.997,female
medium_variant,430,2049,75.22,female
medium_variant,430,2050,75.439,female
medium_variant,430,2051,75.652,female
medium_variant,430,2052,75.862,female
medium_variant,430,2053,76.068,female
medium_variant,430,2054,76.27,female
medium_variant,430,2055,76.467,female
medium_variant,430,2056,76.66,female
medium_variant,430,2057,76.847,female
medium_variant,430,2058,77.03,female
medium_variant,430,2059,77.207,female
medium_variant,430,2060,77.381,female
medium_variant,430,2061,77.553,female
medium_variant,430,2062,77.722,female
medium_variant,430,2063,77.891,female
medium_variant,430,2064,78.059,female
medium_variant,430,2065,78.227,female
medium_variant,430,2066,78.393,female
medium_variant,430,2067,78.558,female
medium_variant,430,2068,78.72,female
medium_variant,430,2069,78.88,female
medium_variant,430,2070,79.038,female
medium_variant,430,2071,79.193,female
medium_variant,430,2072,79.345,female
medium_variant,430,2073,79.496,female
medium_variant,430,2074,79.646,female
medium_variant,430,2075,79.794,female
medium_variant,430,2076,79.942,female
medium_variant,430,2077,80.089,female
medium_variant,430,2078,80.236,female
medium_variant,430,2079,80.383,female
medium_variant,430,2080,80.529,female
medium_variant,430,2081,80.674,female
medium_variant,430,2082,80.818,female
medium_variant,430,2083,80.96,female
medium_variant,430,2084,81.101,female
medium_variant,430,2085,81.24,female
medium_variant,430,2086,81.377,female
medium_variant,430,2087,81.514,female
medium_variant,430,2088,81.65,female
medium_variant,430,2089,81.785,female
medium_variant,430,2090,81.919,female
medium_variant,430,2091,82.052,female
medium_variant,430,2092,82.185,female
medium_variant,430,2093,82.316,female
medium_variant,430,2094,82.446,female
medium_variant,430,2095,82.575,female
medium_variant,430,2096,82.702,female
medium_variant,430,2097,82.829,female
medium_variant,430,2098,82.953,female
medium_variant,430,2099,83.077,female
