variant,country,year,lifeexpectancyatbirth,gender
estimates,638,1950,42.707,male
estimates,638,1951,43.276,male
estimates,638,1952,44.397,male
estimates,638,1953,45.48,male
estimates,638,1954,46.525,male
estimates,638,1955,47.532,male
estimates,638,1956,48.501,male
estimates,638,1957,49.433,male
estimates,638,1958,50.33,male
estimates,638,1959,51.192,male
estimates,638,1960,52.023,male
estimates,638,1961,52.825,male
estimates,638,1962,53.602,male
estimates,638,1963,54.355,male
estimates,638,1964,55.089,male
estimates,638,1965,55.803,male
estimates,638,1966,56.499,male
estimates,638,1967,57.174,male
estimates,638,1968,57.829,male
estimates,638,1969,58.466,male
estimates,638,1970,59.084,male
estimates,638,1971,59.685,male
estimates,638,1972,60.269,male
estimates,638,1973,60.838,male
estimates,638,1974,61.393,male
estimates,638,1975,61.935,male
estimates,638,1976,62.463,male
estimates,638,1977,62.978,male
estimates,638,1978,63.481,male
estimates,638,1979,63.972,male
estimates,638,1980,64.451,male
estimates,638,1981,64.918,male
estimates,638,1982,65.375,male
estimates,638,1983,65.82,male
estimates,638,1984,66.256,male
estimates,638,1985,66.682,male
estimates,638,1986,67.099,male
estimates,638,1987,67.507,male
estimates,638,1988,67.907,male
estimates,638,1989,68.299,male
estimates,638,1990,68.684,male
estimates,638,1991,69.062,male
estimates,638,1992,69.433,male
estimates,638,1993,69.798,male
estimates,638,1994,70.157,male
estimates,638,1995,70.509,male
estimates,638,1996,70.856,male
estimates,638,1997,71.196,male
estimates,638,1998,71.531,male
estimates,638,1999,71.861,male
estimates,638,2000,72.184,male
estimates,638,2001,72.502,male
estimates,638,2002,72.814,male
estimates,638,2003,73.12,male
estimates,638,2004,73.423,male
estimates,638,2005,73.724,male
estimates,638,2006,74.028,male
estimates,638,2007,74.336,male
estimates,638,2008,74.646,male
estimates,638,2009,74.96,male
estimates,638,2010,75.272,male
estimates,638,2011,75.58,male
estimates,638,2012,75.878,male
estimates,638,2013,76.164,male
estimates,638,2014,76.439,male
estimates,638,2015,76.702,male
medium_variant,638,2015,76.702,male
medium_variant,638,2016,76.958,male
medium_variant,638,2017,77.209,male
medium_variant,638,2018,77.46,male
medium_variant,638,2019,77.712,male
medium_variant,638,2020,77.966,male
medium_variant,638,2021,78.222,male
medium_variant,638,2022,78.48,male
medium_variant,638,2023,78.737,male
medium_variant,638,2024,78.99,male
medium_variant,638,2025,79.239,male
medium_variant,638,2026,79.481,male
medium_variant,638,2027,79.714,male
medium_variant,638,2028,79.937,male
medium_variant,638,2029,80.149,male
medium_variant,638,2030,80.35,male
medium_variant,638,2031,80.539,male
medium_variant,638,2032,80.718,male
medium_variant,638,2033,80.889,male
medium_variant,638,2034,81.053,male
medium_variant,638,2035,81.211,male
medium_variant,638,2036,81.364,male
medium_variant,638,2037,81.513,male
medium_variant,638,2038,81.658,male
medium_variant,638,2039,81.802,male
medium_variant,638,2040,81.943,male
medium_variant,638,2041,82.084,male
medium_variant,638,2042,82.223,male
medium_variant,638,2043,82.36,male
medium_variant,638,2044,82.497,male
medium_variant,638,2045,82.633,male
medium_variant,638,2046,82.769,male
medium_variant,638,2047,82.905,male
medium_variant,638,2048,83.041,male
medium_variant,638,2049,83.177,male
medium_variant,638,2050,83.313,male
medium_variant,638,2051,83.448,male
medium_variant,638,2052,83.582,male
medium_variant,638,2053,83.714,male
medium_variant,638,2054,83.844,male
medium_variant,638,2055,83.973,male
medium_variant,638,2056,84.101,male
medium_variant,638,2057,84.229,male
medium_variant,638,2058,84.356,male
medium_variant,638,2059,84.484,male
medium_variant,638,2060,84.612,male
medium_variant,638,2061,84.739,male
medium_variant,638,2062,84.866,male
medium_variant,638,2063,84.992,male
medium_variant,638,2064,85.117,male
medium_variant,638,2065,85.242,male
medium_variant,638,2066,85.366,male
medium_variant,638,2067,85.489,male
medium_variant,638,2068,85.613,male
medium_variant,638,2069,85.737,male
medium_variant,638,2070,85.861,male
medium_variant,638,2071,85.985,male
medium_variant,638,2072,86.109,male
medium_variant,638,2073,86.232,male
medium_variant,638,2074,86.355,male
medium_variant,638,2075,86.477,male
medium_variant,638,2076,86.599,male
medium_variant,638,2077,86.719,male
medium_variant,638,2078,86.839,male
medium_variant,638,2079,86.958,male
medium_variant,638,2080,87.077,male
medium_variant,638,2081,87.194,male
medium_variant,638,2082,87.312,male
medium_variant,638,2083,87.429,male
medium_variant,638,2084,87.547,male
medium_variant,638,2085,87.664,male
medium_variant,638,2086,87.783,male
medium_variant,638,2087,87.902,male
medium_variant,638,2088,88.021,male
medium_variant,638,2089,88.141,male
medium_variant,638,2090,88.261,male
medium_variant,638,2091,88.381,male
medium_variant,638,2092,88.5,male
medium_variant,638,2093,88.619,male
