variant,country,year,lifeexpectancyatbirth,gender
estimates,218,1950,46.346,male
estimates,218,1951,46.6,male
estimates,218,1952,47.121,male
estimates,218,1953,47.664,male
estimates,218,1954,48.231,male
estimates,218,1955,48.821,male
estimates,218,1956,49.431,male
estimates,218,1957,50.057,male
estimates,218,1958,50.695,male
estimates,218,1959,51.331,male
estimates,218,1960,51.955,male
estimates,218,1961,52.552,male
estimates,218,1962,53.109,male
estimates,218,1963,53.618,male
estimates,218,1964,54.079,male
estimates,218,1965,54.494,male
estimates,218,1966,54.873,male
estimates,218,1967,55.233,male
estimates,218,1968,55.59,male
estimates,218,1969,55.954,male
estimates,218,1970,56.335,male
estimates,218,1971,56.74,male
estimates,218,1972,57.166,male
estimates,218,1973,57.612,male
estimates,218,1974,58.08,male
estimates,218,1975,58.567,male
estimates,218,1976,59.072,male
estimates,218,1977,59.589,male
estimates,218,1978,60.113,male
estimates,218,1979,60.643,male
estimates,218,1980,61.18,male
estimates,218,1981,61.726,male
estimates,218,1982,62.283,male
estimates,218,1983,62.849,male
estimates,218,1984,63.42,male
estimates,218,1985,63.989,male
estimates,218,1986,64.55,male
estimates,218,1987,65.096,male
estimates,218,1988,65.622,male
estimates,218,1989,66.122,male
estimates,218,1990,66.59,male
estimates,218,1991,67.024,male
estimates,218,1992,67.427,male
estimates,218,1993,67.802,male
estimates,218,1994,68.151,male
estimates,218,1995,68.48,male
estimates,218,1996,68.794,male
estimates,218,1997,69.097,male
estimates,218,1998,69.394,male
estimates,218,1999,69.685,male
estimates,218,2000,69.971,male
estimates,218,2001,70.248,male
estimates,218,2002,70.512,male
estimates,218,2003,70.76,male
estimates,218,2004,70.995,male
estimates,218,2005,71.217,male
estimates,218,2006,71.43,male
estimates,218,2007,71.639,male
estimates,218,2008,71.846,male
estimates,218,2009,72.056,male
estimates,218,2010,72.269,male
estimates,218,2011,72.489,male
estimates,218,2012,72.712,male
estimates,218,2013,72.939,male
estimates,218,2014,73.169,male
estimates,218,2015,73.402,male
medium_variant,218,2015,73.402,male
medium_variant,218,2016,73.636,male
medium_variant,218,2017,73.869,male
medium_variant,218,2018,74.102,male
medium_variant,218,2019,74.332,male
medium_variant,218,2020,74.56,male
medium_variant,218,2021,74.786,male
medium_variant,218,2022,75.009,male
medium_variant,218,2023,75.232,male
medium_variant,218,2024,75.453,male
medium_variant,218,2025,75.673,male
medium_variant,218,2026,75.893,male
medium_variant,218,2027,76.112,male
medium_variant,218,2028,76.33,male
medium_variant,218,2029,76.549,male
medium_variant,218,2030,76.767,male
medium_variant,218,2031,76.984,male
medium_variant,218,2032,77.201,male
medium_variant,218,2033,77.417,male
medium_variant,218,2034,77.633,male
medium_variant,218,2035,77.849,male
medium_variant,218,2036,78.066,male
medium_variant,218,2037,78.284,male
medium_variant,218,2038,78.503,male
medium_variant,218,2039,78.722,male
medium_variant,218,2040,78.942,male
medium_variant,218,2041,79.161,male
medium_variant,218,2042,79.379,male
medium_variant,218,2043,79.596,male
medium_variant,218,2044,79.811,male
medium_variant,218,2045,80.025,male
medium_variant,218,2046,80.238,male
medium_variant,218,2047,80.451,male
medium_variant,218,2048,80.663,male
medium_variant,218,2049,80.874,male
medium_variant,218,2050,81.083,male
medium_variant,218,2051,81.289,male
medium_variant,218,2052,81.49,male
medium_variant,218,2053,81.686,male
medium_variant,218,2054,81.876,male
medium_variant,218,2055,82.06,male
medium_variant,218,2056,82.238,male
medium_variant,218,2057,82.41,male
medium_variant,218,2058,82.577,male
medium_variant,218,2059,82.739,male
medium_variant,218,2060,82.897,male
medium_variant,218,2061,83.05,male
medium_variant,218,2062,83.2,male
medium_variant,218,2063,83.346,male
medium_variant,218,2064,83.488,male
medium_variant,218,2065,83.627,male
medium_variant,218,2066,83.763,male
medium_variant,218,2067,83.896,male
medium_variant,218,2068,84.027,male
medium_variant,218,2069,84.155,male
medium_variant,218,2070,84.282,male
medium_variant,218,2071,84.407,male
medium_variant,218,2072,84.532,male
medium_variant,218,2073,84.655,male
medium_variant,218,2074,84.779,male
medium_variant,218,2075,84.901,male
medium_variant,218,2076,85.021,male
medium_variant,218,2077,85.139,male
medium_variant,218,2078,85.256,male
medium_variant,218,2079,85.37,male
medium_variant,218,2080,85.483,male
medium_variant,218,2081,85.595,male
medium_variant,218,2082,85.707,male
medium_variant,218,2083,85.819,male
medium_variant,218,2084,85.932,male
medium_variant,218,2085,86.045,male
medium_variant,218,2086,86.159,male
medium_variant,218,2087,86.272,male
medium_variant,218,2088,86.386,male
medium_variant,218,2089,86.498,male
medium_variant,218,2090,86.611,male
medium_variant,218,2091,86.723,male
medium_variant,218,2092,86.835,male
medium_variant,218,2093,86.946,male
medium_variant,218,2094,87.058,male
medium_variant,218,2095,87.17,male
medium_variant,218,2096,87.282,male
medium_variant,218,2097,87.394,male
medium_variant,218,2098,87.506,male
medium_variant,218,2099,87.618,male
estimates,218,1950,48.82,female
estimates,218,1951,49.081,female
estimates,218,1952,49.615,female
estimates,218,1953,50.171,female
estimates,218,1954,50.75,female
estimates,218,1955,51.35,female
estimates,218,1956,51.97,female
estimates,218,1957,52.606,female
estimates,218,1958,53.254,female
estimates,218,1959,53.901,female
estimates,218,1960,54.538,female
estimates,218,1961,55.152,female
estimates,218,1962,55.73,female
estimates,218,1963,56.267,female
estimates,218,1964,56.761,female
estimates,218,1965,57.214,female
estimates,218,1966,57.633,female
estimates,218,1967,58.035,female
estimates,218,1968,58.434,female
estimates,218,1969,58.844,female
estimates,218,1970,59.277,female
estimates,218,1971,59.742,female
estimates,218,1972,60.242,female
estimates,218,1973,60.776,female
estimates,218,1974,61.344,female
estimates,218,1975,61.941,female
estimates,218,1976,62.56,female
estimates,218,1977,63.192,female
estimates,218,1978,63.828,female
estimates,218,1979,64.464,female
estimates,218,1980,65.1,female
estimates,218,1981,65.74,female
estimates,218,1982,66.388,female
estimates,218,1983,67.046,female
estimates,218,1984,67.709,female
estimates,218,1985,68.373,female
estimates,218,1986,69.034,female
estimates,218,1987,69.684,female
estimates,218,1988,70.319,female
estimates,218,1989,70.932,female
estimates,218,1990,71.521,female
estimates,218,1991,72.086,female
estimates,218,1992,72.627,female
estimates,218,1993,73.146,female
estimates,218,1994,73.641,female
estimates,218,1995,74.111,female
estimates,218,1996,74.556,female
estimates,218,1997,74.975,female
estimates,218,1998,75.368,female
estimates,218,1999,75.733,female
estimates,218,2000,76.066,female
estimates,218,2001,76.362,female
estimates,218,2002,76.621,female
estimates,218,2003,76.844,female
estimates,218,2004,77.037,female
estimates,218,2005,77.206,female
estimates,218,2006,77.356,female
estimates,218,2007,77.497,female
estimates,218,2008,77.636,female
estimates,218,2009,77.781,female
estimates,218,2010,77.936,female
estimates,218,2011,78.107,female
