variant,country,year,lifeexpectancyatbirth,gender
estimates,462,1950,33.728,male
estimates,462,1951,33.779,male
estimates,462,1952,33.913,male
estimates,462,1953,34.111,male
estimates,462,1954,34.373,male
estimates,462,1955,34.697,male
estimates,462,1956,35.085,male
estimates,462,1957,35.533,male
estimates,462,1958,36.039,male
estimates,462,1959,36.598,male
estimates,462,1960,37.204,male
estimates,462,1961,37.851,male
estimates,462,1962,38.529,male
estimates,462,1963,39.232,male
estimates,462,1964,39.953,male
estimates,462,1965,40.688,male
estimates,462,1966,41.433,male
estimates,462,1967,42.193,male
estimates,462,1968,42.969,male
estimates,462,1969,43.763,male
estimates,462,1970,44.58,male
estimates,462,1971,45.423,male
estimates,462,1972,46.296,male
estimates,462,1973,47.2,male
estimates,462,1974,48.13,male
estimates,462,1975,49.088,male
estimates,462,1976,50.074,male
estimates,462,1977,51.079,male
estimates,462,1978,52.092,male
estimates,462,1979,53.103,male
estimates,462,1980,54.094,male
estimates,462,1981,55.049,male
estimates,462,1982,55.961,male
estimates,462,1983,56.824,male
estimates,462,1984,57.636,male
estimates,462,1985,58.397,male
estimates,462,1986,59.112,male
estimates,462,1987,59.795,male
estimates,462,1988,60.459,male
estimates,462,1989,61.116,male
estimates,462,1990,61.776,male
estimates,462,1991,62.447,male
estimates,462,1992,63.132,male
estimates,462,1993,63.832,male
estimates,462,1994,64.551,male
estimates,462,1995,65.291,male
estimates,462,1996,66.051,male
estimates,462,1997,66.825,male
estimates,462,1998,67.606,male
estimates,462,1999,68.39,male
estimates,462,2000,69.178,male
estimates,462,2001,69.976,male
estimates,462,2002,70.78,male
estimates,462,2003,71.577,male
estimates,462,2004,72.351,male
estimates,462,2005,73.069,male
estimates,462,2006,73.696,male
estimates,462,2007,74.214,male
estimates,462,2008,74.619,male
estimates,462,2009,74.918,male
estimates,462,2010,75.133,male
estimates,462,2011,75.299,male
estimates,462,2012,75.455,male
estimates,462,2013,75.634,male
estimates,462,2014,75.851,male
estimates,462,2015,76.111,male
medium_variant,462,2015,76.111,male
medium_variant,462,2016,76.405,male
medium_variant,462,2017,76.711,male
medium_variant,462,2018,77.011,male
medium_variant,462,2019,77.299,male
medium_variant,462,2020,77.573,male
medium_variant,462,2021,77.833,male
medium_variant,462,2022,78.084,male
medium_variant,462,2023,78.332,male
medium_variant,462,2024,78.576,male
medium_variant,462,2025,78.816,male
medium_variant,462,2026,79.053,male
medium_variant,462,2027,79.287,male
medium_variant,462,2028,79.516,male
medium_variant,462,2029,79.741,male
medium_variant,462,2030,79.963,male
medium_variant,462,2031,80.181,male
medium_variant,462,2032,80.396,male
medium_variant,462,2033,80.608,male
medium_variant,462,2034,80.819,male
medium_variant,462,2035,81.027,male
medium_variant,462,2036,81.235,male
medium_variant,462,2037,81.442,male
medium_variant,462,2038,81.647,male
medium_variant,462,2039,81.851,male
medium_variant,462,2040,82.054,male
medium_variant,462,2041,82.255,male
medium_variant,462,2042,82.454,male
medium_variant,462,2043,82.649,male
medium_variant,462,2044,82.842,male
medium_variant,462,2045,83.03,male
medium_variant,462,2046,83.214,male
medium_variant,462,2047,83.394,male
medium_variant,462,2048,83.569,male
medium_variant,462,2049,83.74,male
medium_variant,462,2050,83.907,male
medium_variant,462,2051,84.069,male
medium_variant,462,2052,84.227,male
medium_variant,462,2053,84.38,male
medium_variant,462,2054,84.53,male
medium_variant,462,2055,84.676,male
medium_variant,462,2056,84.817,male
medium_variant,462,2057,84.954,male
