variant,country,year,lifeexpectancyatbirth,gender
estimates,140,1950,31.238,male
estimates,140,1951,31.437,male
estimates,140,1952,31.834,male
estimates,140,1953,32.229,male
estimates,140,1954,32.622,male
estimates,140,1955,33.012,male
estimates,140,1956,33.4,male
estimates,140,1957,33.786,male
estimates,140,1958,34.172,male
estimates,140,1959,34.558,male
estimates,140,1960,34.948,male
estimates,140,1961,35.344,male
estimates,140,1962,35.75,male
estimates,140,1963,36.174,male
estimates,140,1964,36.62,male
estimates,140,1965,37.1,male
estimates,140,1966,37.623,male
estimates,140,1967,38.191,male
estimates,140,1968,38.803,male
estimates,140,1969,39.457,male
estimates,140,1970,40.152,male
estimates,140,1971,40.887,male
estimates,140,1972,41.649,male
estimates,140,1973,42.421,male
estimates,140,1974,43.184,male
estimates,140,1975,43.919,male
estimates,140,1976,44.608,male
estimates,140,1977,45.239,male
estimates,140,1978,45.8,male
estimates,140,1979,46.281,male
estimates,140,1980,46.675,male
estimates,140,1981,46.981,male
estimates,140,1982,47.21,male
estimates,140,1983,47.368,male
estimates,140,1984,47.459,male
estimates,140,1985,47.482,male
estimates,140,1986,47.434,male
estimates,140,1987,47.317,male
estimates,140,1988,47.136,male
estimates,140,1989,46.897,male
estimates,140,1990,46.602,male
estimates,140,1991,46.252,male
estimates,140,1992,45.853,male
estimates,140,1993,45.42,male
estimates,140,1994,44.969,male
estimates,140,1995,44.514,male
estimates,140,1996,44.064,male
estimates,140,1997,43.633,male
estimates,140,1998,43.24,male
estimates,140,1999,42.908,male
estimates,140,2000,42.666,male
estimates,140,2001,42.537,male
estimates,140,2002,42.529,male
estimates,140,2003,42.645,male
estimates,140,2004,42.883,male
estimates,140,2005,43.236,male
estimates,140,2006,43.692,male
estimates,140,2007,44.225,male
estimates,140,2008,44.81,male
estimates,140,2009,45.432,male
estimates,140,2010,46.081,male
estimates,140,2011,46.756,male
estimates,140,2012,47.458,male
estimates,140,2013,48.182,male
estimates,140,2014,48.913,male
estimates,140,2015,49.632,male
medium_variant,140,2015,49.632,male
medium_variant,140,2016,50.323,male
medium_variant,140,2017,50.974,male
medium_variant,140,2018,51.581,male
medium_variant,140,2019,52.139,male
medium_variant,140,2020,52.652,male
medium_variant,140,2021,53.128,male
medium_variant,140,2022,53.582,male
medium_variant,140,2023,54.028,male
medium_variant,140,2024,54.471,male
medium_variant,140,2025,54.917,male
medium_variant,140,2026,55.366,male
medium_variant,140,2027,55.815,male
medium_variant,140,2028,56.261,male
medium_variant,140,2029,56.703,male
medium_variant,140,2030,57.141,male
medium_variant,140,2031,57.574,male
medium_variant,140,2032,58.001,male
medium_variant,140,2033,58.422,male
medium_variant,140,2034,58.835,male
medium_variant,140,2035,59.241,male
medium_variant,140,2036,59.64,male
medium_variant,140,2037,60.031,male
medium_variant,140,2038,60.417,male
medium_variant,140,2039,60.795,male
medium_variant,140,2040,61.168,male
medium_variant,140,2041,61.533,male
medium_variant,140,2042,61.892,male
medium_variant,140,2043,62.245,male
medium_variant,140,2044,62.594,male
medium_variant,140,2045,62.939,male
medium_variant,140,2046,63.284,male
medium_variant,140,2047,63.63,male
medium_variant,140,2048,63.976,male
medium_variant,140,2049,64.323,male
medium_variant,140,2050,64.67,male
medium_variant,140,2051,65.016,male
medium_variant,140,2052,65.36,male
medium_variant,140,2053,65.698,male
medium_variant,140,2054,66.03,male
medium_variant,140,2055,66.354,male
medium_variant,140,2056,66.671,male
medium_variant,140,2057,66.981,male
medium_variant,140,2058,67.285,male
medium_variant,140,2059,67.581,male
medium_variant,140,2060,67.871,male
medium_variant,140,2061,68.155,male
medium_variant,140,2062,68.433,male
medium_variant,140,2063,68.705,male
medium_variant,140,2064,68.971,male
medium_variant,140,2065,69.23,male
medium_variant,140,2066,69.481,male
medium_variant,140,2067,69.722,male
medium_variant,140,2068,69.954,male
medium_variant,140,2069,70.177,male
medium_variant,140,2070,70.391,male
medium_variant,140,2071,70.597,male
medium_variant,140,2072,70.797,male
medium_variant,140,2073,70.993,male
medium_variant,140,2074,71.185,male
medium_variant,140,2075,71.375,male
medium_variant,140,2076,71.564,male
medium_variant,140,2077,71.751,male
medium_variant,140,2078,71.938,male
medium_variant,140,2079,72.124,male
medium_variant,140,2080,72.309,male
medium_variant,140,2081,72.495,male
medium_variant,140,2082,72.68,male
medium_variant,140,2083,72.863,male
medium_variant,140,2084,73.046,male
medium_variant,140,2085,73.227,male
