variant,country,year,lifeexpectancyatbirth,gender
estimates,531,1950,56.971,male
estimates,531,1951,57.549,male
estimates,531,1952,58.653,male
estimates,531,1953,59.657,male
estimates,531,1954,60.561,male
estimates,531,1955,61.366,male
estimates,531,1956,62.073,male
estimates,531,1957,62.687,male
estimates,531,1958,63.213,male
estimates,531,1959,63.664,male
estimates,531,1960,64.054,male
estimates,531,1961,64.398,male
estimates,531,1962,64.714,male
estimates,531,1963,65.017,male
estimates,531,1964,65.317,male
estimates,531,1965,65.617,male
estimates,531,1966,65.909,male
estimates,531,1967,66.185,male
estimates,531,1968,66.441,male
estimates,531,1969,66.683,male
estimates,531,1970,66.925,male
estimates,531,1971,67.182,male
estimates,531,1972,67.466,male
estimates,531,1973,67.783,male
estimates,531,1974,68.131,male
estimates,531,1975,68.504,male
estimates,531,1976,68.891,male
estimates,531,1977,69.277,male
estimates,531,1978,69.644,male
estimates,531,1979,69.983,male
estimates,531,1980,70.286,male
estimates,531,1981,70.549,male
estimates,531,1982,70.775,male
estimates,531,1983,70.968,male
estimates,531,1984,71.128,male
estimates,531,1985,71.256,male
estimates,531,1986,71.355,male
estimates,531,1987,71.428,male
estimates,531,1988,71.479,male
estimates,531,1989,71.51,male
estimates,531,1990,71.522,male
estimates,531,1991,71.511,male
estimates,531,1992,71.477,male
estimates,531,1993,71.424,male
estimates,531,1994,71.358,male
estimates,531,1995,71.283,male
estimates,531,1996,71.204,male
estimates,531,1997,71.126,male
estimates,531,1998,71.062,male
estimates,531,1999,71.02,male
estimates,531,2000,71.016,male
estimates,531,2001,71.062,male
estimates,531,2002,71.162,male
estimates,531,2003,71.317,male
estimates,531,2004,71.527,male
estimates,531,2005,71.791,male
estimates,531,2006,72.107,male
estimates,531,2007,72.462,male
estimates,531,2008,72.84,male
estimates,531,2009,73.227,male
estimates,531,2010,73.607,male
estimates,531,2011,73.963,male
estimates,531,2012,74.288,male
estimates,531,2013,74.58,male
estimates,531,2014,74.834,male
estimates,531,2015,75.055,male
medium_variant,531,2015,75.055,male
medium_variant,531,2016,75.248,male
medium_variant,531,2017,75.428,male
medium_variant,531,2018,75.606,male
medium_variant,531,2019,75.788,male
medium_variant,531,2020,75.976,male
medium_variant,531,2021,76.172,male
medium_variant,531,2022,76.37,male
medium_variant,531,2023,76.569,male
medium_variant,531,2024,76.769,male
medium_variant,531,2025,76.968,male
medium_variant,531,2026,77.168,male
medium_variant,531,2027,77.369,male
medium_variant,531,2028,77.57,male
medium_variant,531,2029,77.771,male
medium_variant,531,2030,77.973,male
medium_variant,531,2031,78.175,male
medium_variant,531,2032,78.379,male
medium_variant,531,2033,78.583,male
medium_variant,531,2034,78.789,male
medium_variant,531,2035,78.994,male
medium_variant,531,2036,79.201,male
medium_variant,531,2037,79.408,male
medium_variant,531,2038,79.616,male
medium_variant,531,2039,79.822,male
medium_variant,531,2040,80.027,male
medium_variant,531,2041,80.231,male
medium_variant,531,2042,80.432,male
medium_variant,531,2043,80.63,male
medium_variant,531,2044,80.825,male
medium_variant,531,2045,81.016,male
medium_variant,531,2046,81.202,male
medium_variant,531,2047,81.383,male
medium_variant,531,2048,81.56,male
medium_variant,531,2049,81.732,male
medium_variant,531,2050,81.899,male
medium_variant,531,2051,82.06,male
medium_variant,531,2052,82.216,male
medium_variant,531,2053,82.366,male
medium_variant,531,2054,82.512,male
medium_variant,531,2055,82.654,male
medium_variant,531,2056,82.792,male
medium_variant,531,2057,82.927,male
medium_variant,531,2058,83.06,male
medium_variant,531,2059,83.19,male
medium_variant,531,2060,83.318,male
medium_variant,531,2061,83.445,male
medium_variant,531,2062,83.57,male
medium_variant,531,2063,83.693,male
medium_variant,531,2064,83.814,male
medium_variant,531,2065,83.935,male
medium_variant,531,2066,84.055,male
medium_variant,531,2067,84.173,male
medium_variant,531,2068,84.291,male
medium_variant,531,2069,84.409,male
medium_variant,531,2070,84.525,male
medium_variant,531,2071,84.639,male
medium_variant,531,2072,84.753,male
medium_variant,531,2073,84.864,male
medium_variant,531,2074,84.974,male
medium_variant,531,2075,85.082,male
medium_variant,531,2076,85.19,male
medium_variant,531,2077,85.298,male
medium_variant,531,2078,85.406,male
medium_variant,531,2079,85.514,male
medium_variant,531,2080,85.624,male
medium_variant,531,2081,85.734,male
medium_variant,531,2082,85.846,male
medium_variant,531,2083,85.958,male
medium_variant,531,2084,86.07,male
medium_variant,531,2085,86.182,male
medium_variant,531,2086,86.293,male
medium_variant,531,2087,86.403,male
medium_variant,531,2088,86.511,male
medium_variant,531,2089,86.618,male
medium_variant,531,2090,86.723,male
medium_variant,531,2091,86.827,male
medium_variant,531,2092,86.93,male
medium_variant,531,2093,87.033,male
medium_variant,531,2094,87.136,male
medium_variant,531,2095,87.24,male
medium_variant,531,2096,87.343,male
medium_variant,531,2097,87.447,male
medium_variant,531,2098,87.552,male
medium_variant,531,2099,87.657,male
estimates,531,1950,60.554,female
estimates,531,1951,60.995,female
estimates,531,1952,61.854,female
estimates,531,1953,62.671,female
estimates,531,1954,63.444,female
estimates,531,1955,64.173,female
estimates,531,1956,64.859,female
estimates,531,1957,65.5,female
estimates,531,1958,66.097,female
estimates,531,1959,66.648,female
estimates,531,1960,67.153,female
estimates,531,1961,67.612,female
estimates,531,1962,68.029,female
estimates,531,1963,68.41,female
estimates,531,1964,68.767,female
estimates,531,1965,69.113,female
estimates,531,1966,69.462,female
estimates,531,1967,69.826,female
estimates,531,1968,70.211,female
estimates,531,1969,70.625,female
estimates,531,1970,71.071,female
estimates,531,1971,71.551,female
estimates,531,1972,72.053,female
estimates,531,1973,72.567,female
estimates,531,1974,73.083,female
estimates,531,1975,73.59,female
estimates,531,1976,74.078,female
estimates,531,1977,74.538,female
estimates,531,1978,74.965,female
estimates,531,1979,75.354,female
estimates,531,1980,75.703,female
estimates,531,1981,76.017,female
estimates,531,1982,76.3,female
estimates,531,1983,76.559,female
estimates,531,1984,76.793,female
estimates,531,1985,76.997,female
estimates,531,1986,77.165,female
estimates,531,1987,77.294,female
estimates,531,1988,77.384,female
estimates,531,1989,77.442,female
estimates,531,1990,77.475,female
estimates,531,1991,77.491,female
estimates,531,1992,77.503,female
estimates,531,1993,77.52,female
estimates,531,1994,77.551,female
estimates,531,1995,77.602,female
estimates,531,1996,77.678,female
estimates,531,1997,77.775,female
estimates,531,1998,77.891,female
estimates,531,1999,78.023,female
estimates,531,2000,78.168,female
estimates,531,2001,78.319,female
estimates,531,2002,78.473,female
estimates,531,2003,78.627,female
estimates,531,2004,78.782,female
estimates,531,2005,78.943,female
estimates,531,2006,79.121,female
estimates,531,2007,79.322,female
estimates,531,2008,79.546,female
estimates,531,2009,79.79,female
estimates,531,2010,80.045,female
estimates,531,2011,80.298,female
estimates,531,2012,80.538,female
estimates,531,2013,80.755,female
estimates,531,2014,80.946,female
estimates,531,2015,81.112,female
medium_variant,531,2015,81.112,female
medium_variant,531,2016,81.256,female
medium_variant,531,2017,81.389,female
medium_variant,531,2018,81.519,female
medium_variant,531,2019,81.649,female
medium_variant,531,2020,81.782,female
medium_variant,531,2021,81.917,female
medium_variant,531,2022,82.053,female
medium_variant,531,2023,82.189,female
medium_variant,531,2024,82.323,female
medium_variant,531,2025,82.457,female
medium_variant,531,2026,82.591,female
medium_variant,531,2027,82.725,female
medium_variant,531,2028,82.858,female
medium_variant,531,2029,82.99,female
medium_variant,531,2030,83.122,female
medium_variant,531,2031,83.254,female
medium_variant,531,2032,83.385,female
medium_variant,531,2033,83.515,female
medium_variant,531,2034,83.645,female
medium_variant,531,2035,83.773,female
medium_variant,531,2036,83.901,female
medium_variant,531,2037,84.028,female
medium_variant,531,2038,84.154,female
medium_variant,531,2039,84.28,female
medium_variant,531,2040,84.404,female
medium_variant,531,2041,84.527,female
medium_variant,531,2042,84.649,female
medium_variant,531,2043,84.769,female
medium_variant,531,2044,84.889,female
medium_variant,531,2045,85.007,female
medium_variant,531,2046,85.125,female
medium_variant,531,2047,85.242,female
medium_variant,531,2048,85.359,female
medium_variant,531,2049,85.477,female
medium_variant,531,2050,85.594,female
medium_variant,531,2051,85.713,female
medium_variant,531,2052,85.832,female
medium_variant,531,2053,85.951,female
medium_variant,531,2054,86.071,female
medium_variant,531,2055,86.191,female
medium_variant,531,2056,86.311,female
medium_variant,531,2057,86.43,female
medium_variant,531,2058,86.549,female
medium_variant,531,2059,86.666,female
medium_variant,531,2060,86.783,female
medium_variant,531,2061,86.899,female
medium_variant,531,2062,87.013,female
medium_variant,531,2063,87.127,female
medium_variant,531,2064,87.24,female
medium_variant,531,2065,87.352,female
medium_variant,531,2066,87.464,female
medium_variant,531,2067,87.574,female
medium_variant,531,2068,87.685,female
medium_variant,531,2069,87.794,female
medium_variant,531,2070,87.904,female
medium_variant,531,2071,88.015,female
medium_variant,531,2072,88.126,female
medium_variant,531,2073,88.239,female
medium_variant,531,2074,88.352,female
medium_variant,531,2075,88.465,female
medium_variant,531,2076,88.578,female
medium_variant,531,2077,88.692,female
medium_variant,531,2078,88.804,female
medium_variant,531,2079,88.915,female
medium_variant,531,2080,89.026,female
medium_variant,531,2081,89.136,female
medium_variant,531,2082,89.247,female
medium_variant,531,2083,89.358,female
medium_variant,531,2084,89.469,female
medium_variant,531,2085,89.581,female
medium_variant,531,2086,89.692,female
medium_variant,531,2087,89.803,female
medium_variant,531,2088,89.913,female
medium_variant,531,2089,90.022,female
medium_variant,531,2090,90.131,female
medium_variant,531,2091,90.239,female
medium_variant,531,2092,90.347,female
medium_variant,531,2093,90.455,female
medium_variant,531,2094,90.564,female
medium_variant,531,2095,90.673,female
medium_variant,531,2096,90.783,female
medium_variant,531,2097,90.894,female
medium_variant,531,2098,91.005,female
medium_variant,531,2099,91.117,female
