variant,continent,year,totaldeaths
estimates,935,1950,33703.863
estimates,935,1951,33534.99
estimates,935,1952,33247.148
estimates,935,1953,33059.114
estimates,935,1954,32970.902
estimates,935,1955,32978.905
estimates,935,1956,33070.81
estimates,935,1957,33230.389
estimates,935,1958,33426.08
estimates,935,1959,33602.296
estimates,935,1960,33696.493
estimates,935,1961,33646.39
estimates,935,1962,33396.209
estimates,935,1963,32919.789
estimates,935,1964,32231.744
estimates,935,1965,31387.087
estimates,935,1966,30470.87
estimates,935,1967,29583.344
estimates,935,1968,28803.182
estimates,935,1969,28166.113
estimates,935,1970,27677.943
estimates,935,1971,27312.074
estimates,935,1972,27009.38
estimates,935,1973,26725.081
estimates,935,1974,26449.702
estimates,935,1975,26185.642
estimates,935,1976,25946.338
estimates,935,1977,25753.055
estimates,935,1978,25620.384
estimates,935,1979,25549.74
estimates,935,1980,25541.422
estimates,935,1981,25592.144
estimates,935,1982,25688.626
estimates,935,1983,25815.594
estimates,935,1984,25960.577
estimates,935,1985,26109.165
estimates,935,1986,26248.715
estimates,935,1987,26373.463
estimates,935,1988,26479.724
estimates,935,1989,26564.586
estimates,935,1990,26629.808
estimates,935,1991,26681.643
estimates,935,1992,26730.24
estimates,935,1993,26783.45
estimates,935,1994,26843.805
estimates,935,1995,26909.171
estimates,935,1996,26974.251
estimates,935,1997,27034.672
estimates,935,1998,27089.69
estimates,935,1999,27143.103
estimates,935,2000,27201.852
estimates,935,2001,27274.582
estimates,935,2002,27369.527
estimates,935,2003,27493.041
estimates,935,2004,27648.374
estimates,935,2005,27835.02
estimates,935,2006,28049.043
estimates,935,2007,28284.304
estimates,935,2008,28536.871
estimates,935,2009,28806.95
estimates,935,2010,29096.987
estimates,935,2011,29411.022
estimates,935,2012,29753.286
estimates,935,2013,30126.521
estimates,935,2014,30531.184
estimates,935,2015,30966.181
medium_variant,935,2015,30966.181
medium_variant,935,2016,31429.011
medium_variant,935,2017,31915.919
medium_variant,935,2018,32423.872
medium_variant,935,2019,32951.577
medium_variant,935,2020,33499.03
medium_variant,935,2021,34067.326
medium_variant,935,2022,34658.036
medium_variant,935,2023,35271.883
medium_variant,935,2024,35908.234
medium_variant,935,2025,36566.312
medium_variant,935,2026,37245.157
medium_variant,935,2027,37943.08
medium_variant,935,2028,38658.243
medium_variant,935,2029,39389.061
medium_variant,935,2030,40135.712
medium_variant,935,2031,40899.364
medium_variant,935,2032,41679.679
medium_variant,935,2033,42474.519
medium_variant,935,2034,43280.214
medium_variant,935,2035,44092.787
medium_variant,935,2036,44908.33
medium_variant,935,2037,45722.837
medium_variant,935,2038,46532.127
medium_variant,935,2039,47332.367
medium_variant,935,2040,48121.234
medium_variant,935,2041,48898.171
medium_variant,935,2042,49664.103
medium_variant,935,2043,50418.969
medium_variant,935,2044,51160.978
medium_variant,935,2045,51888.541
medium_variant,935,2046,52600.446
medium_variant,935,2047,53295.729
medium_variant,935,2048,53973.221
medium_variant,935,2049,54631.47
medium_variant,935,2050,55269.498
medium_variant,935,2051,55886.876
medium_variant,935,2052,56483.697
medium_variant,935,2053,57059.735
medium_variant,935,2054,57614.255
medium_variant,935,2055,58146.345
medium_variant,935,2056,58655.229
medium_variant,935,2057,59140.729
medium_variant,935,2058,59602.9
medium_variant,935,2059,60041.871
medium_variant,935,2060,60457.89
medium_variant,935,2061,60851.452
medium_variant,935,2062,61223.403
medium_variant,935,2063,61574.643
medium_variant,935,2064,61905.819
medium_variant,935,2065,62217.66
medium_variant,935,2066,62510.725
medium_variant,935,2067,62785.009
medium_variant,935,2068,63040.399
medium_variant,935,2069,63276.781
medium_variant,935,2070,63494.551
medium_variant,935,2071,63694.1
medium_variant,935,2072,63874.779
medium_variant,935,2073,64035.294
medium_variant,935,2074,64174.082
medium_variant,935,2075,64288.976
medium_variant,935,2076,64377.723
medium_variant,935,2077,64438.76
medium_variant,935,2078,64470.96
medium_variant,935,2079,64473.679
medium_variant,935,2080,64445.29
medium_variant,935,2081,64384.426
medium_variant,935,2082,64292.967
medium_variant,935,2083,64174.304
medium_variant,935,2084,64032.284
medium_variant,935,2085,63870.669
medium_variant,935,2086,63692.973
medium_variant,935,2087,63503.517
medium_variant,935,2088,63307.248
medium_variant,935,2089,63109.108
medium_variant,935,2090,62912.957
medium_variant,935,2091,62721.303
medium_variant,935,2092,62535.604
medium_variant,935,2093,62356.679
medium_variant,935,2094,62184.792
medium_variant,935,2095,62020.237
medium_variant,935,2096,61863.308
medium_variant,935,2097,61713.879
medium_variant,935,2098,61571.904
medium_variant,935,2099,61437.374
