variant,continent,year,totaldeaths
estimates,904,1950,2843.285
estimates,904,1951,2841.428
estimates,904,1952,2838.6
estimates,904,1953,2837.575
estimates,904,1954,2838.35
estimates,904,1955,2840.925
estimates,904,1956,2845.277
estimates,904,1957,2851.336
estimates,904,1958,2858.993
estimates,904,1959,2868.078
estimates,904,1960,2878.355
estimates,904,1961,2889.502
estimates,904,1962,2901.107
estimates,904,1963,2912.682
estimates,904,1964,2923.711
estimates,904,1965,2933.473
estimates,904,1966,2941.29
estimates,904,1967,2947.048
estimates,904,1968,2950.885
estimates,904,1969,2953.069
estimates,904,1970,2954.291
estimates,904,1971,2955.429
estimates,904,1972,2957.356
estimates,904,1973,2960.678
estimates,904,1974,2965.611
estimates,904,1975,2972.058
estimates,904,1976,2979.584
estimates,904,1977,2987.452
estimates,904,1978,2995.061
estimates,904,1979,3002.178
estimates,904,1980,3008.679
estimates,904,1981,3014.595
estimates,904,1982,3020.193
estimates,904,1983,3025.724
estimates,904,1984,3031.3
estimates,904,1985,3037.184
estimates,904,1986,3043.655
estimates,904,1987,3050.742
estimates,904,1988,3058.311
estimates,904,1989,3066.127
estimates,904,1990,3073.4
estimates,904,1991,3079.167
estimates,904,1992,3082.988
estimates,904,1993,3084.928
estimates,904,1994,3085.497
estimates,904,1995,3085.57
estimates,904,1996,3086.3
estimates,904,1997,3089.052
estimates,904,1998,3095.033
estimates,904,1999,3105.063
estimates,904,2000,3119.719
estimates,904,2001,3139.16
estimates,904,2002,3162.84
estimates,904,2003,3190.224
estimates,904,2004,3221.143
estimates,904,2005,3255.304
estimates,904,2006,3292.398
estimates,904,2007,3332.15
estimates,904,2008,3374.376
estimates,904,2009,3418.965
estimates,904,2010,3466.058
estimates,904,2011,3515.922
estimates,904,2012,3568.799
estimates,904,2013,3624.729
estimates,904,2014,3683.532
estimates,904,2015,3744.899
medium_variant,904,2015,3744.899
medium_variant,904,2016,3808.418
medium_variant,904,2017,3873.672
medium_variant,904,2018,3940.296
medium_variant,904,2019,4008.067
medium_variant,904,2020,4076.88
medium_variant,904,2021,4146.74
medium_variant,904,2022,4217.9
medium_variant,904,2023,4290.576
medium_variant,904,2024,4364.856
medium_variant,904,2025,4440.82
medium_variant,904,2026,4518.545
medium_variant,904,2027,4598.054
medium_variant,904,2028,4679.387
medium_variant,904,2029,4762.586
medium_variant,904,2030,4847.725
medium_variant,904,2031,4934.855
medium_variant,904,2032,5023.953
medium_variant,904,2033,5114.918
medium_variant,904,2034,5207.666
medium_variant,904,2035,5302.136
medium_variant,904,2036,5398.312
medium_variant,904,2037,5496.058
medium_variant,904,2038,5595.137
medium_variant,904,2039,5695.296
medium_variant,904,2040,5796.299
medium_variant,904,2041,5897.963
medium_variant,904,2042,6000.113
medium_variant,904,2043,6102.527
medium_variant,904,2044,6204.943
medium_variant,904,2045,6307.144
medium_variant,904,2046,6408.992
medium_variant,904,2047,6510.473
medium_variant,904,2048,6611.551
medium_variant,904,2049,6712.142
medium_variant,904,2050,6812.207
medium_variant,904,2051,6911.769
medium_variant,904,2052,7010.894
medium_variant,904,2053,7109.609
medium_variant,904,2054,7207.867
medium_variant,904,2055,7305.731
medium_variant,904,2056,7403.284
medium_variant,904,2057,7500.464
medium_variant,904,2058,7597.1
medium_variant,904,2059,7692.957
medium_variant,904,2060,7787.81
medium_variant,904,2061,7881.431
medium_variant,904,2062,7973.559
medium_variant,904,2063,8063.903
medium_variant,904,2064,8152.176
medium_variant,904,2065,8238.257
medium_variant,904,2066,8322.184
medium_variant,904,2067,8403.94
medium_variant,904,2068,8483.383
medium_variant,904,2069,8560.173
medium_variant,904,2070,8633.948
medium_variant,904,2071,8704.343
medium_variant,904,2072,8771.082
medium_variant,904,2073,8833.936
medium_variant,904,2074,8892.698
medium_variant,904,2075,8947.32
medium_variant,904,2076,8997.888
medium_variant,904,2077,9044.614
medium_variant,904,2078,9087.63
medium_variant,904,2079,9126.915
medium_variant,904,2080,9162.39
medium_variant,904,2081,9193.946
medium_variant,904,2082,9221.47
medium_variant,904,2083,9244.883
medium_variant,904,2084,9264.149
medium_variant,904,2085,9279.159
medium_variant,904,2086,9289.813
medium_variant,904,2087,9296.197
medium_variant,904,2088,9298.532
medium_variant,904,2089,9297.063
medium_variant,904,2090,9292.118
medium_variant,904,2091,9284.026
medium_variant,904,2092,9273.082
medium_variant,904,2093,9259.535
medium_variant,904,2094,9243.576
medium_variant,904,2095,9225.33
medium_variant,904,2096,9204.849
medium_variant,904,2097,9182.186
medium_variant,904,2098,9157.343
medium_variant,904,2099,9130.315
