continent,variant,gender,freq,year,mortality15to50per1000aliveat15
909,estimates,female,5yearly,1950,120.147673251936
909,estimates,male,5yearly,1950,159.457263921477
909,estimates,female,5yearly,1955,107.524217331487
909,estimates,male,5yearly,1955,144.152694069439
909,estimates,female,5yearly,1960,100.653397408623
909,estimates,male,5yearly,1960,139.039235479809
909,estimates,female,5yearly,1965,90.6374168832158
909,estimates,male,5yearly,1965,130.908573710523
909,estimates,female,5yearly,1970,81.2296863114421
909,estimates,male,5yearly,1970,119.14141253415
909,estimates,female,5yearly,1975,70.2300460648159
909,estimates,male,5yearly,1975,106.472625603813
909,estimates,female,5yearly,1980,57.5729772134379
909,estimates,male,5yearly,1980,92.7552449185988
909,estimates,female,5yearly,1985,54.8363844306051
909,estimates,male,5yearly,1985,86.4675262262926
909,estimates,female,5yearly,1990,48.7310486863616
909,estimates,male,5yearly,1990,78.2239076367269
909,estimates,female,5yearly,1995,46.991504054787
909,estimates,male,5yearly,1995,73.9938777039905
909,estimates,female,5yearly,2000,43.7774625693669
909,estimates,male,5yearly,2000,67.0326494556855
909,estimates,female,5yearly,2005,40.2135861299816
909,estimates,male,5yearly,2005,61.2132430177786
909,estimates,female,5yearly,2010,38.5350169901957
909,estimates,male,5yearly,2010,57.346726162012
909,medium_variant,female,5yearly,2015,35.5565234750722
909,medium_variant,male,5yearly,2015,52.4158619127451
909,medium_variant,female,5yearly,2020,33.6574953669884
909,medium_variant,male,5yearly,2020,49.6571177163364
909,medium_variant,female,5yearly,2025,31.8325882305897
909,medium_variant,male,5yearly,2025,47.2591431252228
909,medium_variant,female,5yearly,2030,29.9637836803971
909,medium_variant,male,5yearly,2030,45.1715458486444
909,medium_variant,female,5yearly,2035,28.5633235248812
909,medium_variant,male,5yearly,2035,43.89896133306
909,medium_variant,female,5yearly,2040,27.3060925811478
909,medium_variant,male,5yearly,2040,42.9229399086478
909,medium_variant,female,5yearly,2045,25.8059189881974
909,medium_variant,male,5yearly,2045,41.7988507141086
909,medium_variant,female,5yearly,2050,23.9648561234862
909,medium_variant,male,5yearly,2050,39.9948889138413
909,medium_variant,female,5yearly,2055,22.2206306293768
909,medium_variant,male,5yearly,2055,38.0196247374699
909,medium_variant,female,5yearly,2060,20.6697170059805
909,medium_variant,male,5yearly,2060,36.2468056605246
909,medium_variant,female,5yearly,2065,19.6699221722008
909,medium_variant,male,5yearly,2065,34.7657436929855
909,medium_variant,female,5yearly,2070,18.7407103604057
909,medium_variant,male,5yearly,2070,33.2936302639654
909,medium_variant,female,5yearly,2075,17.6866822066578
909,medium_variant,male,5yearly,2075,31.5196202229394
909,medium_variant,female,5yearly,2080,16.522727829275
909,medium_variant,male,5yearly,2080,29.7675201913591
909,medium_variant,female,5yearly,2085,15.4200883604148
909,medium_variant,male,5yearly,2085,27.8813207212739
909,medium_variant,female,5yearly,2090,14.4364864742909
909,medium_variant,male,5yearly,2090,26.0716350734969
909,medium_variant,female,5yearly,2095,13.5294657184688
909,medium_variant,male,5yearly,2095,24.2553719562101
909,estimates,female,5yearly,Regi,OCEANIA
909,estimates,male,5yearly,Regi,OCEANIA
909,medium_variant,female,5yearly,Regi,OCEANIA
909,medium_variant,male,5yearly,Regi,OCEANIA
