continent,variant,gender,freq,year,mortality15to50per1000aliveat15
908,estimates,female,5yearly,1950,81.0990868827017
908,estimates,male,5yearly,1950,122.823907365306
908,estimates,female,5yearly,1955,63.4847052125721
908,estimates,male,5yearly,1955,104.904229081653
908,estimates,female,5yearly,1960,54.2368169857542
908,estimates,male,5yearly,1960,98.4518811514378
908,estimates,female,5yearly,1965,50.3273486080001
908,estimates,male,5yearly,1965,102.638010850474
908,estimates,female,5yearly,1970,47.8715148572716
908,estimates,male,5yearly,1970,108.765047315263
908,estimates,female,5yearly,1975,46.105293297761
908,estimates,male,5yearly,1975,113.821934448967
908,estimates,female,5yearly,1980,43.6444946435169
908,estimates,male,5yearly,1980,111.946200393915
908,estimates,female,5yearly,1985,39.040949074981
908,estimates,male,5yearly,1985,95.5555665496183
908,estimates,female,5yearly,1990,42.0284833455223
908,estimates,male,5yearly,1990,115.189959980603
908,estimates,female,5yearly,1995,42.8396184291944
908,estimates,male,5yearly,1995,119.702405198512
908,estimates,female,5yearly,2000,42.3982603638652
908,estimates,male,5yearly,2000,120.095607746005
908,estimates,female,5yearly,2005,38.6204156576287
908,estimates,male,5yearly,2005,104.843727334185
908,estimates,female,5yearly,2010,32.3724921632003
908,estimates,male,5yearly,2010,81.0231024803605
908,medium_variant,female,5yearly,2015,30.266418389284
908,medium_variant,male,5yearly,2015,75.4637739001179
908,medium_variant,female,5yearly,2020,28.3645702457771
908,medium_variant,male,5yearly,2020,70.0064927531369
908,medium_variant,female,5yearly,2025,26.2342250378124
908,medium_variant,male,5yearly,2025,63.4071990388371
908,medium_variant,female,5yearly,2030,24.0583678287835
908,medium_variant,male,5yearly,2030,56.6012906419857
908,medium_variant,female,5yearly,2035,21.8080773245538
908,medium_variant,male,5yearly,2035,49.6068187850729
908,medium_variant,female,5yearly,2040,19.752064475137
908,medium_variant,male,5yearly,2040,44.3795686474069
908,medium_variant,female,5yearly,2045,18.4476086706049
908,medium_variant,male,5yearly,2045,41.1940620824974
908,medium_variant,female,5yearly,2050,17.35483667871
908,medium_variant,male,5yearly,2050,38.5653929835131
908,medium_variant,female,5yearly,2055,16.1745202535112
908,medium_variant,male,5yearly,2055,35.5754068222491
908,medium_variant,female,5yearly,2060,14.8429951188687
908,medium_variant,male,5yearly,2060,32.132473130206
908,medium_variant,female,5yearly,2065,13.4256923235595
908,medium_variant,male,5yearly,2065,28.4666970367491
908,medium_variant,female,5yearly,2070,12.1651146376198
908,medium_variant,male,5yearly,2070,25.3166809899145
908,medium_variant,female,5yearly,2075,11.1224243960885
908,medium_variant,male,5yearly,2075,22.7444785005265
908,medium_variant,female,5yearly,2080,10.3222658540194
908,medium_variant,male,5yearly,2080,20.6467460473075
908,medium_variant,female,5yearly,2085,9.54507762643964
908,medium_variant,male,5yearly,2085,18.7582140494583
908,medium_variant,female,5yearly,2090,8.67101800606762
908,medium_variant,male,5yearly,2090,16.9045381441116
908,medium_variant,female,5yearly,2095,7.77921252730418
908,medium_variant,male,5yearly,2095,15.1953202909827
908,estimates,female,5yearly,Regi,EUROPE
908,estimates,male,5yearly,Regi,EUROPE
908,medium_variant,female,5yearly,Regi,EUROPE
908,medium_variant,male,5yearly,Regi,EUROPE
