continent,variant,gender,freq,year,mortality15to50per1000aliveat15
904,estimates,female,5yearly,1950,189.309769496063
904,estimates,male,5yearly,1950,217.684308742431
904,estimates,female,5yearly,1955,166.227871865528
904,estimates,male,5yearly,1955,193.394793737111
904,estimates,female,5yearly,1960,144.014875513976
904,estimates,male,5yearly,1960,172.75930404472
904,estimates,female,5yearly,1965,124.807192406723
904,estimates,male,5yearly,1965,159.509972479419
904,estimates,female,5yearly,1970,106.713835935772
904,estimates,male,5yearly,1970,150.727975169365
904,estimates,female,5yearly,1975,95.937394622883
904,estimates,male,5yearly,1975,149.646201407738
904,estimates,female,5yearly,1980,84.557803030726
904,estimates,male,5yearly,1980,146.86364748315
904,estimates,female,5yearly,1985,74.7196621661669
904,estimates,male,5yearly,1985,141.681758866946
904,estimates,female,5yearly,1990,65.9229734953701
904,estimates,male,5yearly,1990,136.385961206152
904,estimates,female,5yearly,1995,58.96666712509
904,estimates,male,5yearly,1995,127.402502557695
904,estimates,female,5yearly,2000,52.5132900395034
904,estimates,male,5yearly,2000,118.063842135793
904,estimates,female,5yearly,2005,48.2645105435312
904,estimates,male,5yearly,2005,108.699128699906
904,estimates,female,5yearly,2010,45.3457895160364
904,estimates,male,5yearly,2010,101.66423535646
904,medium_variant,female,5yearly,2015,42.4148592704116
904,medium_variant,male,5yearly,2015,95.6247302113097
904,medium_variant,female,5yearly,2020,39.4105793232031
904,medium_variant,male,5yearly,2020,88.0210427597971
904,medium_variant,female,5yearly,2025,36.6980491307571
904,medium_variant,male,5yearly,2025,80.5957721569576
904,medium_variant,female,5yearly,2030,34.0890182666204
904,medium_variant,male,5yearly,2030,72.7274867488977
904,medium_variant,female,5yearly,2035,31.6608910284159
904,medium_variant,male,5yearly,2035,65.2340627571172
904,medium_variant,female,5yearly,2040,29.4298643322278
904,medium_variant,male,5yearly,2040,58.150753515725
904,medium_variant,female,5yearly,2045,27.3436224501593
904,medium_variant,male,5yearly,2045,51.566193684027
904,medium_variant,female,5yearly,2050,25.3399371226135
904,medium_variant,male,5yearly,2050,45.8543075310146
904,medium_variant,female,5yearly,2055,23.4881901375279
904,medium_variant,male,5yearly,2055,40.7800528485984
904,medium_variant,female,5yearly,2060,21.7575588833164
904,medium_variant,male,5yearly,2060,36.4124315402889
904,medium_variant,female,5yearly,2065,20.1434694626983
904,medium_variant,male,5yearly,2065,32.6536495909384
904,medium_variant,female,5yearly,2070,18.6145386973701
904,medium_variant,male,5yearly,2070,29.3571293594167
904,medium_variant,female,5yearly,2075,17.128550637323
904,medium_variant,male,5yearly,2075,26.4808009416102
904,medium_variant,female,5yearly,2080,15.7330432115681
904,medium_variant,male,5yearly,2080,23.9037060765706
904,medium_variant,female,5yearly,2085,14.4144102459814
904,medium_variant,male,5yearly,2085,21.5557127363232
904,medium_variant,female,5yearly,2090,13.1533286509641
904,medium_variant,male,5yearly,2090,19.4173589601443
904,medium_variant,female,5yearly,2095,11.9915532594943
904,medium_variant,male,5yearly,2095,17.467086408139
