region,variant,freq,year,meanageforchildbearing
923,estimates,5yearly,1950,28.722
923,estimates,5yearly,1955,28.078
923,estimates,5yearly,1960,27.357
923,estimates,5yearly,1965,26.935
923,estimates,5yearly,1970,26.474
923,estimates,5yearly,1975,25.917
923,estimates,5yearly,1980,25.631
923,estimates,5yearly,1985,25.651
923,estimates,5yearly,1990,25.063
923,estimates,5yearly,1995,25.539
923,estimates,5yearly,2000,26.371
923,estimates,5yearly,2005,27.196
923,estimates,5yearly,2010,27.931
923,medium_variant,5yearly,2015,28.802
923,medium_variant,5yearly,2020,29.623
923,medium_variant,5yearly,2025,30.145
923,medium_variant,5yearly,2030,30.471
923,medium_variant,5yearly,2035,30.673
923,medium_variant,5yearly,2040,30.798
923,medium_variant,5yearly,2045,30.874
923,medium_variant,5yearly,2050,30.916
923,medium_variant,5yearly,2055,30.933
923,medium_variant,5yearly,2060,30.935
923,medium_variant,5yearly,2065,30.934
923,medium_variant,5yearly,2070,30.932
923,medium_variant,5yearly,2075,30.933
923,medium_variant,5yearly,2080,30.936
923,medium_variant,5yearly,2085,30.938
923,medium_variant,5yearly,2090,30.939
923,medium_variant,5yearly,2095,30.937
