region,variant,freq,year,meanageforchildbearing
928,estimates,5yearly,1950,30.136
928,estimates,5yearly,1955,30.106
928,estimates,5yearly,1960,30.091
928,estimates,5yearly,1965,30.247
928,estimates,5yearly,1970,30.067
928,estimates,5yearly,1975,29.847
928,estimates,5yearly,1980,29.694
928,estimates,5yearly,1985,29.598
928,estimates,5yearly,1990,29.479
928,estimates,5yearly,1995,29.549
928,estimates,5yearly,2000,29.48
928,estimates,5yearly,2005,29.514
928,estimates,5yearly,2010,29.604
928,medium_variant,5yearly,2015,29.66
928,medium_variant,5yearly,2020,29.708
928,medium_variant,5yearly,2025,29.755
928,medium_variant,5yearly,2030,29.801
928,medium_variant,5yearly,2035,29.841
928,medium_variant,5yearly,2040,29.875
928,medium_variant,5yearly,2045,29.906
928,medium_variant,5yearly,2050,29.933
928,medium_variant,5yearly,2055,29.96
928,medium_variant,5yearly,2060,29.986
928,medium_variant,5yearly,2065,30.013
928,medium_variant,5yearly,2070,30.042
928,medium_variant,5yearly,2075,30.071
928,medium_variant,5yearly,2080,30.102
928,medium_variant,5yearly,2085,30.135
928,medium_variant,5yearly,2090,30.17
928,medium_variant,5yearly,2095,30.206
