region,variant,freq,year,meanageforchildbearing
925,estimates,5yearly,1950,29.82
925,estimates,5yearly,1955,29.342
925,estimates,5yearly,1960,29.02
925,estimates,5yearly,1965,28.62
925,estimates,5yearly,1970,28.097
925,estimates,5yearly,1975,27.606
925,estimates,5yearly,1980,27.455
925,estimates,5yearly,1985,27.795
925,estimates,5yearly,1990,28.443
925,estimates,5yearly,1995,29.208
925,estimates,5yearly,2000,29.776
925,estimates,5yearly,2005,30.25
925,estimates,5yearly,2010,30.753
925,medium_variant,5yearly,2015,31.184
925,medium_variant,5yearly,2020,31.519
925,medium_variant,5yearly,2025,31.748
925,medium_variant,5yearly,2030,31.904
925,medium_variant,5yearly,2035,32.004
925,medium_variant,5yearly,2040,32.076
925,medium_variant,5yearly,2045,32.117
925,medium_variant,5yearly,2050,32.13
925,medium_variant,5yearly,2055,32.134
925,medium_variant,5yearly,2060,32.14
925,medium_variant,5yearly,2065,32.147
925,medium_variant,5yearly,2070,32.156
925,medium_variant,5yearly,2075,32.165
925,medium_variant,5yearly,2080,32.172
925,medium_variant,5yearly,2085,32.175
925,medium_variant,5yearly,2090,32.177
925,medium_variant,5yearly,2095,32.18
