region,variant,freq,year,meanageforchildbearing
921,estimates,5yearly,1950,29.489
921,estimates,5yearly,1955,29.478
921,estimates,5yearly,1960,29.454
921,estimates,5yearly,1965,29.26
921,estimates,5yearly,1970,28.899
921,estimates,5yearly,1975,28.522
921,estimates,5yearly,1980,28.132
921,estimates,5yearly,1985,27.755
921,estimates,5yearly,1990,27.436
921,estimates,5yearly,1995,27.316
921,estimates,5yearly,2000,27.227
921,estimates,5yearly,2005,27.08
921,estimates,5yearly,2010,26.982
921,medium_variant,5yearly,2015,26.885
921,medium_variant,5yearly,2020,26.876
921,medium_variant,5yearly,2025,26.931
921,medium_variant,5yearly,2030,27.037
921,medium_variant,5yearly,2035,27.188
921,medium_variant,5yearly,2040,27.375
921,medium_variant,5yearly,2045,27.576
921,medium_variant,5yearly,2050,27.773
921,medium_variant,5yearly,2055,27.968
921,medium_variant,5yearly,2060,28.171
921,medium_variant,5yearly,2065,28.381
921,medium_variant,5yearly,2070,28.59
921,medium_variant,5yearly,2075,28.794
921,medium_variant,5yearly,2080,28.992
921,medium_variant,5yearly,2085,29.185
921,medium_variant,5yearly,2090,29.376
921,medium_variant,5yearly,2095,29.562
921,estimates,5yearly,Regi,South-Central Asia
921,medium_variant,5yearly,Regi,South-Central Asia
