region,variant,freq,year,meanageforchildbearing
920,estimates,5yearly,1950,29.686
920,estimates,5yearly,1955,29.702
920,estimates,5yearly,1960,29.641
920,estimates,5yearly,1965,29.604
920,estimates,5yearly,1970,29.677
920,estimates,5yearly,1975,29.321
920,estimates,5yearly,1980,29.053
920,estimates,5yearly,1985,28.921
920,estimates,5yearly,1990,28.684
920,estimates,5yearly,1995,28.786
920,estimates,5yearly,2000,28.368
920,estimates,5yearly,2005,28.276
920,estimates,5yearly,2010,28.262
920,medium_variant,5yearly,2015,28.378
920,medium_variant,5yearly,2020,28.74
920,medium_variant,5yearly,2025,28.803
920,medium_variant,5yearly,2030,28.882
920,medium_variant,5yearly,2035,28.982
920,medium_variant,5yearly,2040,29.096
920,medium_variant,5yearly,2045,29.206
920,medium_variant,5yearly,2050,29.315
920,medium_variant,5yearly,2055,29.43
920,medium_variant,5yearly,2060,29.545
920,medium_variant,5yearly,2065,29.656
920,medium_variant,5yearly,2070,29.762
920,medium_variant,5yearly,2075,29.862
920,medium_variant,5yearly,2080,29.955
920,medium_variant,5yearly,2085,30.041
920,medium_variant,5yearly,2090,30.12
920,medium_variant,5yearly,2095,30.193
