region,variant,freq,year,meanageforchildbearing
926,estimates,5yearly,1950,28.163
926,estimates,5yearly,1955,28.015
926,estimates,5yearly,1960,27.618
926,estimates,5yearly,1965,27.217
926,estimates,5yearly,1970,26.736
926,estimates,5yearly,1975,26.561
926,estimates,5yearly,1980,27.006
926,estimates,5yearly,1985,27.792
926,estimates,5yearly,1990,28.409
926,estimates,5yearly,1995,28.964
926,estimates,5yearly,2000,29.369
926,estimates,5yearly,2005,29.952
926,estimates,5yearly,2010,30.447
926,medium_variant,5yearly,2015,30.882
926,medium_variant,5yearly,2020,31.157
926,medium_variant,5yearly,2025,31.275
926,medium_variant,5yearly,2030,31.352
926,medium_variant,5yearly,2035,31.408
926,medium_variant,5yearly,2040,31.442
926,medium_variant,5yearly,2045,31.458
926,medium_variant,5yearly,2050,31.459
926,medium_variant,5yearly,2055,31.457
926,medium_variant,5yearly,2060,31.455
926,medium_variant,5yearly,2065,31.454
926,medium_variant,5yearly,2070,31.454
926,medium_variant,5yearly,2075,31.454
926,medium_variant,5yearly,2080,31.454
926,medium_variant,5yearly,2085,31.453
926,medium_variant,5yearly,2090,31.452
926,medium_variant,5yearly,2095,31.449
