region,variant,freq,year,meanageforchildbearing
1503,estimates,5yearly,1950,28.244
1503,estimates,5yearly,1955,27.904
1503,estimates,5yearly,1960,27.665
1503,estimates,5yearly,1965,27.466
1503,estimates,5yearly,1970,27.162
1503,estimates,5yearly,1975,26.908
1503,estimates,5yearly,1980,27.044
1503,estimates,5yearly,1985,27.44
1503,estimates,5yearly,1990,27.813
1503,estimates,5yearly,1995,28.332
1503,estimates,5yearly,2000,28.797
1503,estimates,5yearly,2005,29.221
1503,estimates,5yearly,2010,29.833
1503,medium_variant,5yearly,2015,30.4
1503,medium_variant,5yearly,2020,30.948
1503,medium_variant,5yearly,2025,31.054
1503,medium_variant,5yearly,2030,31.124
1503,medium_variant,5yearly,2035,31.169
1503,medium_variant,5yearly,2040,31.193
1503,medium_variant,5yearly,2045,31.205
1503,medium_variant,5yearly,2050,31.211
1503,medium_variant,5yearly,2055,31.209
1503,medium_variant,5yearly,2060,31.204
1503,medium_variant,5yearly,2065,31.2
1503,medium_variant,5yearly,2070,31.197
1503,medium_variant,5yearly,2075,31.195
1503,medium_variant,5yearly,2080,31.194
1503,medium_variant,5yearly,2085,31.192
1503,medium_variant,5yearly,2090,31.19
1503,medium_variant,5yearly,2095,31.187
