region,variant,freq,year,meanageforchildbearing
912,estimates,5yearly,1950,29.12
912,estimates,5yearly,1955,29.102
912,estimates,5yearly,1960,29.078
912,estimates,5yearly,1965,29.145
912,estimates,5yearly,1970,29.305
912,estimates,5yearly,1975,29.456
912,estimates,5yearly,1980,29.669
912,estimates,5yearly,1985,30.033
912,estimates,5yearly,1990,29.792
912,estimates,5yearly,1995,29.569
912,estimates,5yearly,2000,29.319
912,estimates,5yearly,2005,29.328
912,estimates,5yearly,2010,29.263
912,medium_variant,5yearly,2015,29.201
912,medium_variant,5yearly,2020,29.179
912,medium_variant,5yearly,2025,29.223
912,medium_variant,5yearly,2030,29.295
912,medium_variant,5yearly,2035,29.36
912,medium_variant,5yearly,2040,29.413
912,medium_variant,5yearly,2045,29.441
912,medium_variant,5yearly,2050,29.473
912,medium_variant,5yearly,2055,29.549
912,medium_variant,5yearly,2060,29.653
912,medium_variant,5yearly,2065,29.75
912,medium_variant,5yearly,2070,29.828
912,medium_variant,5yearly,2075,29.899
912,medium_variant,5yearly,2080,29.974
912,medium_variant,5yearly,2085,30.055
912,medium_variant,5yearly,2090,30.132
912,medium_variant,5yearly,2095,30.205
