region,variant,freq,year,meanageforchildbearing
901,estimates,5yearly,1950,28.284
901,estimates,5yearly,1955,27.8
901,estimates,5yearly,1960,27.416
901,estimates,5yearly,1965,27.166
901,estimates,5yearly,1970,26.813
901,estimates,5yearly,1975,26.52
901,estimates,5yearly,1980,26.585
901,estimates,5yearly,1985,26.91
901,estimates,5yearly,1990,27.097
901,estimates,5yearly,1995,27.689
901,estimates,5yearly,2000,28.256
901,estimates,5yearly,2005,28.726
901,estimates,5yearly,2010,29.333
901,medium_variant,5yearly,2015,29.991
901,medium_variant,5yearly,2020,30.643
901,medium_variant,5yearly,2025,30.82
901,medium_variant,5yearly,2030,30.935
901,medium_variant,5yearly,2035,31.011
901,medium_variant,5yearly,2040,31.055
901,medium_variant,5yearly,2045,31.076
901,medium_variant,5yearly,2050,31.082
901,medium_variant,5yearly,2055,31.079
901,medium_variant,5yearly,2060,31.075
901,medium_variant,5yearly,2065,31.071
901,medium_variant,5yearly,2070,31.069
901,medium_variant,5yearly,2075,31.067
901,medium_variant,5yearly,2080,31.064
901,medium_variant,5yearly,2085,31.061
901,medium_variant,5yearly,2090,31.056
901,medium_variant,5yearly,2095,31.052
