region,variant,freq,year,meanageforchildbearing
1517,estimates,5yearly,1950,29.466
1517,estimates,5yearly,1955,29.421
1517,estimates,5yearly,1960,29.375
1517,estimates,5yearly,1965,29.285
1517,estimates,5yearly,1970,29.046
1517,estimates,5yearly,1975,28.565
1517,estimates,5yearly,1980,27.972
1517,estimates,5yearly,1985,27.631
1517,estimates,5yearly,1990,27.407
1517,estimates,5yearly,1995,27.288
1517,estimates,5yearly,2000,27.277
1517,estimates,5yearly,2005,27.348
1517,estimates,5yearly,2010,27.425
1517,medium_variant,5yearly,2015,27.528
1517,medium_variant,5yearly,2020,27.755
1517,medium_variant,5yearly,2025,27.955
1517,medium_variant,5yearly,2030,28.151
1517,medium_variant,5yearly,2035,28.324
1517,medium_variant,5yearly,2040,28.489
1517,medium_variant,5yearly,2045,28.646
1517,medium_variant,5yearly,2050,28.789
1517,medium_variant,5yearly,2055,28.925
1517,medium_variant,5yearly,2060,29.06
1517,medium_variant,5yearly,2065,29.192
1517,medium_variant,5yearly,2070,29.319
1517,medium_variant,5yearly,2075,29.438
1517,medium_variant,5yearly,2080,29.552
1517,medium_variant,5yearly,2085,29.664
1517,medium_variant,5yearly,2090,29.774
1517,medium_variant,5yearly,2095,29.881
1517,estimates,5yearly,Regi,Middle-income countries
1517,medium_variant,5yearly,Regi,Middle-income countries
