region,variant,freq,year,meanageforchildbearing
954,estimates,5yearly,1950,29.846
954,estimates,5yearly,1955,29.643
954,estimates,5yearly,1960,29.584
954,estimates,5yearly,1965,29.571
954,estimates,5yearly,1970,29.294
954,estimates,5yearly,1975,29.003
954,estimates,5yearly,1980,28.881
954,estimates,5yearly,1985,28.869
954,estimates,5yearly,1990,28.91
954,estimates,5yearly,1995,28.973
954,estimates,5yearly,2000,29.197
954,estimates,5yearly,2005,29.415
954,estimates,5yearly,2010,29.802
954,medium_variant,5yearly,2015,30.141
954,medium_variant,5yearly,2020,30.312
954,medium_variant,5yearly,2025,30.414
954,medium_variant,5yearly,2030,30.518
954,medium_variant,5yearly,2035,30.624
954,medium_variant,5yearly,2040,30.749
954,medium_variant,5yearly,2045,30.847
954,medium_variant,5yearly,2050,30.906
954,medium_variant,5yearly,2055,30.949
954,medium_variant,5yearly,2060,30.98
954,medium_variant,5yearly,2065,30.999
954,medium_variant,5yearly,2070,31.012
954,medium_variant,5yearly,2075,31.021
954,medium_variant,5yearly,2080,31.024
954,medium_variant,5yearly,2085,31.027
954,medium_variant,5yearly,2090,31.02
954,medium_variant,5yearly,2095,31.005
954,estimates,5yearly,Regi,Micronesia
954,medium_variant,5yearly,Regi,Micronesia
