continent,year,variant,freq,age1yearinterval,lifeexpectancy
908,1950,estimates,5yearly,0,63.6751218314366
908,1950,estimates,5yearly,1,67.5758182400423
908,1950,estimates,5yearly,5,65.161887704633
908,1950,estimates,5yearly,10,60.5144776048472
908,1950,estimates,5yearly,15,55.7477819780605
908,1950,estimates,5yearly,20,51.1174113214965
908,1950,estimates,5yearly,25,46.5948227889272
908,1950,estimates,5yearly,30,42.087279931302
908,1950,estimates,5yearly,35,37.5717020418675
908,1950,estimates,5yearly,40,33.1079532463499
908,1950,estimates,5yearly,45,28.7434970031055
908,1950,estimates,5yearly,50,24.5404220730763
908,1950,estimates,5yearly,55,20.5441755149649
908,1950,estimates,5yearly,60,16.7886811975974
908,1950,estimates,5yearly,65,13.3351577363757
908,1950,estimates,5yearly,70,10.2697104510489
908,1950,estimates,5yearly,75,7.70025791709518
908,1950,estimates,5yearly,80,5.65675221550787
908,1950,estimates,5yearly,85,4.11523053406059
908,1950,estimates,5yearly,90,3.01310113894532
908,1950,estimates,5yearly,95,2.26374596515775
908,1950,estimates,5yearly,100plus,1.77578008843659
908,1955,estimates,5yearly,0,67.117216591595
908,1955,estimates,5yearly,1,69.656430142105
908,1955,estimates,5yearly,5,66.5219862074347
908,1955,estimates,5yearly,10,61.801492021665
908,1955,estimates,5yearly,15,56.9708350433333
908,1955,estimates,5yearly,20,52.2442873996842
908,1955,estimates,5yearly,25,47.6060246203171
908,1955,estimates,5yearly,30,43.0011903802664
908,1955,estimates,5yearly,35,38.4110656542469
908,1955,estimates,5yearly,40,33.8577499176902
908,1955,estimates,5yearly,45,29.39987941144
908,1955,estimates,5yearly,50,25.1005927386761
908,1955,estimates,5yearly,55,21.0230847268344
908,1955,estimates,5yearly,60,17.2117811640325
908,1955,estimates,5yearly,65,13.7092457398172
908,1955,estimates,5yearly,70,10.5840947922367
908,1955,estimates,5yearly,75,7.94641748482867
908,1955,estimates,5yearly,80,5.83846429574969
908,1955,estimates,5yearly,85,4.24126037825636
908,1955,estimates,5yearly,90,3.09527813644915
908,1955,estimates,5yearly,95,2.3143652978036
908,1955,estimates,5yearly,100plus,1.80546999060923
908,1960,estimates,5yearly,0,69.2063380571702
908,1960,estimates,5yearly,1,70.8634206718185
908,1960,estimates,5yearly,5,67.345111286034
908,1960,estimates,5yearly,10,62.5586867676297
908,1960,estimates,5yearly,15,57.7094949542014
908,1960,estimates,5yearly,20,52.9392445955225
908,1960,estimates,5yearly,25,48.2517224334711
908,1960,estimates,5yearly,30,43.5932382756621
908,1960,estimates,5yearly,35,38.971133180119
908,1960,estimates,5yearly,40,34.3992477252132
908,1960,estimates,5yearly,45,29.9055080031792
908,1960,estimates,5yearly,50,25.5578280504942
908,1960,estimates,5yearly,55,21.4156408105074
908,1960,estimates,5yearly,60,17.5506898921537
908,1960,estimates,5yearly,65,14.0214026421778
908,1960,estimates,5yearly,70,10.8566888550859
908,1960,estimates,5yearly,75,8.16575614004809
908,1960,estimates,5yearly,80,6.00566500000007
908,1960,estimates,5yearly,85,4.36166981373365
908,1960,estimates,5yearly,90,3.17733234724512
908,1960,estimates,5yearly,95,2.36763710547312
908,1960,estimates,5yearly,100plus,1.8387958802395
908,1965,estimates,5yearly,0,70.0373036941874
908,1965,estimates,5yearly,1,71.1701903515547
908,1965,estimates,5yearly,5,67.5361956104947
908,1965,estimates,5yearly,10,62.7109523581707
908,1965,estimates,5yearly,15,57.8534717978172
908,1965,estimates,5yearly,20,53.0784444802977
908,1965,estimates,5yearly,25,48.3629590653344
908,1965,estimates,5yearly,30,43.686515021944
908,1965,estimates,5yearly,35,39.0583289126067
908,1965,estimates,5yearly,40,34.5028492114903
908,1965,estimates,5yearly,45,30.0428392264587
908,1965,estimates,5yearly,50,25.710730585848
908,1965,estimates,5yearly,55,21.5673349888691
908,1965,estimates,5yearly,60,17.6832807100994
908,1965,estimates,5yearly,65,14.1442881101157
908,1965,estimates,5yearly,70,10.9997547964256
908,1965,estimates,5yearly,75,8.3196463456239
908,1965,estimates,5yearly,80,6.15780636127621
908,1965,estimates,5yearly,85,4.50032282938281
908,1965,estimates,5yearly,90,3.2943471044618
908,1965,estimates,5yearly,95,2.45977196039203
908,1965,estimates,5yearly,100plus,1.90715764530621
908,1970,estimates,5yearly,0,70.6183404702511
908,1970,estimates,5yearly,1,71.4048968835792
908,1970,estimates,5yearly,5,67.7168798663286
908,1970,estimates,5yearly,10,62.8733053992713
908,1970,estimates,5yearly,15,58.0098646004845
