continent,year,variant,freq,age1yearinterval,lifeexpectancy
909,1950,estimates,5yearly,0,61.5770445462495
909,1950,estimates,5yearly,1,64.3705753459921
909,1950,estimates,5yearly,5,62.3324434622606
909,1950,estimates,5yearly,10,57.9525205245005
909,1950,estimates,5yearly,15,53.4135809079435
909,1950,estimates,5yearly,20,49.0949594393479
909,1950,estimates,5yearly,25,44.8800370941472
909,1950,estimates,5yearly,30,40.5913146425301
909,1950,estimates,5yearly,35,36.2735950998206
909,1950,estimates,5yearly,40,31.9938100960189
909,1950,estimates,5yearly,45,27.8042850267877
909,1950,estimates,5yearly,50,23.7973247126101
909,1950,estimates,5yearly,55,20.0222598384633
909,1950,estimates,5yearly,60,16.4683994371679
909,1950,estimates,5yearly,65,13.2209198123959
909,1950,estimates,5yearly,70,10.3484178016032
909,1950,estimates,5yearly,75,7.91929557495068
909,1950,estimates,5yearly,80,5.96168480503267
909,1950,estimates,5yearly,85,4.4505381592673
909,1950,estimates,5yearly,90,3.33345906828622
909,1950,estimates,5yearly,95,2.54071993278803
909,1950,estimates,5yearly,100plus,1.99798401563245
909,1955,estimates,5yearly,0,63.3688333617497
909,1955,estimates,5yearly,1,65.855026549601
909,1955,estimates,5yearly,5,63.5506809276281
909,1955,estimates,5yearly,10,59.1180277966634
909,1955,estimates,5yearly,15,54.4758902137897
909,1955,estimates,5yearly,20,50.0614420446913
909,1955,estimates,5yearly,25,45.7938801540227
909,1955,estimates,5yearly,30,41.4708064391993
909,1955,estimates,5yearly,35,37.0832684144922
909,1955,estimates,5yearly,40,32.743194422672
909,1955,estimates,5yearly,45,28.4880110253792
909,1955,estimates,5yearly,50,24.386540771042
909,1955,estimates,5yearly,55,20.5267410432453
909,1955,estimates,5yearly,60,16.9335958511301
909,1955,estimates,5yearly,65,13.6402544926283
909,1955,estimates,5yearly,70,10.6868334791764
909,1955,estimates,5yearly,75,8.18000691927826
909,1955,estimates,5yearly,80,6.15176168243891
909,1955,estimates,5yearly,85,4.58118176248007
909,1955,estimates,5yearly,90,3.41795570553696
909,1955,estimates,5yearly,95,2.59213729355606
909,1955,estimates,5yearly,100plus,2.02742232915361
909,1960,estimates,5yearly,0,64.4043955312929
909,1960,estimates,5yearly,1,66.6714333715391
909,1960,estimates,5yearly,5,64.1573362472329
909,1960,estimates,5yearly,10,59.637258322846
909,1960,estimates,5yearly,15,54.9479772219365
909,1960,estimates,5yearly,20,50.446508165592
909,1960,estimates,5yearly,25,46.0994144718692
909,1960,estimates,5yearly,30,41.7487997239198
909,1960,estimates,5yearly,35,37.3558278519557
909,1960,estimates,5yearly,40,32.9814480477408
909,1960,estimates,5yearly,45,28.711583433129
909,1960,estimates,5yearly,50,24.6033774421903
909,1960,estimates,5yearly,55,20.7182012558933
909,1960,estimates,5yearly,60,17.1233402136583
909,1960,estimates,5yearly,65,13.8568698778228
909,1960,estimates,5yearly,70,10.8968722519337
909,1960,estimates,5yearly,75,8.36754111411211
909,1960,estimates,5yearly,80,6.31251750581979
909,1960,estimates,5yearly,85,4.7130524740836
909,1960,estimates,5yearly,90,3.52143124241172
909,1960,estimates,5yearly,95,2.67000647460728
909,1960,estimates,5yearly,100plus,2.08391192537586
909,1965,estimates,5yearly,0,65.4090482923305
909,1965,estimates,5yearly,1,67.4100205171882
909,1965,estimates,5yearly,5,64.6801267154227
909,1965,estimates,5yearly,10,60.0718486993883
909,1965,estimates,5yearly,15,55.3503727494834
909,1965,estimates,5yearly,20,50.7940478652326
909,1965,estimates,5yearly,25,46.33019630364
909,1965,estimates,5yearly,30,41.8637254731867
909,1965,estimates,5yearly,35,37.4198616939966
909,1965,estimates,5yearly,40,33.0248474723569
909,1965,estimates,5yearly,45,28.7168641087798
909,1965,estimates,5yearly,50,24.5856765850233
909,1965,estimates,5yearly,55,20.6919772627303
909,1965,estimates,5yearly,60,17.0829336799223
909,1965,estimates,5yearly,65,13.8304059221864
909,1965,estimates,5yearly,70,10.9207594533802
909,1965,estimates,5yearly,75,8.42341841945787
909,1965,estimates,5yearly,80,6.38866081180859
909,1965,estimates,5yearly,85,4.79734942532238
909,1965,estimates,5yearly,90,3.60358598867787
909,1965,estimates,5yearly,95,2.74301512946101
909,1965,estimates,5yearly,100plus,2.14436791379764
909,1970,estimates,5yearly,0,66.8685589310641
909,1970,estimates,5yearly,1,68.6452229749251
909,1970,estimates,5yearly,5,65.7575307882154
909,1970,estimates,5yearly,10,61.088408422174
909,1970,estimates,5yearly,15,56.3320682434444
909,1970,estimates,5yearly,20,51.7646157841691
909,1970,estimates,5yearly,25,47.2567226145621
909,1970,estimates,5yearly,30,42.7066910826121
909,1970,estimates,5yearly,35,38.1910237400886
909,1970,estimates,5yearly,40,33.7458354748422
909,1970,estimates,5yearly,45,29.3998110070216
909,1970,estimates,5yearly,50,25.2172563848167
909,1970,estimates,5yearly,55,21.269408293762
909,1970,estimates,5yearly,60,17.5982595102127
909,1970,estimates,5yearly,65,14.2543221286309
909,1970,estimates,5yearly,70,11.2634469676752
909,1970,estimates,5yearly,75,8.69277142946591
909,1970,estimates,5yearly,80,6.59001741972691
909,1970,estimates,5yearly,85,4.94003885539095
909,1970,estimates,5yearly,90,3.6993191742964
909,1970,estimates,5yearly,95,2.80387788882142
909,1970,estimates,5yearly,100plus,2.18111549601201
909,1975,estimates,5yearly,0,68.6710006914804
909,1975,estimates,5yearly,1,70.3323908382407
909,1975,estimates,5yearly,5,67.355780590564
909,1975,estimates,5yearly,10,62.6065133996874
909,1975,estimates,5yearly,15,57.8285957595806
909,1975,estimates,5yearly,20,53.2196917148194
909,1975,estimates,5yearly,25,48.6893172341986
909,1975,estimates,5yearly,30,44.0983216330301
909,1975,estimates,5yearly,35,39.5052923487541
909,1975,estimates,5yearly,40,34.9843220809196
909,1975,estimates,5yearly,45,30.5825922991946
909,1975,estimates,5yearly,50,26.3496600207562
909,1975,estimates,5yearly,55,22.324078715146
909,1975,estimates,5yearly,60,18.5638118454432
909,1975,estimates,5yearly,65,15.1183977457821
909,1975,estimates,5yearly,70,12.0180963907671
909,1975,estimates,5yearly,75,9.33264406639497
909,1975,estimates,5yearly,80,7.11191371524911
909,1975,estimates,5yearly,85,5.34847634362071
909,1975,estimates,5yearly,90,4.00595550433102
909,1975,estimates,5yearly,95,3.02524850388867
909,1975,estimates,5yearly,100plus,2.33552584921132
909,1980,estimates,5yearly,0,70.4311673347653
909,1980,estimates,5yearly,1,71.7376129917714
909,1980,estimates,5yearly,5,68.6975347271157
909,1980,estimates,5yearly,10,63.976840268307
909,1980,estimates,5yearly,15,59.1661704053978
909,1980,estimates,5yearly,20,54.5036184506763
909,1980,estimates,5yearly,25,49.9103312865207
909,1980,estimates,5yearly,30,45.2868814052997
909,1980,estimates,5yearly,35,40.6376217453548
909,1980,estimates,5yearly,40,36.0280801098671
909,1980,estimates,5yearly,45,31.5400292869157
909,1980,estimates,5yearly,50,27.2254001336681
909,1980,estimates,5yearly,55,23.1246337862282
909,1980,estimates,5yearly,60,19.2766137047883
909,1980,estimates,5yearly,65,15.7336145595506
909,1980,estimates,5yearly,70,12.529059060689
909,1980,estimates,5yearly,75,9.73784565785671
909,1980,estimates,5yearly,80,7.41701234315926
909,1980,estimates,5yearly,85,5.56546383109165
909,1980,estimates,5yearly,90,4.15116358511148
909,1980,estimates,5yearly,95,3.11643866819148
909,1980,estimates,5yearly,100plus,2.38910607706283
909,1985,estimates,5yearly,0,71.425003493228
909,1985,estimates,5yearly,1,72.6194303920224
909,1985,estimates,5yearly,5,69.4622044570158
909,1985,estimates,5yearly,10,64.7555539955821
909,1985,estimates,5yearly,15,59.9517059795019
909,1985,estimates,5yearly,20,55.2771158852966
909,1985,estimates,5yearly,25,50.6761556385877
909,1985,estimates,5yearly,30,46.0536825210941
909,1985,estimates,5yearly,35,41.4208572465551
909,1985,estimates,5yearly,40,36.8011827170177
909,1985,estimates,5yearly,45,32.2647233637331
909,1985,estimates,5yearly,50,27.892300101454
909,1985,estimates,5yearly,55,23.7324347865178
909,1985,estimates,5yearly,60,19.8196144192475
909,1985,estimates,5yearly,65,16.1933135033965
909,1985,estimates,5yearly,70,12.8894042011564
909,1985,estimates,5yearly,75,9.99251677426417
909,1985,estimates,5yearly,80,7.57799347585935
909,1985,estimates,5yearly,85,5.65115104974428
909,1985,estimates,5yearly,90,4.18299740902512
909,1985,estimates,5yearly,95,3.11492623398391
909,1985,estimates,5yearly,100plus,2.37074229275025
909,1990,estimates,5yearly,0,73.0368117893325
909,1990,estimates,5yearly,1,74.0398816915071
909,1990,estimates,5yearly,5,70.7942495750195
909,1990,estimates,5yearly,10,66.0390360822505
909,1990,estimates,5yearly,15,61.2222214282922
909,1990,estimates,5yearly,20,56.5123947516799
909,1990,estimates,5yearly,25,51.8665832642655
909,1990,estimates,5yearly,30,47.2191390575074
909,1990,estimates,5yearly,35,42.5699627597009
909,1990,estimates,5yearly,40,37.9488193844616
909,1990,estimates,5yearly,45,33.3797910285545
909,1990,estimates,5yearly,50,28.9367476371071
909,1990,estimates,5yearly,55,24.6947933187405
909,1990,estimates,5yearly,60,20.6962644319583
909,1990,estimates,5yearly,65,16.9855711949017
909,1990,estimates,5yearly,70,13.5721689930654
909,1990,estimates,5yearly,75,10.5496996871073
909,1990,estimates,5yearly,80,8.0105560056965
909,1990,estimates,5yearly,85,5.96892317680328
909,1990,estimates,5yearly,90,4.40320247135074
909,1990,estimates,5yearly,95,3.25880377571337
909,1990,estimates,5yearly,100plus,2.45955593203975
909,1995,estimates,5yearly,0,74.1928405935004
909,1995,estimates,5yearly,1,75.1941984836185
909,1995,estimates,5yearly,5,71.8605011642725
909,1995,estimates,5yearly,10,67.0584403489256
909,1995,estimates,5yearly,15,62.227668267576
909,1995,estimates,5yearly,20,57.5107505933706
909,1995,estimates,5yearly,25,52.8596809540301
