variant,country,year,populationchange
estimates,32,1950,353.14
estimates,32,1951,357.888
estimates,32,1952,358.533
estimates,32,1953,356.503
estimates,32,1954,352.636
estimates,32,1955,347.784
estimates,32,1956,342.786
estimates,32,1957,338.427
estimates,32,1958,335.363
estimates,32,1959,333.89
estimates,32,1960,333.782
estimates,32,1961,334.312
estimates,32,1962,334.394
estimates,32,1963,333.141
estimates,32,1964,330.794
estimates,32,1965,327.433
estimates,32,1966,324.422
estimates,32,1967,326.253
estimates,32,1968,336.844
estimates,32,1969,355.816
estimates,32,1970,380.134
estimates,32,1971,404.863
estimates,32,1972,423.43
estimates,32,1973,430.791
estimates,32,1974,426.844
estimates,32,1975,416.385
estimates,32,1976,405.841
estimates,32,1977,400.314
estimates,32,1978,402.967
estimates,32,1979,414.031
estimates,32,1980,429.366
estimates,32,1981,444.012
estimates,32,1982,455.661
estimates,32,1983,463.452
estimates,32,1984,467.03
estimates,32,1985,468.182
estimates,32,1986,468.856
estimates,32,1987,469.15
estimates,32,1988,468.56
estimates,32,1989,467.13
estimates,32,1990,465.197
estimates,32,1991,462.728
estimates,32,1992,458.529
estimates,32,1993,451.52
estimates,32,1994,441.991
estimates,32,1995,430.828
estimates,32,1996,419.616
estimates,32,1997,410.98
estimates,32,1998,407.059
estimates,32,1999,407.929
estimates,32,2000,411.714
estimates,32,2001,415.955
estimates,32,2002,418.935
estimates,32,2003,419.671
estimates,32,2004,418.067
estimates,32,2005,415.112
estimates,32,2006,412.379
estimates,32,2007,411.753
estimates,32,2008,414.585
estimates,32,2009,420.736
estimates,32,2010,428.72
estimates,32,2011,436.413
estimates,32,2012,441.52
estimates,32,2013,442.398
estimates,32,2014,438.939
estimates,32,2015,432.979
medium_variant,32,2015,432.979
medium_variant,32,2016,426.658
medium_variant,32,2017,420.736
medium_variant,32,2018,415.386
medium_variant,32,2019,410.782
medium_variant,32,2020,406.337
medium_variant,32,2021,401.452
medium_variant,32,2022,396.312
medium_variant,32,2023,391.294
medium_variant,32,2024,386.403
medium_variant,32,2025,381.538
medium_variant,32,2026,376.585
medium_variant,32,2027,371.487
medium_variant,32,2028,366.21
medium_variant,32,2029,360.749
medium_variant,32,2030,355.156
medium_variant,32,2031,349.497
medium_variant,32,2032,343.803
medium_variant,32,2033,338.073
medium_variant,32,2034,332.31
medium_variant,32,2035,326.493
medium_variant,32,2036,320.607
medium_variant,32,2037,314.651
medium_variant,32,2038,308.616
medium_variant,32,2039,302.51
medium_variant,32,2040,296.321
medium_variant,32,2041,290.051
medium_variant,32,2042,283.741
medium_variant,32,2043,277.439
medium_variant,32,2044,271.136
medium_variant,32,2045,264.782
medium_variant,32,2046,258.325
medium_variant,32,2047,251.689
medium_variant,32,2048,244.821
medium_variant,32,2049,237.712
medium_variant,32,2050,230.431
medium_variant,32,2051,223.034
medium_variant,32,2052,215.486
medium_variant,32,2053,207.76
medium_variant,32,2054,199.859
medium_variant,32,2055,191.818
medium_variant,32,2056,183.683
medium_variant,32,2057,175.453
medium_variant,32,2058,167.133
medium_variant,32,2059,158.741
medium_variant,32,2060,150.315
medium_variant,32,2061,141.875
medium_variant,32,2062,133.372
medium_variant,32,2063,124.784
medium_variant,32,2064,116.129
medium_variant,32,2065,107.473
medium_variant,32,2066,98.915
medium_variant,32,2067,90.552
medium_variant,32,2068,82.459
medium_variant,32,2069,74.662
medium_variant,32,2070,67.1
medium_variant,32,2071,59.719
medium_variant,32,2072,52.577
medium_variant,32,2073,45.749
medium_variant,32,2074,39.243
medium_variant,32,2075,32.983
medium_variant,32,2076,26.914
medium_variant,32,2077,21.087
medium_variant,32,2078,15.557
medium_variant,32,2079,10.31
medium_variant,32,2080,5.302
medium_variant,32,2081,0.448
medium_variant,32,2082,-4.389
medium_variant,32,2083,-9.308
medium_variant,32,2084,-14.317
medium_variant,32,2085,-19.329
medium_variant,32,2086,-24.223
medium_variant,32,2087,-28.974
medium_variant,32,2088,-33.606
medium_variant,32,2089,-38.099
medium_variant,32,2090,-42.466
medium_variant,32,2091,-46.726
medium_variant,32,2092,-50.892
medium_variant,32,2093,-54.973
medium_variant,32,2094,-58.946
medium_variant,32,2095,-62.803
medium_variant,32,2096,-66.533
medium_variant,32,2097,-70.119
medium_variant,32,2098,-73.537
medium_variant,32,2099,-76.775
