variant,country,year,populationchange
estimates,328,1950,11.938
estimates,328,1951,13.115
estimates,328,1952,14.884
estimates,328,1953,16.17
estimates,328,1954,17.042
estimates,328,1955,17.575
estimates,328,1956,17.853
estimates,328,1957,17.949
estimates,328,1958,17.92
estimates,328,1959,17.804
estimates,328,1960,17.595
estimates,328,1961,17.238
estimates,328,1962,16.657
estimates,328,1963,15.788
estimates,328,1964,14.655
estimates,328,1965,13.346
estimates,328,1966,12.008
estimates,328,1967,10.817
estimates,328,1968,9.94
estimates,328,1969,9.396
estimates,328,1970,8.971
estimates,328,1971,8.509
estimates,328,1972,8.117
estimates,328,1973,7.95
estimates,328,1974,7.962
estimates,328,1975,8.126
estimates,328,1976,8.291
estimates,328,1977,8.014
estimates,328,1978,6.919
estimates,328,1979,5.018
estimates,328,1980,2.741
estimates,328,1981,0.547
estimates,328,1982,-1.393
estimates,328,1983,-3.015
estimates,328,1984,-4.258
estimates,328,1985,-5.382
estimates,328,1986,-6.467
estimates,328,1987,-6.864
estimates,328,1988,-5.917
estimates,328,1989,-3.708
estimates,328,1990,-0.687
estimates,328,1991,2.41
estimates,328,1992,4.595
estimates,328,1993,5.105
estimates,328,1994,3.906
estimates,328,1995,1.761
estimates,328,1996,-0.391
estimates,328,1997,-1.955
estimates,328,1998,-2.616
estimates,328,1999,-2.325
estimates,328,2000,-1.507
estimates,328,2001,-0.708
estimates,328,2002,-0.203
estimates,328,2003,-0.116
estimates,328,2004,-0.456
estimates,328,2005,-1.026
estimates,328,2006,-1.539
estimates,328,2007,-1.643
estimates,328,2008,-1.088
estimates,328,2009,0.121
estimates,328,2010,1.703
estimates,328,2011,3.266
estimates,328,2012,4.489
estimates,328,2013,5.15
estimates,328,2014,5.217
estimates,328,2015,4.956
medium_variant,328,2015,4.956
medium_variant,328,2016,4.673
medium_variant,328,2017,4.461
medium_variant,328,2018,4.325
medium_variant,328,2019,4.279
medium_variant,328,2020,4.257
medium_variant,328,2021,4.182
medium_variant,328,2022,4.049
medium_variant,328,2023,3.884
medium_variant,328,2024,3.691
medium_variant,328,2025,3.474
medium_variant,328,2026,3.244
medium_variant,328,2027,3.01
medium_variant,328,2028,2.783
medium_variant,328,2029,2.551
medium_variant,328,2030,2.322
medium_variant,328,2031,2.092
medium_variant,328,2032,1.846
medium_variant,328,2033,1.584
medium_variant,328,2034,1.3
medium_variant,328,2035,1.01
medium_variant,328,2036,0.72
medium_variant,328,2037,0.441
medium_variant,328,2038,0.18
medium_variant,328,2039,-0.057
medium_variant,328,2040,-0.279
medium_variant,328,2041,-0.497
medium_variant,328,2042,-0.712
medium_variant,328,2043,-0.931
medium_variant,328,2044,-1.148
medium_variant,328,2045,-1.356
medium_variant,328,2046,-1.564
medium_variant,328,2047,-1.748
medium_variant,328,2048,-1.918
medium_variant,328,2049,-2.076
medium_variant,328,2050,-2.213
medium_variant,328,2051,-2.346
medium_variant,328,2052,-2.473
medium_variant,328,2053,-2.609
medium_variant,328,2054,-2.747
medium_variant,328,2055,-2.886
medium_variant,328,2056,-3.022
medium_variant,328,2057,-3.155
medium_variant,328,2058,-3.282
medium_variant,328,2059,-3.404
medium_variant,328,2060,-3.535
medium_variant,328,2061,-3.657
medium_variant,328,2062,-3.776
medium_variant,328,2063,-3.902
medium_variant,328,2064,-4.02
medium_variant,328,2065,-4.13
medium_variant,328,2066,-4.243
medium_variant,328,2067,-4.363
medium_variant,328,2068,-4.483
medium_variant,328,2069,-4.608
medium_variant,328,2070,-4.736
medium_variant,328,2071,-4.861
medium_variant,328,2072,-4.981
medium_variant,328,2073,-5.09
medium_variant,328,2074,-5.193
medium_variant,328,2075,-5.291
medium_variant,328,2076,-5.378
medium_variant,328,2077,-5.457
medium_variant,328,2078,-5.527
medium_variant,328,2079,-5.588
medium_variant,328,2080,-5.639
medium_variant,328,2081,-5.677
medium_variant,328,2082,-5.703
medium_variant,328,2083,-5.722
medium_variant,328,2084,-5.725
medium_variant,328,2085,-5.718
medium_variant,328,2086,-5.707
medium_variant,328,2087,-5.688
medium_variant,328,2088,-5.661
medium_variant,328,2089,-5.631
medium_variant,328,2090,-5.598
medium_variant,328,2091,-5.564
medium_variant,328,2092,-5.526
medium_variant,328,2093,-5.484
medium_variant,328,2094,-5.451
medium_variant,328,2095,-5.413
medium_variant,328,2096,-5.38
medium_variant,328,2097,-5.349
medium_variant,328,2098,-5.317
medium_variant,328,2099,-5.301
