variant,country,year,populationchange
estimates,686,1950,57.848
estimates,686,1951,59.878
estimates,686,1952,62.701
estimates,686,1953,65.695
estimates,686,1954,68.804
estimates,686,1955,71.973
estimates,686,1956,75.141
estimates,686,1957,78.249
estimates,686,1958,81.265
estimates,686,1959,84.196
estimates,686,1960,87.089
estimates,686,1961,90.045
estimates,686,1962,93.212
estimates,686,1963,96.708
estimates,686,1964,100.547
estimates,686,1965,104.433
estimates,686,1966,108.165
estimates,686,1967,112.145
estimates,686,1968,116.779
estimates,686,1969,121.957
estimates,686,1970,127.774
estimates,686,1971,133.777
estimates,686,1972,137.989
estimates,686,1973,138.643
estimates,686,1974,135.925
estimates,686,1975,131.21
estimates,686,1976,126.697
estimates,686,1977,125.299
estimates,686,1978,129.252
estimates,686,1979,138.627
estimates,686,1980,151.039
estimates,686,1981,163.638
estimates,686,1982,175.018
estimates,686,1983,184.592
estimates,686,1984,192.094
estimates,686,1985,198.393
estimates,686,1986,204.555
estimates,686,1987,210.885
estimates,686,1988,217.327
estimates,686,1989,223.798
estimates,686,1990,230.5
estimates,686,1991,237.036
estimates,686,1992,241.268
estimates,686,1993,241.267
estimates,686,1994,237.28
estimates,686,1995,231.018
estimates,686,1996,225.01
estimates,686,1997,222.178
estimates,686,1998,224.696
estimates,686,1999,232.783
estimates,686,2000,244.212
estimates,686,2001,256.35
estimates,686,2002,268.193
estimates,686,2003,279.495
estimates,686,2004,290.095
estimates,686,2005,300.368
estimates,686,2006,311.098
estimates,686,2007,323.534
estimates,686,2008,338.598
estimates,686,2009,356.042
estimates,686,2010,374.895
estimates,686,2011,393.553
estimates,686,2012,409.645
estimates,686,2013,421.279
estimates,686,2014,428.346
estimates,686,2015,432.77
medium_variant,686,2015,432.77
medium_variant,686,2016,436.8
medium_variant,686,2017,441.338
medium_variant,686,2018,446.648
medium_variant,686,2019,452.938
medium_variant,686,2020,459.561
medium_variant,686,2021,465.856
medium_variant,686,2022,471.987
medium_variant,686,2023,478.326
medium_variant,686,2024,484.906
medium_variant,686,2025,491.621
medium_variant,686,2026,498.402
medium_variant,686,2027,505.38
medium_variant,686,2028,512.696
medium_variant,686,2029,520.334
medium_variant,686,2030,528.138
medium_variant,686,2031,535.945
medium_variant,686,2032,543.737
medium_variant,686,2033,551.518
medium_variant,686,2034,559.242
medium_variant,686,2035,566.866
medium_variant,686,2036,574.34
medium_variant,686,2037,581.579
medium_variant,686,2038,588.488
medium_variant,686,2039,595.031
medium_variant,686,2040,601.261
medium_variant,686,2041,607.198
medium_variant,686,2042,612.723
medium_variant,686,2043,617.711
medium_variant,686,2044,622.151
medium_variant,686,2045,626.162
medium_variant,686,2046,629.838
medium_variant,686,2047,633.149
medium_variant,686,2048,636.054
medium_variant,686,2049,638.569
medium_variant,686,2050,640.748
medium_variant,686,2051,642.657
medium_variant,686,2052,644.332
medium_variant,686,2053,645.799
medium_variant,686,2054,647.091
medium_variant,686,2055,648.195
medium_variant,686,2056,649.118
medium_variant,686,2057,649.937
medium_variant,686,2058,650.744
medium_variant,686,2059,651.546
medium_variant,686,2060,652.257
medium_variant,686,2061,652.826
medium_variant,686,2062,653.307
medium_variant,686,2063,653.771
medium_variant,686,2064,654.201
medium_variant,686,2065,654.536
medium_variant,686,2066,654.697
medium_variant,686,2067,654.611
medium_variant,686,2068,654.226
medium_variant,686,2069,653.536
medium_variant,686,2070,652.562
medium_variant,686,2071,651.339
medium_variant,686,2072,649.878
medium_variant,686,2073,648.148
medium_variant,686,2074,646.14
medium_variant,686,2075,643.841
medium_variant,686,2076,641.239
medium_variant,686,2077,638.325
medium_variant,686,2078,635.105
medium_variant,686,2079,631.569
medium_variant,686,2080,627.734
medium_variant,686,2081,623.604
medium_variant,686,2082,619.05
medium_variant,686,2083,613.944
medium_variant,686,2084,608.308
medium_variant,686,2085,602.255
medium_variant,686,2086,595.943
medium_variant,686,2087,589.477
medium_variant,686,2088,582.922
medium_variant,686,2089,576.304
medium_variant,686,2090,569.575
medium_variant,686,2091,562.66
medium_variant,686,2092,555.518
medium_variant,686,2093,548.147
medium_variant,686,2094,540.565
medium_variant,686,2095,532.82
medium_variant,686,2096,524.969
medium_variant,686,2097,517.076
medium_variant,686,2098,509.206
medium_variant,686,2099,501.417
