variant,country,year,populationchange
estimates,834,1950,195.042
estimates,834,1951,203.02
estimates,834,1952,213.671
estimates,834,1953,223.61
estimates,834,1954,233.078
estimates,834,1955,242.336
estimates,834,1956,251.642
estimates,834,1957,261.226
estimates,834,1958,271.294
estimates,834,1959,281.947
estimates,834,1960,293.13
estimates,834,1961,304.647
estimates,834,1962,316.203
estimates,834,1963,327.548
estimates,834,1964,338.765
estimates,834,1965,349.86
estimates,834,1966,361.208
estimates,834,1967,374.228
estimates,834,1968,390.17
estimates,834,1969,408.915
estimates,834,1970,429.519
estimates,834,1971,450.438
estimates,834,1972,469.572
estimates,834,1973,485.292
estimates,834,1974,497.562
estimates,834,1975,507.99
estimates,834,1976,518.659
estimates,834,1977,531.054
estimates,834,1978,546.044
estimates,834,1979,563.753
estimates,834,1980,583.522
estimates,834,1981,604.109
estimates,834,1982,623.709
estimates,834,1983,640.982
estimates,834,1984,656.133
estimates,834,1985,668.815
estimates,834,1986,680.746
estimates,834,1987,699.253
estimates,834,1988,730.807
estimates,834,1989,774.54
estimates,834,1990,826.87
estimates,834,1991,879.719
estimates,834,1992,917.076
estimates,834,1993,925.692
estimates,834,1994,906.077
estimates,834,1995,870.996
estimates,834,1996,837.503
estimates,834,1997,820.043
estimates,834,1998,828.063
estimates,834,1999,862.935
estimates,834,2000,912.471
estimates,834,2001,963.632
estimates,834,2002,1015.744
estimates,834,2003,1071.784
estimates,834,2004,1130.419
estimates,834,2005,1192.136
estimates,834,2006,1256.238
estimates,834,2007,1317.308
estimates,834,2008,1370.052
estimates,834,2009,1414.082
estimates,834,2010,1453.217
estimates,834,2011,1492.075
estimates,834,2012,1532.709
estimates,834,2013,1575.779
estimates,834,2014,1621.513
estimates,834,2015,1668.501
medium_variant,834,2015,1668.501
medium_variant,834,2016,1714.884
medium_variant,834,2017,1759.469
medium_variant,834,2018,1801.667
medium_variant,834,2019,1841.53
medium_variant,834,2020,1880.073
medium_variant,834,2021,1918.685
medium_variant,834,2022,1958.583
medium_variant,834,2023,2000.59
medium_variant,834,2024,2044.824
medium_variant,834,2025,2090.162
medium_variant,834,2026,2135.469
medium_variant,834,2027,2180.855
medium_variant,834,2028,2226.727
medium_variant,834,2029,2272.926
medium_variant,834,2030,2319.24
medium_variant,834,2031,2365.351
medium_variant,834,2032,2410.706
medium_variant,834,2033,2454.839
medium_variant,834,2034,2497.641
medium_variant,834,2035,2539.42
medium_variant,834,2036,2580.504
medium_variant,834,2037,2620.776
medium_variant,834,2038,2659.973
medium_variant,834,2039,2698.077
medium_variant,834,2040,2735.267
medium_variant,834,2041,2771.622
medium_variant,834,2042,2806.897
medium_variant,834,2043,2840.821
medium_variant,834,2044,2873.445
medium_variant,834,2045,2904.985
medium_variant,834,2046,2935.779
medium_variant,834,2047,2966.275
medium_variant,834,2048,2996.801
medium_variant,834,2049,3027.404
medium_variant,834,2050,3057.654
medium_variant,834,2051,3087.134
medium_variant,834,2052,3115.999
medium_variant,834,2053,3144.502
medium_variant,834,2054,3172.57
medium_variant,834,2055,3200.018
medium_variant,834,2056,3226.593
medium_variant,834,2057,3251.88
medium_variant,834,2058,3275.522
medium_variant,834,2059,3297.458
medium_variant,834,2060,3317.884
medium_variant,834,2061,3337.112
medium_variant,834,2062,3355.423
medium_variant,834,2063,3373.023
medium_variant,834,2064,3389.858
medium_variant,834,2065,3405.664
medium_variant,834,2066,3420.037
medium_variant,834,2067,3432.486
medium_variant,834,2068,3442.664
medium_variant,834,2069,3450.512
medium_variant,834,2070,3456.438
medium_variant,834,2071,3460.887
medium_variant,834,2072,3463.912
medium_variant,834,2073,3465.452
medium_variant,834,2074,3465.56
medium_variant,834,2075,3464.219
medium_variant,834,2076,3461.425
medium_variant,834,2077,3457.248
medium_variant,834,2078,3451.752
medium_variant,834,2079,3444.98
medium_variant,834,2080,3436.849
medium_variant,834,2081,3427.324
medium_variant,834,2082,3416.662
medium_variant,834,2083,3405.104
medium_variant,834,2084,3392.62
medium_variant,834,2085,3379.004
medium_variant,834,2086,3363.974
medium_variant,834,2087,3347.286
medium_variant,834,2088,3328.794
medium_variant,834,2089,3308.457
medium_variant,834,2090,3286.405
medium_variant,834,2091,3262.81
medium_variant,834,2092,3237.785
medium_variant,834,2093,3211.378
medium_variant,834,2094,3183.531
medium_variant,834,2095,3154.157
medium_variant,834,2096,3123.15
medium_variant,834,2097,3090.371
medium_variant,834,2098,3055.708
medium_variant,834,2099,3019.034
