variant,country,year,populationchange
estimates,578,1950,35.288
estimates,578,1951,34.608
estimates,578,1952,33.155
estimates,578,1953,32.216
estimates,578,1954,31.644
estimates,578,1955,31.303
estimates,578,1956,31.054
estimates,578,1957,30.77
estimates,578,1958,30.342
estimates,578,1959,29.731
estimates,578,1960,29.01
estimates,578,1961,28.353
estimates,578,1962,27.984
estimates,578,1963,28.098
estimates,578,1964,28.674
estimates,578,1965,29.476
estimates,578,1966,30.202
estimates,578,1967,30.637
estimates,578,1968,30.659
estimates,578,1969,30.213
estimates,578,1970,29.544
estimates,578,1971,28.834
estimates,578,1972,27.769
estimates,578,1973,26.012
estimates,578,1974,23.619
estimates,578,1975,20.871
estimates,578,1976,18.152
estimates,578,1977,15.856
estimates,578,1978,14.27
estimates,578,1979,13.447
estimates,578,1980,13.053
estimates,578,1981,12.791
estimates,578,1982,12.806
estimates,578,1983,13.305
estimates,578,1984,14.259
estimates,578,1985,15.526
estimates,578,1986,16.93
estimates,578,1987,18.321
estimates,578,1988,19.576
estimates,578,1989,20.658
estimates,578,1990,21.673
estimates,578,1991,22.698
estimates,578,1992,23.657
estimates,578,1993,24.465
estimates,578,1994,25.103
estimates,578,1995,25.796
estimates,578,1996,26.632
estimates,578,1997,27.138
estimates,578,1998,26.872
estimates,578,1999,25.942
estimates,578,2000,24.573
estimates,578,2001,23.327
estimates,578,2002,23.479
estimates,578,2003,26.092
estimates,578,2004,31.119
estimates,578,2005,37.415
estimates,578,2006,43.629
estimates,578,2007,49.157
estimates,578,2008,53.756
estimates,578,2009,57.227
estimates,578,2010,60.199
estimates,578,2011,63.057
estimates,578,2012,64.752
estimates,578,2013,64.159
estimates,578,2014,61.38
estimates,578,2015,57.205
medium_variant,578,2015,57.205
medium_variant,578,2016,52.785
medium_variant,578,2017,49.341
medium_variant,578,2018,47.768
medium_variant,578,2019,48.163
medium_variant,578,2020,49.574
medium_variant,578,2021,50.893
medium_variant,578,2022,51.758
medium_variant,578,2023,52.136
medium_variant,578,2024,51.945
medium_variant,578,2025,51.493
medium_variant,578,2026,51.099
medium_variant,578,2027,50.705
medium_variant,578,2028,50.178
medium_variant,578,2029,49.537
medium_variant,578,2030,48.803
medium_variant,578,2031,48.021
medium_variant,578,2032,47.218
medium_variant,578,2033,46.384
medium_variant,578,2034,45.543
medium_variant,578,2035,44.699
medium_variant,578,2036,43.856
medium_variant,578,2037,43.058
medium_variant,578,2038,42.344
medium_variant,578,2039,41.719
medium_variant,578,2040,41.144
medium_variant,578,2041,40.591
medium_variant,578,2042,40.113
medium_variant,578,2043,39.773
medium_variant,578,2044,39.561
medium_variant,578,2045,39.437
medium_variant,578,2046,39.322
medium_variant,578,2047,39.135
medium_variant,578,2048,38.814
medium_variant,578,2049,38.346
medium_variant,578,2050,37.803
medium_variant,578,2051,37.256
medium_variant,578,2052,36.721
medium_variant,578,2053,36.189
medium_variant,578,2054,35.654
medium_variant,578,2055,35.115
medium_variant,578,2056,34.58
medium_variant,578,2057,34.051
medium_variant,578,2058,33.55
medium_variant,578,2059,33.081
medium_variant,578,2060,32.627
medium_variant,578,2061,32.179
medium_variant,578,2062,31.758
medium_variant,578,2063,31.386
medium_variant,578,2064,31.055
medium_variant,578,2065,30.737
medium_variant,578,2066,30.428
medium_variant,578,2067,30.127
medium_variant,578,2068,29.825
medium_variant,578,2069,29.527
medium_variant,578,2070,29.236
medium_variant,578,2071,28.926
medium_variant,578,2072,28.575
medium_variant,578,2073,28.147
medium_variant,578,2074,27.633
medium_variant,578,2075,27.075
medium_variant,578,2076,26.502
medium_variant,578,2077,25.923
medium_variant,578,2078,25.314
medium_variant,578,2079,24.683
medium_variant,578,2080,24.038
medium_variant,578,2081,23.393
medium_variant,578,2082,22.77
medium_variant,578,2083,22.188
medium_variant,578,2084,21.656
medium_variant,578,2085,21.148
medium_variant,578,2086,20.646
medium_variant,578,2087,20.166
medium_variant,578,2088,19.733
medium_variant,578,2089,19.339
medium_variant,578,2090,18.971
medium_variant,578,2091,18.6
medium_variant,578,2092,18.226
medium_variant,578,2093,17.839
medium_variant,578,2094,17.424
medium_variant,578,2095,16.991
medium_variant,578,2096,16.541
medium_variant,578,2097,16.088
medium_variant,578,2098,15.625
medium_variant,578,2099,15.151
