variant,country,year,populationchange
estimates,148,1950,41.242
estimates,148,1951,43.281
estimates,148,1952,46.172
estimates,148,1953,48.144
estimates,148,1954,49.471
estimates,148,1955,50.421
estimates,148,1956,51.275
estimates,148,1957,52.29
estimates,148,1958,53.664
estimates,148,1959,55.472
estimates,148,1960,57.619
estimates,148,1961,59.804
estimates,148,1962,61.594
estimates,148,1963,62.644
estimates,148,1964,63.013
estimates,148,1965,62.838
estimates,148,1966,62.621
estimates,148,1967,63.585
estimates,148,1968,66.764
estimates,148,1969,72.071
estimates,148,1970,78.822
estimates,148,1971,85.745
estimates,148,1972,90.756
estimates,148,1973,92.215
estimates,148,1974,90.183
estimates,148,1975,86.386
estimates,148,1976,83.037
estimates,148,1977,81.712
estimates,148,1978,83.351
estimates,148,1979,88.172
estimates,148,1980,94.695
estimates,148,1981,101.546
estimates,148,1982,109.419
estimates,148,1983,119.365
estimates,148,1984,131.149
estimates,148,1985,144.395
estimates,148,1986,158.191
estimates,148,1987,170.6
estimates,148,1988,179.962
estimates,148,1989,186.244
estimates,148,1990,190.986
estimates,148,1991,196.094
estimates,148,1992,202.727
estimates,148,1993,211.469
estimates,148,1994,222.49
estimates,148,1995,234.434
estimates,148,1996,246.201
estimates,148,1997,258.981
estimates,148,1998,274.194
estimates,148,1999,291.534
estimates,148,2000,310.453
estimates,148,2001,329.451
estimates,148,2002,345.035
estimates,148,2003,354.19
estimates,148,2004,356.963
estimates,148,2005,355.854
estimates,148,2006,354.405
estimates,148,2007,356.147
estimates,148,2008,363.5
estimates,148,2009,376.594
estimates,148,2010,392.845
estimates,148,2011,408.898
estimates,148,2012,422.428
estimates,148,2013,432.149
estimates,148,2014,437.936
estimates,148,2015,441.582
medium_variant,148,2015,441.582
medium_variant,148,2016,445.31
medium_variant,148,2017,450.329
medium_variant,148,2018,457.167
medium_variant,148,2019,465.934
medium_variant,148,2020,475.663
medium_variant,148,2021,485.211
medium_variant,148,2022,494.24
medium_variant,148,2023,502.753
medium_variant,148,2024,510.669
medium_variant,148,2025,518.255
medium_variant,148,2026,525.806
medium_variant,148,2027,533.305
medium_variant,148,2028,540.663
medium_variant,148,2029,547.883
medium_variant,148,2030,554.926
medium_variant,148,2031,561.774
medium_variant,148,2032,568.416
medium_variant,148,2033,574.846
medium_variant,148,2034,581.069
medium_variant,148,2035,587.066
medium_variant,148,2036,592.834
medium_variant,148,2037,598.356
medium_variant,148,2038,603.611
medium_variant,148,2039,608.591
medium_variant,148,2040,613.308
medium_variant,148,2041,617.771
medium_variant,148,2042,621.944
medium_variant,148,2043,625.802
medium_variant,148,2044,629.339
medium_variant,148,2045,632.577
medium_variant,148,2046,635.546
medium_variant,148,2047,638.264
medium_variant,148,2048,640.743
medium_variant,148,2049,642.994
medium_variant,148,2050,644.983
medium_variant,148,2051,646.684
medium_variant,148,2052,648.116
medium_variant,148,2053,649.293
medium_variant,148,2054,650.207
medium_variant,148,2055,650.834
medium_variant,148,2056,651.163
medium_variant,148,2057,651.173
medium_variant,148,2058,650.87
medium_variant,148,2059,650.261
medium_variant,148,2060,649.323
medium_variant,148,2061,648.043
medium_variant,148,2062,646.383
medium_variant,148,2063,644.319
medium_variant,148,2064,641.847
medium_variant,148,2065,638.998
medium_variant,148,2066,635.807
medium_variant,148,2067,632.221
medium_variant,148,2068,628.188
medium_variant,148,2069,623.722
medium_variant,148,2070,618.875
medium_variant,148,2071,613.684
medium_variant,148,2072,608.227
medium_variant,148,2073,602.56
medium_variant,148,2074,596.67
medium_variant,148,2075,590.545
medium_variant,148,2076,584.119
medium_variant,148,2077,577.36
medium_variant,148,2078,570.255
medium_variant,148,2079,562.797
medium_variant,148,2080,555.042
medium_variant,148,2081,547.053
medium_variant,148,2082,538.835
medium_variant,148,2083,530.39
medium_variant,148,2084,521.731
medium_variant,148,2085,512.863
medium_variant,148,2086,503.812
medium_variant,148,2087,494.622
medium_variant,148,2088,485.346
medium_variant,148,2089,475.997
medium_variant,148,2090,466.546
medium_variant,148,2091,456.97
medium_variant,148,2092,447.254
medium_variant,148,2093,437.385
medium_variant,148,2094,427.386
medium_variant,148,2095,417.274
medium_variant,148,2096,407.071
medium_variant,148,2097,396.813
medium_variant,148,2098,386.52
medium_variant,148,2099,376.214
