variant,country,year,populationchange
estimates,96,1950,2.873
estimates,96,1951,2.964
estimates,96,1952,3.004
estimates,96,1953,3.096
estimates,96,1954,3.225
estimates,96,1955,3.37
estimates,96,1956,3.518
estimates,96,1957,3.644
estimates,96,1958,3.731
estimates,96,1959,3.798
estimates,96,1960,3.839
estimates,96,1961,3.886
estimates,96,1962,3.989
estimates,96,1963,4.165
estimates,96,1964,4.422
estimates,96,1965,4.732
estimates,96,1966,5.033
estimates,96,1967,5.315
estimates,96,1968,5.578
estimates,96,1969,5.815
estimates,96,1970,6.036
estimates,96,1971,6.244
estimates,96,1972,6.417
estimates,96,1973,6.519
estimates,96,1974,6.557
estimates,96,1975,6.559
estimates,96,1976,6.552
estimates,96,1977,6.518
estimates,96,1978,6.443
estimates,96,1979,6.348
estimates,96,1980,6.217
estimates,96,1981,6.091
estimates,96,1982,6.026
estimates,96,1983,6.05
estimates,96,1984,6.187
estimates,96,1985,6.372
estimates,96,1986,6.554
estimates,96,1987,6.742
estimates,96,1988,6.945
estimates,96,1989,7.163
estimates,96,1990,7.379
estimates,96,1991,7.588
estimates,96,1992,7.739
estimates,96,1993,7.782
estimates,96,1994,7.722
estimates,96,1995,7.589
estimates,96,1996,7.425
estimates,96,1997,7.263
estimates,96,1998,7.127
estimates,96,1999,7.011
estimates,96,2000,6.915
estimates,96,2001,6.814
estimates,96,2002,6.637
estimates,96,2003,6.33
estimates,96,2004,5.887
estimates,96,2005,5.366
estimates,96,2006,4.855
estimates,96,2007,4.502
estimates,96,2008,4.454
estimates,96,2009,4.704
estimates,96,2010,5.119
estimates,96,2011,5.542
estimates,96,2012,5.851
estimates,96,2013,5.978
estimates,96,2014,5.914
estimates,96,2015,5.747
medium_variant,96,2015,5.747
medium_variant,96,2016,5.578
medium_variant,96,2017,5.44
medium_variant,96,2018,5.32
medium_variant,96,2019,5.222
medium_variant,96,2020,5.139
medium_variant,96,2021,5.037
medium_variant,96,2022,4.918
medium_variant,96,2023,4.792
medium_variant,96,2024,4.662
medium_variant,96,2025,4.528
medium_variant,96,2026,4.393
medium_variant,96,2027,4.256
medium_variant,96,2028,4.109
medium_variant,96,2029,3.962
medium_variant,96,2030,3.819
medium_variant,96,2031,3.663
medium_variant,96,2032,3.512
medium_variant,96,2033,3.363
medium_variant,96,2034,3.202
medium_variant,96,2035,3.047
medium_variant,96,2036,2.897
medium_variant,96,2037,2.748
medium_variant,96,2038,2.599
medium_variant,96,2039,2.448
medium_variant,96,2040,2.314
medium_variant,96,2041,2.178
medium_variant,96,2042,2.037
medium_variant,96,2043,1.913
medium_variant,96,2044,1.783
medium_variant,96,2045,1.649
medium_variant,96,2046,1.523
medium_variant,96,2047,1.399
medium_variant,96,2048,1.266
medium_variant,96,2049,1.122
medium_variant,96,2050,0.979
medium_variant,96,2051,0.841
medium_variant,96,2052,0.699
medium_variant,96,2053,0.553
medium_variant,96,2054,0.416
medium_variant,96,2055,0.278
medium_variant,96,2056,0.14
medium_variant,96,2057,0.007
medium_variant,96,2058,-0.125
medium_variant,96,2059,-0.251
medium_variant,96,2060,-0.372
medium_variant,96,2061,-0.491
medium_variant,96,2062,-0.604
medium_variant,96,2063,-0.707
medium_variant,96,2064,-0.805
medium_variant,96,2065,-0.9
medium_variant,96,2066,-0.987
medium_variant,96,2067,-1.065
medium_variant,96,2068,-1.137
medium_variant,96,2069,-1.2
medium_variant,96,2070,-1.259
medium_variant,96,2071,-1.311
medium_variant,96,2072,-1.351
medium_variant,96,2073,-1.383
medium_variant,96,2074,-1.412
medium_variant,96,2075,-1.435
medium_variant,96,2076,-1.454
medium_variant,96,2077,-1.467
medium_variant,96,2078,-1.477
medium_variant,96,2079,-1.49
medium_variant,96,2080,-1.493
medium_variant,96,2081,-1.493
medium_variant,96,2082,-1.494
medium_variant,96,2083,-1.5
medium_variant,96,2084,-1.502
medium_variant,96,2085,-1.495
medium_variant,96,2086,-1.497
medium_variant,96,2087,-1.503
medium_variant,96,2088,-1.497
medium_variant,96,2089,-1.497
medium_variant,96,2090,-1.503
medium_variant,96,2091,-1.501
medium_variant,96,2092,-1.502
medium_variant,96,2093,-1.506
medium_variant,96,2094,-1.508
medium_variant,96,2095,-1.509
medium_variant,96,2096,-1.509
medium_variant,96,2097,-1.515
medium_variant,96,2098,-1.516
medium_variant,96,2099,-1.519
