variant,country,year,populationchange
estimates,626,1950,4.813
estimates,626,1951,5.011
estimates,626,1952,5.371
estimates,626,1953,5.773
estimates,626,1954,6.201
estimates,626,1955,6.638
estimates,626,1956,7.079
estimates,626,1957,7.515
estimates,626,1958,7.937
estimates,626,1959,8.334
estimates,626,1960,8.71
estimates,626,1961,9.077
estimates,626,1962,9.451
estimates,626,1963,9.838
estimates,626,1964,10.233
estimates,626,1965,10.445
estimates,626,1966,10.407
estimates,626,1967,10.564
estimates,626,1968,11.349
estimates,626,1969,12.652
estimates,626,1970,14.589
estimates,626,1971,16.677
estimates,626,1972,16.758
estimates,626,1973,12.893
estimates,626,1974,5.292
estimates,626,1975,-4.657
estimates,626,1976,-14.494
estimates,626,1977,-20.575
estimates,626,1978,-20.08
estimates,626,1979,-13.095
estimates,626,1980,-2.421
estimates,626,1981,8.398
estimates,626,1982,16.776
estimates,626,1983,21.117
estimates,626,1984,21.166
estimates,626,1985,18.771
estimates,626,1986,16.301
estimates,626,1987,15.148
estimates,626,1988,15.951
estimates,626,1989,18.709
estimates,626,1990,22.751
estimates,626,1991,26.726
estimates,626,1992,28.307
estimates,626,1993,25.667
estimates,626,1994,18.965
estimates,626,1995,9.645
estimates,626,1996,0.274
estimates,626,1997,-5.365
estimates,626,1998,-4.356
estimates,626,1999,3.197
estimates,626,2000,14.579
estimates,626,2001,26.036
estimates,626,2002,34.113
estimates,626,2003,36.454
estimates,626,2004,32.87
estimates,626,2005,26.012
estimates,626,2006,19.272
estimates,626,2007,14.756
estimates,626,2008,13.522
estimates,626,2009,15.728
estimates,626,2010,19.732
estimates,626,2011,23.569
estimates,626,2012,26.41
estimates,626,2013,28.024
estimates,626,2014,28.309
estimates,626,2015,27.933
medium_variant,626,2015,27.933
medium_variant,626,2016,27.669
medium_variant,626,2017,27.712
medium_variant,626,2018,28.024
medium_variant,626,2019,28.651
medium_variant,626,2020,29.411
medium_variant,626,2021,30.101
medium_variant,626,2022,30.719
medium_variant,626,2023,31.305
medium_variant,626,2024,31.856
medium_variant,626,2025,32.385
medium_variant,626,2026,32.898
medium_variant,626,2027,33.376
medium_variant,626,2028,33.805
medium_variant,626,2029,34.181
medium_variant,626,2030,34.511
medium_variant,626,2031,34.816
medium_variant,626,2032,35.088
medium_variant,626,2033,35.311
medium_variant,626,2034,35.5
medium_variant,626,2035,35.655
medium_variant,626,2036,35.781
medium_variant,626,2037,35.887
medium_variant,626,2038,35.98
medium_variant,626,2039,36.058
medium_variant,626,2040,36.122
medium_variant,626,2041,36.172
medium_variant,626,2042,36.202
medium_variant,626,2043,36.199
medium_variant,626,2044,36.162
medium_variant,626,2045,36.105
medium_variant,626,2046,36.048
medium_variant,626,2047,36.016
medium_variant,626,2048,36.036
medium_variant,626,2049,36.118
medium_variant,626,2050,36.233
medium_variant,626,2051,36.335
medium_variant,626,2052,36.416
medium_variant,626,2053,36.465
medium_variant,626,2054,36.479
medium_variant,626,2055,36.473
medium_variant,626,2056,36.446
medium_variant,626,2057,36.408
medium_variant,626,2058,36.352
medium_variant,626,2059,36.275
medium_variant,626,2060,36.188
medium_variant,626,2061,36.068
medium_variant,626,2062,35.903
medium_variant,626,2063,35.688
medium_variant,626,2064,35.418
medium_variant,626,2065,35.113
medium_variant,626,2066,34.774
medium_variant,626,2067,34.397
medium_variant,626,2068,33.973
medium_variant,626,2069,33.501
medium_variant,626,2070,32.993
medium_variant,626,2071,32.451
medium_variant,626,2072,31.9
medium_variant,626,2073,31.344
medium_variant,626,2074,30.782
medium_variant,626,2075,30.213
medium_variant,626,2076,29.628
medium_variant,626,2077,29.019
medium_variant,626,2078,28.384
medium_variant,626,2079,27.722
medium_variant,626,2080,27.042
medium_variant,626,2081,26.354
medium_variant,626,2082,25.68
medium_variant,626,2083,25.028
medium_variant,626,2084,24.391
medium_variant,626,2085,23.766
medium_variant,626,2086,23.15
medium_variant,626,2087,22.521
medium_variant,626,2088,21.886
medium_variant,626,2089,21.257
medium_variant,626,2090,20.617
medium_variant,626,2091,19.982
medium_variant,626,2092,19.349
medium_variant,626,2093,18.711
medium_variant,626,2094,18.077
medium_variant,626,2095,17.44
medium_variant,626,2096,16.8
medium_variant,626,2097,16.156
medium_variant,626,2098,15.5
medium_variant,626,2099,14.841
