variant,country,year,populationchange
estimates,756,1950,57.843
estimates,756,1951,60.422
estimates,756,1952,62.847
estimates,756,1953,61.973
estimates,756,1954,59.422
estimates,756,1955,56.897
estimates,756,1956,56.096
estimates,756,1957,58.491
estimates,756,1958,65.171
estimates,756,1959,76.177
estimates,756,1960,89.947
estimates,756,1961,103.386
estimates,756,1962,112.353
estimates,756,1963,113.258
estimates,756,1964,105.954
estimates,756,1965,93.78
estimates,756,1966,80.905
estimates,756,1967,69.757
estimates,756,1968,61.538
estimates,756,1969,56.508
estimates,756,1970,53.462
estimates,756,1971,50.39
estimates,756,1972,44.935
estimates,756,1973,35.487
estimates,756,1974,22.366
estimates,756,1975,7.088
estimates,756,1976,-7.506
estimates,756,1977,-16.851
estimates,756,1978,-17.318
estimates,756,1979,-8.958
estimates,756,1980,4.668
estimates,756,1981,18.959
estimates,756,1982,30.595
estimates,756,1983,37.573
estimates,756,1984,39.565
estimates,756,1985,38.693
estimates,756,1986,37.833
estimates,756,1987,39.086
estimates,756,1988,43.622
estimates,756,1989,51.295
estimates,756,1990,60.934
estimates,756,1991,70.223
estimates,756,1992,75.261
estimates,756,1993,72.962
estimates,756,1994,63.491
estimates,756,1995,49.981
estimates,756,1996,36.636
estimates,756,1997,26.984
estimates,756,1998,23.35
estimates,756,1999,26.057
estimates,756,2000,32.103
estimates,756,2001,38.324
estimates,756,2002,44.594
estimates,756,2003,51.654
estimates,756,2004,59.192
estimates,756,2005,67.063
estimates,756,2006,75.006
estimates,756,2007,82.336
estimates,756,2008,88.388
estimates,756,2009,92.919
estimates,756,2010,96.621
estimates,756,2011,99.843
estimates,756,2012,101.129
estimates,756,2013,98.994
estimates,756,2014,93.568
estimates,756,2015,86.077
medium_variant,756,2015,86.077
medium_variant,756,2016,78.137
medium_variant,756,2017,71.161
medium_variant,756,2018,66.135
medium_variant,756,2019,63.255
medium_variant,756,2020,61.429
medium_variant,756,2021,59.491
medium_variant,756,2022,57.484
medium_variant,756,2023,55.759
medium_variant,756,2024,54.255
medium_variant,756,2025,53
medium_variant,756,2026,51.931
medium_variant,756,2027,50.801
medium_variant,756,2028,49.377
medium_variant,756,2029,47.648
medium_variant,756,2030,45.795
medium_variant,756,2031,44.013
medium_variant,756,2032,42.35
medium_variant,756,2033,40.783
medium_variant,756,2034,39.326
medium_variant,756,2035,37.937
medium_variant,756,2036,36.596
medium_variant,756,2037,35.366
medium_variant,756,2038,34.311
medium_variant,756,2039,33.423
medium_variant,756,2040,32.628
medium_variant,756,2041,31.863
medium_variant,756,2042,31.155
medium_variant,756,2043,30.546
medium_variant,756,2044,30.007
medium_variant,756,2045,29.528
medium_variant,756,2046,29.053
medium_variant,756,2047,28.405
medium_variant,756,2048,27.435
medium_variant,756,2049,26.141
medium_variant,756,2050,24.674
medium_variant,756,2051,23.218
medium_variant,756,2052,21.819
medium_variant,756,2053,20.468
medium_variant,756,2054,19.207
medium_variant,756,2055,17.999
medium_variant,756,2056,16.829
medium_variant,756,2057,15.785
medium_variant,756,2058,14.947
medium_variant,756,2059,14.335
medium_variant,756,2060,13.862
medium_variant,756,2061,13.443
medium_variant,756,2062,13.137
medium_variant,756,2063,12.98
medium_variant,756,2064,12.959
medium_variant,756,2065,13.046
medium_variant,756,2066,13.155
medium_variant,756,2067,13.211
medium_variant,756,2068,13.149
medium_variant,756,2069,12.949
medium_variant,756,2070,12.68
medium_variant,756,2071,12.419
medium_variant,756,2072,12.125
medium_variant,756,2073,11.728
medium_variant,756,2074,11.247
medium_variant,756,2075,10.723
medium_variant,756,2076,10.208
medium_variant,756,2077,9.746
medium_variant,756,2078,9.382
medium_variant,756,2079,9.121
medium_variant,756,2080,8.913
medium_variant,756,2081,8.728
medium_variant,756,2082,8.617
medium_variant,756,2083,8.634
medium_variant,756,2084,8.766
medium_variant,756,2085,8.97
medium_variant,756,2086,9.184
medium_variant,756,2087,9.378
medium_variant,756,2088,9.534
medium_variant,756,2089,9.636
medium_variant,756,2090,9.688
medium_variant,756,2091,9.704
medium_variant,756,2092,9.684
medium_variant,756,2093,9.625
medium_variant,756,2094,9.513
medium_variant,756,2095,9.328
medium_variant,756,2096,9.054
medium_variant,756,2097,8.662
medium_variant,756,2098,8.123
medium_variant,756,2099,7.428
