variant,country,year,populationchange
estimates,860,1950,208.602
estimates,860,1951,207.567
estimates,860,1952,201.84
estimates,860,1953,202.688
estimates,860,1954,208.728
estimates,860,1955,218.543
estimates,860,1956,230.743
estimates,860,1957,244.016
estimates,860,1958,257.243
estimates,860,1959,269.798
estimates,860,1960,281.837
estimates,860,1961,294.235
estimates,860,1962,308.364
estimates,860,1963,325.333
estimates,860,1964,344.622
estimates,860,1965,365.804
estimates,860,1966,386.74
estimates,860,1967,401.092
estimates,860,1968,403.308
estimates,860,1969,393.644
estimates,860,1970,376.801
estimates,860,1971,359.447
estimates,860,1972,348.343
estimates,860,1973,348.222
estimates,860,1974,359.449
estimates,860,1975,376.919
estimates,860,1976,394.339
estimates,860,1977,408.401
estimates,860,1978,417.698
estimates,860,1979,421.891
estimates,860,1980,423.381
estimates,860,1981,425.181
estimates,860,1982,428.83
estimates,860,1983,434.94
estimates,860,1984,443.519
estimates,860,1985,452.731
estimates,860,1986,460.779
estimates,860,1987,467.867
estimates,860,1988,474.62
estimates,860,1989,480.621
estimates,860,1990,486.133
estimates,860,1991,490.51
estimates,860,1992,490.203
estimates,860,1993,481.952
estimates,860,1994,465.913
estimates,860,1995,445.998
estimates,860,1996,426.218
estimates,860,1997,406.849
estimates,860,1998,387.231
estimates,860,1999,368.334
estimates,860,2000,349.456
estimates,860,2001,331.539
estimates,860,2002,321.087
estimates,860,2003,324.197
estimates,860,2004,340.697
estimates,860,2005,364.887
estimates,860,2006,390.019
estimates,860,2007,412.712
estimates,860,2008,431.416
estimates,860,2009,445.203
estimates,860,2010,456.43
estimates,860,2011,467.235
estimates,860,2012,475.745
estimates,860,2013,479.411
estimates,860,2014,478.172
estimates,860,2015,473.624
medium_variant,860,2015,473.624
medium_variant,860,2016,467.349
medium_variant,860,2017,459.147
medium_variant,860,2018,448.416
medium_variant,860,2019,435.47
medium_variant,860,2020,420.851
medium_variant,860,2021,405.243
medium_variant,860,2022,389.439
medium_variant,860,2023,374.088
medium_variant,860,2024,359.484
medium_variant,860,2025,345.178
medium_variant,860,2026,330.878
medium_variant,860,2027,317.486
medium_variant,860,2028,305.983
medium_variant,860,2029,296.417
medium_variant,860,2030,288.023
medium_variant,860,2031,280.013
medium_variant,860,2032,272.428
medium_variant,860,2033,265.506
medium_variant,860,2034,259.117
medium_variant,860,2035,253.081
medium_variant,860,2036,247.178
medium_variant,860,2037,241.089
medium_variant,860,2038,234.555
medium_variant,860,2039,227.474
medium_variant,860,2040,220.049
medium_variant,860,2041,212.395
medium_variant,860,2042,204.052
medium_variant,860,2043,194.508
medium_variant,860,2044,183.763
medium_variant,860,2045,172.288
medium_variant,860,2046,160.566
medium_variant,860,2047,148.648
medium_variant,860,2048,136.481
medium_variant,860,2049,124.17
medium_variant,860,2050,111.759
medium_variant,860,2051,99.351
medium_variant,860,2052,87.142
medium_variant,860,2053,75.342
medium_variant,860,2054,64.023
medium_variant,860,2055,53.057
medium_variant,860,2056,42.378
medium_variant,860,2057,32.184
medium_variant,860,2058,22.687
medium_variant,860,2059,13.9
medium_variant,860,2060,5.657
medium_variant,860,2061,-2.21
medium_variant,860,2062,-9.644
medium_variant,860,2063,-16.558
medium_variant,860,2064,-22.976
medium_variant,860,2065,-28.979
medium_variant,860,2066,-34.65
medium_variant,860,2067,-40.119
medium_variant,860,2068,-45.513
medium_variant,860,2069,-50.853
medium_variant,860,2070,-56.045
medium_variant,860,2071,-60.991
medium_variant,860,2072,-65.695
medium_variant,860,2073,-70.205
medium_variant,860,2074,-74.522
medium_variant,860,2075,-78.644
medium_variant,860,2076,-82.565
medium_variant,860,2077,-86.269
medium_variant,860,2078,-89.736
medium_variant,860,2079,-92.972
medium_variant,860,2080,-96.003
medium_variant,860,2081,-98.845
medium_variant,860,2082,-101.491
medium_variant,860,2083,-103.924
medium_variant,860,2084,-106.153
medium_variant,860,2085,-108.21
medium_variant,860,2086,-110.13
medium_variant,860,2087,-111.889
medium_variant,860,2088,-113.471
medium_variant,860,2089,-114.89
medium_variant,860,2090,-116.181
medium_variant,860,2091,-117.412
medium_variant,860,2092,-118.619
medium_variant,860,2093,-119.834
medium_variant,860,2094,-121.073
medium_variant,860,2095,-122.336
medium_variant,860,2096,-123.638
medium_variant,860,2097,-124.984
medium_variant,860,2098,-126.363
medium_variant,860,2099,-127.788
