variant,country,year,populationchange
estimates,608,1950,654.492
estimates,608,1951,682.401
estimates,608,1952,711.849
estimates,608,1953,735.152
estimates,608,1954,754.242
estimates,608,1955,771.103
estimates,608,1956,787.716
estimates,608,1957,805.862
estimates,608,1958,826.93
estimates,608,1959,851.327
estimates,608,1960,877.903
estimates,608,1961,904.02
estimates,608,1962,926.047
estimates,608,1963,940.861
estimates,608,1964,948.661
estimates,608,1965,952.437
estimates,608,1966,956.4
estimates,608,1967,964.76
estimates,608,1968,980.452
estimates,608,1969,1003.756
estimates,608,1970,1031.63
estimates,608,1971,1060.244
estimates,608,1972,1087.436
estimates,608,1973,1112.228
estimates,608,1974,1134.484
estimates,608,1975,1155.583
estimates,608,1976,1177.558
estimates,608,1977,1202.469
estimates,608,1978,1231.729
estimates,608,1979,1265.225
estimates,608,1980,1300.676
estimates,608,1981,1335.653
estimates,608,1982,1369.619
estimates,608,1983,1402.65
estimates,608,1984,1434.231
estimates,608,1985,1464.975
estimates,608,1986,1494.773
estimates,608,1987,1520.55
estimates,608,1988,1539.313
estimates,608,1989,1551.143
estimates,608,1990,1558.384
estimates,608,1991,1564.151
estimates,608,1992,1570.962
estimates,608,1993,1580.417
estimates,608,1994,1592.764
estimates,608,1995,1604.982
estimates,608,1996,1614.581
estimates,608,1997,1623.837
estimates,608,1998,1635.55
estimates,608,1999,1648.96
estimates,608,2000,1664.75
estimates,608,2001,1680.27
estimates,608,2002,1683.445
estimates,608,2003,1663.467
estimates,608,2004,1621.459
estimates,608,2005,1565.802
estimates,608,2006,1509.902
estimates,608,2007,1471.378
estimates,608,2008,1463.699
estimates,608,2009,1487.28
estimates,608,2010,1528.396
estimates,608,2011,1569.908
estimates,608,2012,1601.495
estimates,608,2013,1617.83
estimates,608,2014,1617.745
estimates,608,2015,1609.077
medium_variant,608,2015,1609.077
medium_variant,608,2016,1600.937
medium_variant,608,2017,1595.987
medium_variant,608,2018,1594.154
medium_variant,608,2019,1595.694
medium_variant,608,2020,1598.277
medium_variant,608,2021,1599.128
medium_variant,608,2022,1597.16
medium_variant,608,2023,1592.123
medium_variant,608,2024,1583.903
medium_variant,608,2025,1573.495
medium_variant,608,2026,1561.973
medium_variant,608,2027,1549.409
medium_variant,608,2028,1535.589
medium_variant,608,2029,1520.617
medium_variant,608,2030,1504.536
medium_variant,608,2031,1487.386
medium_variant,608,2032,1469.258
medium_variant,608,2033,1450.263
medium_variant,608,2034,1430.491
medium_variant,608,2035,1409.986
medium_variant,608,2036,1388.821
medium_variant,608,2037,1367.196
medium_variant,608,2038,1345.319
medium_variant,608,2039,1323.242
medium_variant,608,2040,1300.916
medium_variant,608,2041,1278.263
medium_variant,608,2042,1255.285
medium_variant,608,2043,1232.03
medium_variant,608,2044,1208.546
medium_variant,608,2045,1184.748
medium_variant,608,2046,1160.682
medium_variant,608,2047,1136.857
medium_variant,608,2048,1113.73
medium_variant,608,2049,1091.262
medium_variant,608,2050,1069.11
medium_variant,608,2051,1046.715
medium_variant,608,2052,1023.348
medium_variant,608,2053,998.453
medium_variant,608,2054,972.017
medium_variant,608,2055,944.626
medium_variant,608,2056,917.007
medium_variant,608,2057,889.524
medium_variant,608,2058,862.334
medium_variant,608,2059,835.506
medium_variant,608,2060,808.799
medium_variant,608,2061,781.924
medium_variant,608,2062,754.791
medium_variant,608,2063,727.416
medium_variant,608,2064,699.811
medium_variant,608,2065,672.087
medium_variant,608,2066,644.396
medium_variant,608,2067,616.837
medium_variant,608,2068,589.458
medium_variant,608,2069,562.287
medium_variant,608,2070,535.334
medium_variant,608,2071,508.556
medium_variant,608,2072,481.853
medium_variant,608,2073,455.167
medium_variant,608,2074,428.538
medium_variant,608,2075,402.1
medium_variant,608,2076,376.038
medium_variant,608,2077,350.467
medium_variant,608,2078,325.458
medium_variant,608,2079,301.07
medium_variant,608,2080,277.189
medium_variant,608,2081,253.775
medium_variant,608,2082,231.099
medium_variant,608,2083,209.431
medium_variant,608,2084,188.761
medium_variant,608,2085,168.848
medium_variant,608,2086,149.4
medium_variant,608,2087,130.26
medium_variant,608,2088,111.358
medium_variant,608,2089,92.653
medium_variant,608,2090,74.195
medium_variant,608,2091,56.046
medium_variant,608,2092,38.247
medium_variant,608,2093,20.797
medium_variant,608,2094,3.641
medium_variant,608,2095,-13.297
medium_variant,608,2096,-30.102
medium_variant,608,2097,-46.877
medium_variant,608,2098,-63.719
medium_variant,608,2099,-80.714
