variant,country,year,populationchange
estimates,408,1950,-305.364
estimates,408,1951,-249.623
estimates,408,1952,-145.242
estimates,408,1953,-38.194
estimates,408,1954,64.714
estimates,408,1955,156.43
estimates,408,1956,229.864
estimates,408,1957,278.812
estimates,408,1958,298.878
estimates,408,1959,290.267
estimates,408,1960,260.453
estimates,408,1961,223.948
estimates,408,1962,199.996
estimates,408,1963,205.262
estimates,408,1964,240.804
estimates,408,1965,290.984
estimates,408,1966,337.349
estimates,408,1967,372.343
estimates,408,1968,393.769
estimates,408,1969,400.252
estimates,408,1970,399.636
estimates,408,1971,398.727
estimates,408,1972,392.029
estimates,408,1973,372.34
estimates,408,1974,340.907
estimates,408,1975,301.545
estimates,408,1976,261.078
estimates,408,1977,230.701
estimates,408,1978,219.548
estimates,408,1979,228.028
estimates,408,1980,247.708
estimates,408,1981,268.151
estimates,408,1982,283.452
estimates,408,1983,290.787
estimates,408,1984,289.54
estimates,408,1985,283.365
estimates,408,1986,277.397
estimates,408,1987,275.767
estimates,408,1988,280.859
estimates,408,1989,292.323
estimates,408,1990,307.643
estimates,408,1991,322.137
estimates,408,1992,328.351
estimates,408,1993,320.359
estimates,408,1994,298.336
estimates,408,1995,267.889
estimates,408,1996,236.751
estimates,408,1997,211.945
estimates,408,1998,198.191
estimates,408,1999,195.866
estimates,408,2000,199.902
estimates,408,2001,203.8
estimates,408,2002,203.373
estimates,408,2003,196.433
estimates,408,2004,182.846
estimates,408,2005,165.831
estimates,408,2006,149.585
estimates,408,2007,137.04
estimates,408,2008,129.872
estimates,408,2009,128.226
estimates,408,2010,129.636
estimates,408,2011,131.217
estimates,408,2012,131.839
estimates,408,2013,131.167
estimates,408,2014,128.975
estimates,408,2015,126.132
medium_variant,408,2015,126.132
medium_variant,408,2016,123.527
medium_variant,408,2017,121.029
medium_variant,408,2018,118.225
medium_variant,408,2019,115.099
medium_variant,408,2020,111.681
medium_variant,408,2021,108
medium_variant,408,2022,104.119
medium_variant,408,2023,100.109
medium_variant,408,2024,95.947
medium_variant,408,2025,91.616
medium_variant,408,2026,87.053
medium_variant,408,2027,82.006
medium_variant,408,2028,76.243
medium_variant,408,2029,69.807
medium_variant,408,2030,62.97
medium_variant,408,2031,56.019
medium_variant,408,2032,49.062
medium_variant,408,2033,42.117
medium_variant,408,2034,35.251
medium_variant,408,2035,28.443
medium_variant,408,2036,21.698
medium_variant,408,2037,15.204
medium_variant,408,2038,9.146
medium_variant,408,2039,3.543
medium_variant,408,2040,-1.726
medium_variant,408,2041,-6.773
medium_variant,408,2042,-11.537
medium_variant,408,2043,-15.927
medium_variant,408,2044,-19.948
medium_variant,408,2045,-23.651
medium_variant,408,2046,-27.11
medium_variant,408,2047,-30.349
medium_variant,408,2048,-33.381
medium_variant,408,2049,-36.228
medium_variant,408,2050,-38.887
medium_variant,408,2051,-41.345
medium_variant,408,2052,-43.603
medium_variant,408,2053,-45.66
medium_variant,408,2054,-47.53
medium_variant,408,2055,-49.23
medium_variant,408,2056,-50.78
medium_variant,408,2057,-52.255
medium_variant,408,2058,-53.719
medium_variant,408,2059,-55.165
medium_variant,408,2060,-56.565
medium_variant,408,2061,-57.871
medium_variant,408,2062,-59.039
medium_variant,408,2063,-60.031
medium_variant,408,2064,-60.843
medium_variant,408,2065,-61.54
medium_variant,408,2066,-62.173
medium_variant,408,2067,-62.807
medium_variant,408,2068,-63.487
medium_variant,408,2069,-64.218
medium_variant,408,2070,-64.956
medium_variant,408,2071,-65.647
medium_variant,408,2072,-66.284
medium_variant,408,2073,-66.854
medium_variant,408,2074,-67.36
medium_variant,408,2075,-67.81
medium_variant,408,2076,-68.237
medium_variant,408,2077,-68.657
medium_variant,408,2078,-69.075
medium_variant,408,2079,-69.498
medium_variant,408,2080,-69.914
medium_variant,408,2081,-70.307
medium_variant,408,2082,-70.657
medium_variant,408,2083,-70.964
medium_variant,408,2084,-71.215
medium_variant,408,2085,-71.429
medium_variant,408,2086,-71.635
medium_variant,408,2087,-71.842
medium_variant,408,2088,-72.068
medium_variant,408,2089,-72.322
medium_variant,408,2090,-72.576
medium_variant,408,2091,-72.825
medium_variant,408,2092,-73.064
medium_variant,408,2093,-73.276
medium_variant,408,2094,-73.474
medium_variant,408,2095,-73.663
medium_variant,408,2096,-73.849
medium_variant,408,2097,-74.047
medium_variant,408,2098,-74.261
medium_variant,408,2099,-74.5
